NOM_02, OCCIN, 122, 136, 154, 171, 173, 267
NOM_03, OCCEG, 124, 128, 130, 132, 135, 138, 143, 149, 169, 171, 173, 177, 179, 181, 187, 192, 196, 198, 200, 209, 213, 215, 227, 229, 234, 240, 242, 245, 255, 257, 259, 263, 270, 272, 274, 282, 288
NOM_03, OCCIN, 135, 138, 142, 145, 151, 155, 157, 167, 175, 179, 191, 222, 237, 281, 289
CO_001, OCCIN, 246, 264
CO_002, OCCEG, 148, 155, 163, 232
CO_002, OCCIN, 127, 132, 177, 189, 216, 269
CO2_02, OCCEG, 122, 142, 154, 161, 164, 175
CO2_02, OCCIN, 148, 219, 226, 275
HCL_01, OCCIN, 161, 163, 254
FUL_01, OCCIN, 149, 169, 279
