Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	68	Ingress	2023 JUN 10 15:07:48	2023 JUN 10 15:12:31	2023 JUN 10 15:13:32	344.00	-3.35	-14.45	-17.56	-39.29	-49.12	-51.26	15.87	3	-	-	-		
N/A	1	68	Egress	2023 JUN 10 15:45:48	2023 JUN 10 15:46:47	2023 JUN 10 15:51:17	329.00	-168.66	-170.03	-175.94	-4.15	-1.69	8.75	6.05	3	-	-	-		
NOMAD	2	68	Ingress	2023 JUN 10 17:05:50	2023 JUN 10 17:10:33	2023 JUN 10 17:11:33	343.00	-32.27	-43.42	-46.50	-39.52	-49.31	-51.40	15.85	1	6SUBD CO2 H2O CO #15	Science: orders #121, #132, #148, #165, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	2	68	Egress	2023 JUN 10 17:43:54	2023 JUN 10 17:44:53	2023 JUN 10 17:49:23	329.00	162.40	161.03	155.12	-3.70	-1.25	9.17	6.04	1	-	-	-		
ACS	3	68	Ingress	2023 JUN 10 19:03:53	2023 JUN 10 19:08:35	2023 JUN 10 19:09:35	342.00	-61.24	-72.43	-75.53	-39.81	-49.53	-51.61	15.83	14	-	-	-		
ACS	3	68	Egress	2023 JUN 10 19:41:58	2023 JUN 10 19:42:57	2023 JUN 10 19:47:27	329.00	133.48	132.12	126.20	-3.29	-0.84	9.57	6.03	14	-	-	-		
NOMAD	4	68	Ingress	2023 JUN 10 21:01:50	2023 JUN 10 21:06:32	2023 JUN 10 21:07:32	342.00	-90.12	-101.37	-104.49	-40.02	-49.71	-51.78	15.82	1	6SUBD CO2 Dipole #1	Science: orders #169, #132, #133, #134, #136, #137, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
N/A	4	68	Egress	2023 JUN 10 21:39:57	2023 JUN 10 21:40:56	2023 JUN 10 21:45:25	328.00	104.59	103.23	97.34	-2.91	-0.46	9.89	6.01	1	-	-	-	&daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
ACS	5	68	Ingress	2023 JUN 10 22:59:44	2023 JUN 10 23:04:25	2023 JUN 10 23:05:25	341.00	-118.93	-130.16	-133.29	-40.15	-49.78	-51.85	15.81	14	-	-	-		
ACS	5	68	Egress	2023 JUN 10 23:37:54	2023 JUN 10 23:38:52	2023 JUN 10 23:43:20	326.00	75.72	74.38	68.52	-2.55	-0.14	10.16	6.00	14	-	-	-		
