Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2022 NOV 26 15:08:26,2022 NOV 26 17:06:25,7079,2022 NOV 26 15:06:26,2022 NOV 26 16:05:48,3562,2022 NOV 26 16:05:49,2022 NOV 26 17:04:25,3516,61.9014,2022 NOV 26 16:35:17
5,5,2,2022 NOV 26 17:06:26,2022 NOV 26 19:04:24,7078,2022 NOV 26 17:04:26,2022 NOV 26 18:03:48,3562,2022 NOV 26 18:03:49,2022 NOV 26 19:02:24,3515,62.1037,2022 NOV 26 18:33:17
3,3,3,2022 NOV 26 19:04:25,2022 NOV 26 21:02:21,7076,2022 NOV 26 19:02:25,2022 NOV 26 20:01:46,3561,2022 NOV 26 20:01:47,2022 NOV 26 21:00:21,3514,62.2876,2022 NOV 26 20:31:14
5,5,4,2022 NOV 26 21:02:22,2022 NOV 26 23:00:23,7081,2022 NOV 26 21:00:22,2022 NOV 26 21:59:45,3563,2022 NOV 26 21:59:46,2022 NOV 26 22:58:23,3517,62.4271,2022 NOV 26 22:29:14
3,3,5,2022 NOV 26 23:00:24,2022 NOV 27 00:58:27,7083,2022 NOV 26 22:58:24,2022 NOV 26 23:57:49,3565,2022 NOV 26 23:57:50,2022 NOV 27 00:56:27,3517,62.5701,2022 NOV 27 00:27:19
5,5,6,2022 NOV 27 00:58:28,2022 NOV 27 02:56:33,7085,2022 NOV 27 00:56:28,2022 NOV 27 01:55:54,3566,2022 NOV 27 01:55:55,2022 NOV 27 02:54:33,3518,62.7438,2022 NOV 27 02:25:24
3,3,7,2022 NOV 27 02:56:34,2022 NOV 27 04:54:36,7082,2022 NOV 27 02:54:34,2022 NOV 27 03:53:57,3563,2022 NOV 27 03:53:58,2022 NOV 27 04:52:36,3518,62.9522,2022 NOV 27 04:23:27
5,5,8,2022 NOV 27 04:54:37,2022 NOV 27 06:52:35,7078,2022 NOV 27 04:52:37,2022 NOV 27 05:51:58,3561,2022 NOV 27 05:51:59,2022 NOV 27 06:50:35,3516,63.1645,2022 NOV 27 06:21:27
3,3,9,2022 NOV 27 06:52:36,2022 NOV 27 08:50:32,7076,2022 NOV 27 06:50:36,2022 NOV 27 07:49:57,3561,2022 NOV 27 07:49:58,2022 NOV 27 08:48:32,3514,63.3384,2022 NOV 27 08:19:25
3,3,10,2022 NOV 27 08:50:33,2022 NOV 27 10:48:33,7080,2022 NOV 27 08:48:33,2022 NOV 27 09:47:56,3563,2022 NOV 27 09:47:57,2022 NOV 27 10:46:33,3516,63.4654,2022 NOV 27 10:17:26
5,5,11,2022 NOV 27 10:48:34,2022 NOV 27 12:46:39,7085,2022 NOV 27 10:46:34,2022 NOV 27 11:46:00,3566,2022 NOV 27 11:46:01,2022 NOV 27 12:44:39,3518,63.6093,2022 NOV 27 12:15:29
3,3,12,2022 NOV 27 12:46:40,2022 NOV 27 14:44:44,7084,2022 NOV 27 12:44:40,2022 NOV 27 13:44:05,3565,2022 NOV 27 13:44:06,2022 NOV 27 14:42:44,3518,63.7816,2022 NOV 27 14:13:34
3,3,13,2022 NOV 27 14:44:45,2022 NOV 27 16:42:47,7082,2022 NOV 27 14:42:45,2022 NOV 27 15:42:10,3565,2022 NOV 27 15:42:11,2022 NOV 27 16:40:47,3516,63.9686,2022 NOV 27 16:11:38
5,5,14,2022 NOV 27 16:42:48,2022 NOV 27 18:40:47,7079,2022 NOV 27 16:40:48,2022 NOV 27 17:40:13,3565,2022 NOV 27 17:40:14,2022 NOV 27 18:38:47,3513,64.164,2022 NOV 27 18:09:40
3,3,15,2022 NOV 27 18:40:48,2022 NOV 27 20:38:46,7078,2022 NOV 27 18:38:48,2022 NOV 27 19:38:12,3564,2022 NOV 27 19:38:13,2022 NOV 27 20:36:46,3513,64.3492,2022 NOV 27 20:07:38
5,5,16,2022 NOV 27 20:38:47,2022 NOV 27 22:36:46,7079,2022 NOV 27 20:36:47,2022 NOV 27 21:36:11,3564,2022 NOV 27 21:36:12,2022 NOV 27 22:34:46,3514,64.4921,2022 NOV 27 22:05:37
5,5,17,2022 NOV 27 22:36:47,2022 NOV 28 00:34:51,7084,2022 NOV 27 22:34:47,2022 NOV 27 23:34:14,3567,2022 NOV 27 23:34:15,2022 NOV 28 00:32:51,3516,64.6085,2022 NOV 28 00:03:42
3,3,18,2022 NOV 28 00:34:52,2022 NOV 28 02:32:58,7086,2022 NOV 28 00:32:52,2022 NOV 28 01:32:20,3568,2022 NOV 28 01:32:21,2022 NOV 28 02:30:58,3517,64.7519,2022 NOV 28 02:01:49
3,3,19,2022 NOV 28 02:32:59,2022 NOV 28 04:31:04,7085,2022 NOV 28 02:30:59,2022 NOV 28 03:30:26,3567,2022 NOV 28 03:30:27,2022 NOV 28 04:29:04,3517,64.9311,2022 NOV 28 03:59:54
5,5,20,2022 NOV 28 04:31:05,2022 NOV 28 06:29:06,7081,2022 NOV 28 04:29:05,2022 NOV 28 05:28:30,3565,2022 NOV 28 05:28:31,2022 NOV 28 06:27:06,3515,65.1326,2022 NOV 28 05:57:57
3,3,21,2022 NOV 28 06:29:07,2022 NOV 28 08:27:05,7078,2022 NOV 28 06:27:07,2022 NOV 28 07:26:30,3563,2022 NOV 28 07:26:31,2022 NOV 28 08:25:05,3514,65.3172,2022 NOV 28 07:55:57
