mode,acq_mode,bias_average,dark_average,science_average,vstart,vend,hstart,hend,vod_value,vrd_value,start_delay,acq_delay,integration_time,num_acqs,num_flush,dark_so_steps,dark_nadir_steps,motor_delay,motor_start_position,flag_register,binning_size,control_bits
2,1,0,0,0,47,245,0,1047,4095,3480,1,0,65000,65534,242,5,5,125,7,74,0,0 # NADIR: Vertical Bin (47:245;0:1047) -Tint = 65000 ms -20 bit - Rhythm = 67122 ms
2,1,0,0,0,0,255,0,1047,4095,3480,1,0,65000,65534,242,5,5,125,7,74,0,0 # NADIR: Vertical Bin (0:255;0:1047) -Tint = 65000 ms -20 bit - Rhythm = 67723 ms
1,0,0,0,0,135,205,0,1047,4095,3480,1,2796,5,120,242,5,5,125,7,204,0,0 # SO: CCD CALIBRATION - Full Frame (135:205;0:1047) - Tint = 5 ms -16 bit - Rhythm = 3574 ms
1,0,0,0,0,135,205,0,1047,4095,3480,1,2796,5,240,242,5,5,125,7,204,0,0 # SO: CCD CALIBRATION - Full Frame (135:205;0:1047) - Tint = 5 ms -16 bit - Rhythm = 3574 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,1949,5000,10,242,0,0,125,7,138,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 9071 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,0,15000,10,242,0,0,125,7,138,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 17122 ms
2,0,0,0,0,0,255,0,1047,4095,3480,1,50340,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (0:255;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 56063 ms
2,0,0,0,0,0,255,0,1047,4095,3480,1,46340,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (0:255;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 56063 ms
2,0,0,0,0,0,255,0,1047,4095,3480,1,41340,12000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (0:255;0:1047) - Tint = 12000 ms -16 bit - Rhythm = 56063 ms
1,0,0,0,0,135,205,0,1047,4095,3480,1,2771,30,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (135:205;0:1047) - Tint = 30 ms -16 bit - Rhythm = 3574 ms
1,0,0,0,0,0,37,0,1047,4095,3480,1,1692,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (0:37;0:1047) - Tint = 40 ms -16 bit - Rhythm = 2153 ms
1,0,0,0,0,8,67,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (8:67;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3098 ms
1,0,0,0,0,38,97,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (38:97;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3099 ms
1,0,0,0,0,68,127,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (68:127;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3100 ms
1,0,0,0,0,98,157,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (98:157;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3101 ms
1,0,0,0,0,128,187,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (128:187;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3102 ms
1,0,0,0,0,158,217,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (158:217;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3103 ms
1,0,0,0,0,188,247,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (188:247;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3104 ms
1,0,0,0,0,218,255,0,1047,4095,3480,1,1692,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (218:255;0:1047) - Tint = 40 ms -16 bit - Rhythm = 2159 ms
1,0,0,0,0,0,37,0,1047,4095,3480,1,1732,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (0:37;0:1047) - Tint = 0 ms -16 bit - Rhythm = 2153 ms
1,0,0,0,0,8,67,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (8:67;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3098 ms
1,0,0,0,0,38,97,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (38:97;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3099 ms
1,0,0,0,0,68,127,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (68:127;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3100 ms
1,0,0,0,0,98,157,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (98:157;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3101 ms
1,0,0,0,0,128,187,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (128:187;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3102 ms
1,0,0,0,0,158,217,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (158:217;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3103 ms
1,0,0,0,0,188,247,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (188:247;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3104 ms
1,0,0,0,0,218,255,0,1047,4095,3480,1,1732,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (218:255;0:1047) - Tint = 0 ms -16 bit - Rhythm = 2159 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,3949,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 9071 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,7213,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 12335 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,10443,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 15565 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,15307,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 20429 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,1949,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 9071 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,5213,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 12335 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,8443,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 15565 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,13307,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 20429 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,0,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9122 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,3213,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 12335 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,6443,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 15565 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,11307,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 20429 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,0,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12122 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,3443,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 15565 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,8307,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 20429 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,0,13000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 15122 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,5307,13000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 20429 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,0,16000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 18122 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,8027,16000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 26149 ms
2,0,0,0,0,47,245,0,1047,4095,3480,1,0,20000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22122 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,3625,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 8642 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,7400,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 12417 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,9765,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 14782 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,15678,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 20695 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,1625,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,5400,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 12417 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,7765,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 14782 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,13678,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 20695 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,0,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,3400,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 12417 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,5765,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 14782 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,11678,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 20695 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,0,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,2765,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 14782 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,8678,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 20695 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,0,13000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 15017 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,5678,13000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 20695 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,0,16000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 18017 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,7851,16000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 25868 ms
2,0,0,0,0,57,245,0,1047,4095,3480,1,0,20000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,0,5000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 7017 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,5392,5000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 12409 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,8347,5000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 15364 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,13577,5000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 20594 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,0,7000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 9017 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,3392,7000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 12409 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,6347,7000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 15364 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,11577,7000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 20594 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,0,10000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 12017 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,3347,10000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 15364 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,8577,10000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 20594 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,0,13000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 13000 ms -20 bit - Rhythm = 15017 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,5577,13000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 13000 ms -20 bit - Rhythm = 20594 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,0,16000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 16000 ms -20 bit - Rhythm = 18017 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,7454,16000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 16000 ms -20 bit - Rhythm = 25471 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,0,20000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 20000 ms -20 bit - Rhythm = 22017 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,0,5000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 7017 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,5420,5000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 12437 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,8630,5000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 15647 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,13193,5000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 20210 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,0,7000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 9017 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,3420,7000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 12437 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,6630,7000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 15647 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,11193,7000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 20210 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,0,10000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 12017 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,3630,10000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 15647 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,8193,10000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 20210 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,0,13000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 13000 ms -20 bit - Rhythm = 15017 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,5193,13000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 13000 ms -20 bit - Rhythm = 20210 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,0,16000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 16000 ms -20 bit - Rhythm = 18017 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,7511,16000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 16000 ms -20 bit - Rhythm = 25528 ms
2,2,0,0,0,57,245,0,1047,4095,3480,1,0,20000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:245;0:1047)-Tint = 20000 ms -20 bit - Rhythm = 22017 ms
2,0,0,0,0,57,245,0,327,4095,3480,1,0,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:327) - Tint = 5000 ms -16 bit - Rhythm = 7017 ms
2,0,0,0,0,57,245,0,327,4095,3480,1,8504,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:327) - Tint = 5000 ms -16 bit - Rhythm = 15521 ms
2,0,0,0,0,57,245,0,327,4095,3480,1,0,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:327) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
2,0,0,0,0,57,245,0,327,4095,3480,1,6504,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:327) - Tint = 7000 ms -16 bit - Rhythm = 15521 ms
2,0,0,0,0,57,245,0,327,4095,3480,1,0,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:327) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
2,0,0,0,0,57,245,0,327,4095,3480,1,8788,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:327) - Tint = 10000 ms -16 bit - Rhythm = 20805 ms
2,0,0,0,0,57,245,0,327,4095,3480,1,0,13000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:327) - Tint = 13000 ms -16 bit - Rhythm = 15017 ms
2,0,0,0,0,57,245,0,327,4095,3480,1,5788,13000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:327) - Tint = 13000 ms -16 bit - Rhythm = 20805 ms
2,0,0,0,0,57,245,0,327,4095,3480,1,0,16000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:327) - Tint = 16000 ms -16 bit - Rhythm = 18017 ms
2,0,0,0,0,57,245,0,327,4095,3480,1,7715,16000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:327) - Tint = 16000 ms -16 bit - Rhythm = 25732 ms
2,0,0,0,0,57,245,0,327,4095,3480,1,0,20000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:245;0:327) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
2,2,0,0,0,57,245,0,327,4095,3480,1,0,5000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:327)-Tint = 5000 ms -20 bit - Rhythm = 7017 ms
2,2,0,0,0,57,245,0,327,4095,3480,1,23324,5000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:327)-Tint = 5000 ms -20 bit - Rhythm = 30341 ms
2,2,0,0,0,57,245,0,327,4095,3480,1,0,7000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:327)-Tint = 7000 ms -20 bit - Rhythm = 9017 ms
2,2,0,0,0,57,245,0,327,4095,3480,1,21324,7000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:327)-Tint = 7000 ms -20 bit - Rhythm = 30341 ms
2,2,0,0,0,57,245,0,327,4095,3480,1,0,10000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:327)-Tint = 10000 ms -20 bit - Rhythm = 12017 ms
2,2,0,0,0,57,245,0,327,4095,3480,1,31327,10000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:327)-Tint = 10000 ms -20 bit - Rhythm = 43344 ms
2,2,0,0,0,57,245,0,327,4095,3480,1,0,13000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:327)-Tint = 13000 ms -20 bit - Rhythm = 15017 ms
2,2,0,0,0,57,245,0,327,4095,3480,1,28327,13000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:327)-Tint = 13000 ms -20 bit - Rhythm = 43344 ms
2,2,0,0,0,57,245,0,327,4095,3480,1,0,16000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:327)-Tint = 16000 ms -20 bit - Rhythm = 18017 ms
2,2,0,0,0,57,245,0,327,4095,3480,1,32550,16000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:245;0:327)-Tint = 16000 ms -20 bit - Rhythm = 50567 ms
