TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,LNO_OBSERVING (1=YES;0=NO),OBSERVATION NUMBER,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
1,1,1029,1029,1,1,Dayside_Nadir,2018 JUL 14 15:44:07,OBSERVATION_COMMENT
-1,-1,-1,-1,1,2,Dayside_Nadir,2018 JUL 14 17:52:03, 
-1,-1,-1,-1,1,3,Dayside_Nadir,2018 JUL 14 17:52:03, 
-1,-1,-1,-1,1,4,Dayside_Nadir,2018 JUL 14 17:52:03, 
1,1,1779,1779,1,7,Dayside_Nadir,2018 JUL 14 19:49:59,OBSERVATION_COMMENT
-1,-1,-1,-1,1,8,Dayside_Nadir,2018 JUL 14 21:47:51, 
-1,-1,-1,-1,1,9,Dayside_Nadir,2018 JUL 14 21:47:51, 
-1,-1,-1,-1,1,10,Dayside_Nadir,2018 JUL 14 21:47:51, 
1,1,1860,1860,1,13,Dayside_Nadir,2018 JUL 14 23:45:41,OBSERVATION_COMMENT
1,1,1107,1107,1,16,Dayside_Nadir,2018 JUL 15 01:43:33,OBSERVATION_COMMENT
-1,-1,-1,-1,1,17,Dayside_Nadir,2018 JUL 15 03:41:27, 
-1,-1,-1,-1,1,18,Dayside_Nadir,2018 JUL 15 03:41:27, 
-1,-1,-1,-1,1,19,Dayside_Nadir,2018 JUL 15 03:41:27, 
1,1,1837,1837,1,20,Dayside_Nadir,2018 JUL 15 05:29:25,OBSERVATION_COMMENT
1,1,1033,1033,1,23,Dayside_Nadir,2018 JUL 15 07:37:21,OBSERVATION_COMMENT
-1,-1,-1,-1,1,24,Dayside_Nadir,2018 JUL 15 09:35:13, 
-1,-1,-1,-1,1,25,Dayside_Nadir,2018 JUL 15 09:35:13, 
-1,-1,-1,-1,1,26,Dayside_Nadir,2018 JUL 15 09:35:13, 
1,1,140,140,1,29,Dayside_Nadir,2018 JUL 15 11:33:03,OBSERVATION_COMMENT
-1,-1,-1,-1,1,30,Dayside_Nadir,2018 JUL 15 13:30:53, 
-1,-1,-1,-1,1,31,Dayside_Nadir,2018 JUL 15 13:30:53, 
-1,-1,-1,-1,1,32,Dayside_Nadir,2018 JUL 15 13:30:53, 
1,1,2639,2639,1,33,Dayside_Nadir,2018 JUL 15 15:18:47,OBSERVATION_COMMENT
1,1,1107,1107,1,36,Dayside_Nadir,2018 JUL 15 17:26:43,OBSERVATION_COMMENT
-1,-1,-1,-1,1,37,Dayside_Nadir,2018 JUL 15 19:24:39, 
-1,-1,-1,-1,1,38,Dayside_Nadir,2018 JUL 15 19:24:39, 
-1,-1,-1,-1,1,39,Dayside_Nadir,2018 JUL 15 19:24:39, 
1,1,1033,1033,1,42,Dayside_Nadir,2018 JUL 15 21:22:33,OBSERVATION_COMMENT
-1,-1,-1,-1,1,43,Dayside_Nadir,2018 JUL 15 23:20:25, 
1,1,1090,1090,1,44,Dayside_Nadir,2018 JUL 16 01:08:15,OBSERVATION_COMMENT
-1,-1,-1,-1,1,45,Dayside_Nadir,2018 JUL 16 03:16:07, 
1,1,1029,1029,1,46,Dayside_Nadir,2018 JUL 16 05:04:03,OBSERVATION_COMMENT
1,1,1090,1090,1,49,Dayside_Nadir,2018 JUL 16 07:11:59,OBSERVATION_COMMENT
1,1,1779,1779,1,52,Dayside_Nadir,2018 JUL 16 09:09:53,OBSERVATION_COMMENT
-1,-1,-1,-1,1,53,Dayside_Nadir,2018 JUL 16 11:07:45, 
