Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	39	Nightside	2021 MAR 20 15:10:09	2021 MAR 20 15:39:32	2021 MAR 20 16:08:55	3526.18	107.48	-121.72	-86.86	-65.41	-17.98	65.43	149.94	1.95	3	-	-	-		
1	39	Dayside	2021 MAR 20 16:08:55	2021 MAR 20 16:38:29	2021 MAR 20 17:08:02	3546.76	-86.86	43.37	78.72	65.43	19.39	-65.45	29.95	13.91	3	Surface Ice 3SUBD 01	Science: orders #199, #194, #188, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:245;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8642 ms, Binning=0		
2	39	Nightside	2021 MAR 20 17:08:02	2021 MAR 20 17:37:26	2021 MAR 20 18:06:50	3528.33	78.72	-150.66	-115.61	-65.45	-17.92	65.45	150.19	1.93	1	-	-	-		
2	39	Dayside	2021 MAR 20 18:06:50	2021 MAR 20 18:36:24	2021 MAR 20 19:05:59	3548.40	-115.61	14.40	49.96	65.45	19.32	-65.47	29.68	13.89	1	-		COP row -1: UVIS off		
3	39	Nightside	2021 MAR 20 19:05:59	2021 MAR 20 19:35:23	2021 MAR 20 20:04:48	3529.16	49.96	-179.63	-144.40	-65.47	-17.83	65.50	150.47	1.92	3	-	-	-		
3	39	Dayside	2021 MAR 20 20:04:48	2021 MAR 20 20:34:23	2021 MAR 20 21:03:58	3550.49	-144.40	-14.57	21.16	65.50	19.25	-65.53	29.42	13.88	3	Surface 3SUBD #3	Science: orders #189, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 64: NADIR: Full Frame (57:245;0:1047),Tint = 5000 ms,16 bit,Rhythm = 8642 ms, Binning=0	&daysideMatch:MAWRTH VALLIS; 	
4	39	Nightside	2021 MAR 20 21:03:58	2021 MAR 20 21:33:22	2021 MAR 20 22:02:46	3528.18	21.16	151.40	-173.23	-65.53	-17.73	65.58	150.73	1.90	1	-	-	-		
4	39	Dayside	2021 MAR 20 22:02:46	2021 MAR 20 22:32:22	2021 MAR 20 23:01:58	3551.66	-173.23	-43.51	-7.70	65.58	19.13	-65.64	29.18	13.86	1	-		COP row -1: UVIS off		
5	39	Nightside	2021 MAR 20 23:01:58	2021 MAR 20 23:31:21	2021 MAR 21 00:00:45	3526.55	-7.70	122.46	157.93	-65.64	-17.64	65.69	150.96	1.88	14	-	-	-		
5	39	Dayside	2021 MAR 21 00:00:45	2021 MAR 21 00:30:20	2021 MAR 21 00:59:55	3550.81	157.93	-72.42	-36.56	65.69	19.00	-65.77	28.94	13.85	14	-		COP row -1: UVIS off		
6	39	Nightside	2021 MAR 21 00:59:55	2021 MAR 21 01:29:18	2021 MAR 21 01:58:41	3525.30	-36.56	93.56	129.08	-65.77	-17.54	65.81	151.18	1.87	14	-	-	-		
6	39	Dayside	2021 MAR 21 01:58:41	2021 MAR 21 02:28:15	2021 MAR 21 02:57:49	3548.57	129.08	-101.33	-65.39	65.81	18.90	-65.87	28.72	13.83	14	-		COP row 68: NADIR: Full Frame (57:245;0:1047),Tint = 7000 ms,16 bit,Rhythm = 9017 ms, Binning=0	&mroOverlap; 	
7	39	Nightside	2021 MAR 21 02:57:49	2021 MAR 21 03:27:12	2021 MAR 21 03:56:34	3524.96	-65.39	64.66	100.26	-65.87	-17.42	65.90	151.40	1.86	1	-	-	-		
