Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	13	Egress	2021 MAR 21 15:34:00	2021 MAR 21 15:34:39	2021 MAR 21 15:37:43	223.00	-61.21	-61.82	-64.82	51.81	52.89	57.58	5.23	14	-	-	-		
N/A	14	Ingress	2021 MAR 21 16:48:47	2021 MAR 21 16:52:09	2021 MAR 21 16:52:50	243.00	81.17	67.25	63.04	-73.33	-77.57	-78.37	15.09	1	-	-	-		
NOMAD	14	Egress	2021 MAR 21 17:31:55	2021 MAR 21 17:32:34	2021 MAR 21 17:35:37	222.00	-90.01	-90.61	-93.60	51.99	53.06	57.68	5.22	1	6SUBD Nom CO #7	Science: orders #121, #135, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	15	Ingress	2021 MAR 21 18:46:42	2021 MAR 21 18:50:03	2021 MAR 21 18:50:44	242.00	52.50	38.87	34.74	-73.29	-77.48	-78.28	15.11	1	134 only #2	Science: orders #134, #134, #134, #134, #134, #134, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:MERIDIANI SULPHATES; 	
N/A	15	Egress	2021 MAR 21 19:29:52	2021 MAR 21 19:30:31	2021 MAR 21 19:33:33	221.00	-118.81	-119.41	-122.38	52.18	53.24	57.79	5.21	1	-	-	-	&daysideMatch:MERIDIANI SULPHATES; 	
N/A	16	Ingress	2021 MAR 21 20:44:39	2021 MAR 21 20:47:59	2021 MAR 21 20:48:40	241.00	23.84	10.52	6.49	-73.24	-77.37	-78.18	15.13	14	-	-	-		
ACS	16	Egress	2021 MAR 21 21:27:51	2021 MAR 21 21:28:30	2021 MAR 21 21:31:32	221.00	-147.64	-148.25	-151.22	52.41	53.45	57.96	5.21	14	-	-	-		
NOMAD	17	Ingress	2021 MAR 21 22:42:38	2021 MAR 21 22:45:57	2021 MAR 21 22:46:38	240.00	-4.93	-18.05	-22.02	-73.24	-77.32	-78.12	15.14	1	6SUBD Nominal #48	Science: orders #121, #134, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	17	Egress	2021 MAR 21 23:25:51	2021 MAR 21 23:26:29	2021 MAR 21 23:29:31	220.00	-176.49	-177.09	179.93	52.67	53.68	58.15	5.20	1	-	-	-		
N/A	18	Ingress	2021 MAR 22 00:40:35	2021 MAR 22 00:43:55	2021 MAR 22 00:44:35	240.00	-33.76	-46.89	-50.73	-73.27	-77.33	-78.10	15.13	14	-	-	-		
ACS	18	Egress	2021 MAR 22 01:23:51	2021 MAR 22 01:24:29	2021 MAR 22 01:27:31	220.00	154.65	154.05	151.05	52.95	53.95	58.39	5.19	14	-	-	-		
NOMAD	19	Ingress	2021 MAR 22 02:38:29	2021 MAR 22 02:41:48	2021 MAR 22 02:42:28	239.00	-62.59	-75.58	-79.39	-73.30	-77.30	-78.07	15.13	1	Dust H2O 01	Science: orders #119, #130, #145, #171, #191, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:PAVONIS MONS; 	
N/A	19	Egress	2021 MAR 22 03:21:46	2021 MAR 22 03:22:24	2021 MAR 22 03:25:26	220.00	125.82	125.22	122.21	53.20	54.19	58.59	5.18	1	-	-	-	&daysideMatch:PAVONIS MONS; 	
N/A	20	Ingress	2021 MAR 22 04:36:20	2021 MAR 22 04:39:39	2021 MAR 22 04:40:19	239.00	-91.22	-104.02	-107.75	-73.25	-77.23	-77.99	15.15	14	-	-	-		
ACS	20	Egress	2021 MAR 22 05:19:39	2021 MAR 22 05:20:17	2021 MAR 22 05:23:18	219.00	97.03	96.43	93.44	53.38	54.36	58.69	5.17	14	-	-	-		
NOMAD	21	Ingress	2021 MAR 22 06:34:16	2021 MAR 22 06:37:34	2021 MAR 22 06:38:14	238.00	-119.92	-132.46	-136.12	-73.22	-77.14	-77.90	15.17	1	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	21	Egress	2021 MAR 22 07:17:37	2021 MAR 22 07:18:15	2021 MAR 22 07:21:15	218.00	68.23	67.63	64.66	53.53	54.51	58.77	5.17	1	-	-	-		
N/A	22	Ingress	2021 MAR 22 08:32:14	2021 MAR 22 08:35:31	2021 MAR 22 08:36:11	237.00	-148.69	-161.02	-164.62	-73.22	-77.08	-77.84	15.18	1	-	-	-	&daysideMatch:CERBERUS FOSSAE; 	
NOMAD	22	Egress	2021 MAR 22 09:15:37	2021 MAR 22 09:16:15	2021 MAR 22 09:19:15	218.00	39.40	38.80	35.82	53.74	54.71	58.92	5.16	1	6SUBD Nom CO2 #1	Science: orders #121, #134, #149, #164, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:CERBERUS FOSSAE; 	
ACS	23	Ingress	2021 MAR 22 10:30:12	2021 MAR 22 10:33:28	2021 MAR 22 10:34:08	236.00	-177.46	170.41	166.87	-73.22	-77.03	-77.78	15.19	3	-	-	-	&daysideMatch:INSIGHT; 	
N/A	23	Egress	2021 MAR 22 11:13:37	2021 MAR 22 11:14:15	2021 MAR 22 11:17:14	217.00	10.54	9.94	6.97	53.99	54.94	59.10	5.15	3	-	-	-	&daysideMatch:INSIGHT; 	
N/A	24	Ingress	2021 MAR 22 12:28:06	2021 MAR 22 12:31:23	2021 MAR 22 12:32:03	237.00	153.87	141.84	138.35	-73.18	-76.98	-77.72	15.20	1	-	-	-		
NOMAD	24	Egress	2021 MAR 22 13:11:34	2021 MAR 22 13:12:12	2021 MAR 22 13:15:11	217.00	-18.31	-18.91	-21.89	54.25	55.20	59.31	5.14	1	6SUBD Nominal #11	Science: orders #121, #134, #126, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	25	Ingress	2021 MAR 22 14:26:00	2021 MAR 22 14:29:17	2021 MAR 22 14:29:57	237.00	125.13	113.21	109.76	-73.17	-76.94	-77.68	15.20	14	-	-	-		
N/A	25	Egress	2021 MAR 22 15:09:30	2021 MAR 22 15:10:08	2021 MAR 22 15:13:07	217.00	-47.14	-47.75	-50.74	54.49	55.43	59.50	5.13	14	-	-	-		
N/A	26	Ingress	2021 MAR 22 16:23:53	2021 MAR 22 16:27:09	2021 MAR 22 16:27:49	236.00	96.32	84.54	81.13	-73.20	-76.91	-77.64	15.20	1	-	-	-	&mroOverlap; 	
NOMAD	26	Egress	2021 MAR 22 17:07:24	2021 MAR 22 17:08:02	2021 MAR 22 17:11:00	216.00	-75.95	-76.55	-79.53	54.68	55.60	59.61	5.12	1	HCL #11	Science: orders #121, #136, #126, #127, #129, #130, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
NOMAD	27	Ingress	2021 MAR 22 18:21:47	2021 MAR 22 18:25:02	2021 MAR 22 18:25:42	235.00	67.61	56.06	52.71	-73.18	-76.84	-77.57	15.21	1	HCL #11	Science: orders #121, #136, #126, #127, #129, #130, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	27	Egress	2021 MAR 22 19:05:20	2021 MAR 22 19:05:58	2021 MAR 22 19:08:55	215.00	-104.75	-105.36	-108.31	54.84	55.75	59.70	5.12	1	-	-	-		
N/A	28	Ingress	2021 MAR 22 20:19:44	2021 MAR 22 20:22:59	2021 MAR 22 20:23:38	234.00	38.98	27.64	24.46	-73.12	-76.74	-77.45	15.23	14	-	-	-	&daysideMatch:ACIDALIA MUD VOLCANOES BASIN; &daysideMatch:MAWRTH VALLIS-ARAM CHAOS; &daysideMatch:MAWRTH VALLIS; 	
ACS	28	Egress	2021 MAR 22 21:03:18	2021 MAR 22 21:03:55	2021 MAR 22 21:06:53	215.00	-133.58	-134.17	-137.14	55.03	55.91	59.84	5.11	14	-	-	-	&daysideMatch:ACIDALIA MUD VOLCANOES BASIN; &daysideMatch:MAWRTH VALLIS-ARAM CHAOS; &daysideMatch:MAWRTH VALLIS; 	
NOMAD	29	Ingress	2021 MAR 22 22:17:42	2021 MAR 22 22:20:57	2021 MAR 22 22:21:36	234.00	10.30	-0.86	-3.98	-73.07	-76.67	-77.37	15.25	1	CO Fullscan Fast #2	Diffraction order stepping (fullscan): 10 orders from 185 to 195 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	29	Egress	2021 MAR 22 23:01:18	2021 MAR 22 23:01:55	2021 MAR 22 23:04:52	214.00	-162.43	-163.03	-165.98	55.26	56.14	60.00	5.10	1	-	-	-	&mroOverlap; 	
N/A	30	Ingress	2021 MAR 23 00:15:41	2021 MAR 23 00:18:55	2021 MAR 23 00:19:34	233.00	-18.55	-29.57	-32.66	-73.11	-76.64	-77.34	15.25	14	-	-	-		
ACS	30	Egress	2021 MAR 23 00:59:18	2021 MAR 23 00:59:55	2021 MAR 23 01:02:52	214.00	168.69	168.10	165.13	55.53	56.39	60.21	5.09	14	-	-	-		
NOMAD	31	Ingress	2021 MAR 23 02:13:36	2021 MAR 23 02:16:50	2021 MAR 23 02:17:29	233.00	-47.37	-58.32	-61.38	-73.13	-76.63	-77.32	15.24	1	HCL #11	Science: orders #121, #136, #126, #127, #129, #130, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:CERAUNIUS FOSSAE; &mroOverlap; 	
N/A	31	Egress	2021 MAR 23 02:57:15	2021 MAR 23 02:57:52	2021 MAR 23 03:00:49	214.00	139.83	139.24	136.26	55.78	56.64	60.42	5.08	1	-	-	-	&daysideMatch:CERAUNIUS FOSSAE; &mroOverlap; 	
N/A	32	Ingress	2021 MAR 23 04:11:27	2021 MAR 23 04:14:41	2021 MAR 23 04:15:20	233.00	-76.06	-86.89	-89.90	-73.11	-76.58	-77.27	15.25	3	-	-	-	&daysideMatch:OLYMPUS MONS; 	
N/A	32	Egress	2021 MAR 23 04:55:08	2021 MAR 23 04:55:45	2021 MAR 23 04:58:41	213.00	111.02	110.42	107.46	55.98	56.82	60.54	5.07	3	-	-	-	&daysideMatch:OLYMPUS MONS; 	
N/A	33	Ingress	2021 MAR 23 06:09:19	2021 MAR 23 06:12:33	2021 MAR 23 06:13:12	233.00	-104.67	-115.29	-118.23	-73.05	-76.49	-77.17	15.27	1	-	-	-		
NOMAD	33	Egress	2021 MAR 23 06:53:02	2021 MAR 23 06:53:39	2021 MAR 23 06:56:34	212.00	82.23	81.64	78.70	56.11	56.95	60.61	5.07	1	CO2 Fullscan Fast #3	Diffraction order stepping (fullscan): 10 orders from 125 to 135 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	34	Ingress	2021 MAR 23 08:07:18	2021 MAR 23 08:10:30	2021 MAR 23 08:11:09	231.00	-133.45	-143.82	-146.72	-73.05	-76.42	-77.09	15.28	14	-	-	-		
N/A	34	Egress	2021 MAR 23 08:51:02	2021 MAR 23 08:51:39	2021 MAR 23 08:54:34	212.00	53.40	52.81	49.87	56.28	57.11	60.73	5.06	14	-	-	-		
N/A	35	Ingress	2021 MAR 23 10:05:16	2021 MAR 23 10:08:27	2021 MAR 23 10:09:06	230.00	-162.21	-172.41	-175.25	-73.05	-76.36	-77.03	15.29	1	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; 	
NOMAD	35	Egress	2021 MAR 23 10:49:02	2021 MAR 23 10:49:39	2021 MAR 23 10:52:34	212.00	24.54	23.95	21.01	56.50	57.32	60.89	5.05	1	6SUBD Nom CH4 #1	Science: orders #134, #136, #148, #164, #187, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:AEOLIS MENSAE MFF; 	
N/A	36	Ingress	2021 MAR 23 12:03:12	2021 MAR 23 12:06:23	2021 MAR 23 12:07:02	230.00	169.07	159.01	156.21	-73.03	-76.31	-76.97	15.30	14	-	-	-	&mroOverlap; 	
N/A	36	Egress	2021 MAR 23 12:47:00	2021 MAR 23 12:47:37	2021 MAR 23 12:50:31	211.00	-4.33	-4.93	-7.85	56.75	57.56	61.07	5.04	14	-	-	-	&mroOverlap; 	
N/A	37	Ingress	2021 MAR 23 14:01:05	2021 MAR 23 14:04:17	2021 MAR 23 14:04:56	231.00	140.36	130.37	127.62	-73.00	-76.27	-76.92	15.30	3	-	-	-	&daysideMatch:PERSEVERANCE; 	
N/A	37	Egress	2021 MAR 23 14:44:56	2021 MAR 23 14:45:33	2021 MAR 23 14:48:27	211.00	-33.19	-33.79	-36.72	56.99	57.79	61.26	5.03	3	-	-	-	&daysideMatch:PERSEVERANCE; 	
ACS	38	Ingress	2021 MAR 23 15:58:58	2021 MAR 23 16:02:10	2021 MAR 23 16:02:49	231.00	111.60	101.71	98.99	-73.01	-76.24	-76.89	15.30	14	-	-	-		
N/A	38	Egress	2021 MAR 23 16:42:50	2021 MAR 23 16:43:27	2021 MAR 23 16:46:21	211.00	-62.02	-62.62	-65.56	57.19	57.98	61.41	5.02	14	-	-	-		
N/A	39	Ingress	2021 MAR 23 17:56:52	2021 MAR 23 18:00:03	2021 MAR 23 18:00:42	230.00	82.84	73.11	70.43	-73.01	-76.19	-76.83	15.31	1	-	-	-		
NOMAD	39	Egress	2021 MAR 23 18:40:45	2021 MAR 23 18:41:22	2021 MAR 23 18:44:15	210.00	-90.82	-91.43	-94.34	57.34	58.12	61.49	5.01	1	6SUBD Nominal #1	Science: orders #121, #134, #149, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	40	Ingress	2021 MAR 23 19:54:47	2021 MAR 23 19:57:58	2021 MAR 23 19:58:36	229.00	54.19	44.63	42.08	-72.96	-76.11	-76.73	15.32	3	-	-	-	&daysideMatch:MERIDIANI SULPHATES; 	
N/A	40	Egress	2021 MAR 23 20:38:42	2021 MAR 23 20:39:18	2021 MAR 23 20:42:11	209.00	-119.65	-120.23	-123.14	57.51	58.26	61.59	5.00	3	-	-	-	&daysideMatch:MERIDIANI SULPHATES; 	
N/A	41	Ingress	2021 MAR 23 21:52:45	2021 MAR 23 21:55:55	2021 MAR 23 21:56:33	228.00	25.52	16.18	13.69	-72.92	-76.01	-76.63	15.34	1	-	-	-		
NOMAD	41	Egress	2021 MAR 23 22:36:41	2021 MAR 23 22:37:17	2021 MAR 23 22:40:10	209.00	-148.51	-149.09	-152.00	57.71	58.45	61.74	4.99	1	HDO 01	Science: orders #168, #134, #124, #129, #190, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
NOMAD	42	Ingress	2021 MAR 23 23:50:44	2021 MAR 23 23:53:54	2021 MAR 23 23:54:32	228.00	-3.23	-12.45	-14.90	-72.91	-75.96	-76.58	15.35	1	All Fullscan Fast #2	Diffraction order stepping (fullscan): 115 orders from 110 to 225 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	42	Egress	2021 MAR 24 00:34:41	2021 MAR 24 00:35:17	2021 MAR 24 00:38:10	209.00	-177.39	-177.97	179.11	57.94	58.68	61.92	4.98	1	-	-	-		
N/A	43	Ingress	2021 MAR 24 01:48:42	2021 MAR 24 01:51:51	2021 MAR 24 01:52:29	227.00	-32.09	-41.19	-43.62	-72.95	-75.95	-76.56	15.34	14	-	-	-		
ACS	43	Egress	2021 MAR 24 02:32:39	2021 MAR 24 02:33:15	2021 MAR 24 02:36:08	209.00	153.73	153.14	150.22	58.19	58.91	62.12	4.97	14	-	-	-		
NOMAD	44	Ingress	2021 MAR 24 03:46:34	2021 MAR 24 03:49:43	2021 MAR 24 03:50:21	227.00	-60.87	-69.88	-72.28	-72.96	-75.93	-76.53	15.34	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	44	Egress	2021 MAR 24 04:30:33	2021 MAR 24 04:31:09	2021 MAR 24 04:34:01	208.00	124.88	124.29	121.38	58.41	59.12	62.27	4.96	1	-	-	-		
N/A	45	Ingress	2021 MAR 24 05:44:25	2021 MAR 24 05:47:34	2021 MAR 24 05:48:12	227.00	-89.50	-98.36	-100.70	-72.91	-75.85	-76.44	15.36	14	-	-	-		
ACS	45	Egress	2021 MAR 24 06:28:27	2021 MAR 24 06:29:03	2021 MAR 24 06:31:55	208.00	96.07	95.48	92.58	58.55	59.26	62.37	4.95	14	-	-	-		
NOMAD	46	Ingress	2021 MAR 24 07:42:22	2021 MAR 24 07:45:30	2021 MAR 24 07:46:08	226.00	-118.19	-126.85	-129.14	-72.87	-75.76	-76.35	15.37	1	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	46	Egress	2021 MAR 24 08:26:24	2021 MAR 24 08:27:00	2021 MAR 24 08:29:51	207.00	67.25	66.66	63.79	58.69	59.39	62.44	4.95	1	-	-	-		
N/A	47	Ingress	2021 MAR 24 09:40:21	2021 MAR 24 09:43:28	2021 MAR 24 09:44:06	225.00	-146.94	-155.43	-157.68	-72.86	-75.70	-76.28	15.38	14	-	-	-		
ACS	47	Egress	2021 MAR 24 10:24:24	2021 MAR 24 10:25:00	2021 MAR 24 10:27:51	207.00	38.39	37.80	34.93	58.88	59.57	62.58	4.94	14	-	-	-		
NOMAD	48	Ingress	2021 MAR 24 11:38:18	2021 MAR 24 11:41:25	2021 MAR 24 11:42:03	225.00	-175.67	175.97	173.76	-72.85	-75.65	-76.22	15.39	1	6SUBD CO2 CO #1	Science: orders #119, #149, #164, #165, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&mroOverlap; 	
N/A	48	Egress	2021 MAR 24 12:22:23	2021 MAR 24 12:22:59	2021 MAR 24 12:25:50	207.00	9.50	8.92	6.04	59.11	59.79	62.75	4.93	1	-	-	-	&mroOverlap; 	
N/A	49	Ingress	2021 MAR 24 13:36:13	2021 MAR 24 13:39:20	2021 MAR 24 13:39:58	225.00	155.60	147.35	145.18	-72.83	-75.60	-76.17	15.39	1	-	-	-		
