NOM_02, OCCEG, 41, 92, 175, 195, 235, 238, 254
NOM_02, OCCIN, 48, 65, 247, 307
NOM_03, OCCEG, 13, 18, 30, 34, 43, 61, 77, 94, 107, 121, 142, 158, 162, 177, 180, 182, 189, 196, 208, 210, 213, 221, 229, 231, 233, 240, 246, 255, 262, 264, 266, 281, 282, 294, 308, 316, 321, 325, 331, 333, 336
NOM_03, OCCIN, 3, 6, 10, 70, 83, 95, 97, 112, 115, 120, 128, 131, 145, 162, 192, 198, 228, 235, 242, 249, 262, 269, 271, 279, 284, 286, 300, 302, 308, 314, 318, 329, 331, 333, 341, 342
CO_001, OCCEG, 11, 16, 224, 249, 269, 288
CO_001, OCCIN, 23, 143, 158, 208, 273
CO_002, OCCEG, 45, 63, 101, 123, 138, 151, 164, 174, 218, 226, 279, 305, 307, 323, 338, 342
CO_002, OCCIN, 28, 53, 56, 81, 100, 150, 170, 203, 204, 210, 221, 229, 231, 236, 240, 266, 305
CO2_01, OCCEG, 136, 183, 242, 244, 341
CO2_01, OCCIN, 19, 68, 196, 224, 254, 257, 292, 323
CO2_02, OCCEG, 32, 59, 71, 89, 105, 134, 168, 170, 203, 204, 206, 215, 268, 271, 284, 289, 292, 299
CO2_02, OCCIN, 85, 147, 165, 182, 195, 215, 218, 268, 274, 281, 295, 299, 310, 336
HCL_01, OCCEG, 47, 75, 155, 201, 302, 310, 318, 320
HCL_01, OCCIN, 21, 35, 40, 110, 168, 183, 186, 220, 289, 320
FUL_01, OCCEG, 73, 125, 165, 192, 198, 211, 251, 295, 297, 314
FUL_01, OCCIN, 174, 190, 206, 211, 233, 244, 246, 255, 297, 321, 326, 334
