NOM_02, OCCEG, 148, 236
NOM_02, OCCIN, 5, 8, 52, 54, 137, 190, 211
NOM_03, OCCEG, 3, 16, 22, 23, 28, 34, 154, 157, 159, 170, 179, 199, 203, 205, 238, 240, 242, 255, 257, 265, 267, 270
NOM_03, OCCIN, 13, 15, 23, 26, 33, 34, 42, 44, 131, 133, 138, 143, 148, 150, 156, 170, 176, 182, 199, 205, 212, 219, 236, 245, 255
NOM_03, OCCME, 66, 123
CO_001, OCCEG, 50, 54, 135, 184, 190, 208, 233
CO_001, OCCIN, 60, 221, 230, 262, 265, 272
CO2_01, OCCEG, 7, 10, 20, 44, 48, 55, 133, 138, 215, 219, 230
CO2_01, OCCIN, 10, 48, 135, 141, 154, 157, 163, 166, 168, 195, 208, 222, 225, 249, 273
HCL_01, OCCEG, 5, 8, 18, 29, 60, 131, 141, 146, 150, 156, 166, 173, 182, 188, 200, 232, 249, 254, 259, 272
HCL_01, OCCIN, 3, 46, 50, 55, 145, 171, 186, 188, 197, 200, 254, 259
FUL_01, OCCEG, 31, 46, 52, 57, 186, 212, 225, 245
FUL_01, OCCIN, 7, 20, 29, 31, 146, 151, 175, 240, 247, 257, 268, 270
