Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2022 OCT 01 15:36:13,2022 OCT 01 17:33:50,7057,2022 OCT 01 15:34:13,2022 OCT 01 16:33:15,3542,2022 OCT 01 16:33:16,2022 OCT 01 17:31:50,3514,80.6449,2022 OCT 01 17:02:15
3,3,2,2022 OCT 01 17:33:51,2022 OCT 01 19:31:30,7059,2022 OCT 01 17:31:51,2022 OCT 01 18:30:55,3544,2022 OCT 01 18:30:56,2022 OCT 01 19:29:30,3514,80.844,2022 OCT 01 18:59:55
3,3,3,2022 OCT 01 19:31:31,2022 OCT 01 21:29:17,7066,2022 OCT 01 19:29:31,2022 OCT 01 20:28:36,3545,2022 OCT 01 20:28:37,2022 OCT 01 21:27:17,3520,81.0568,2022 OCT 01 20:57:37
3,3,4,2022 OCT 01 21:29:18,2022 OCT 01 23:27:05,7067,2022 OCT 01 21:27:18,2022 OCT 01 22:26:24,3546,2022 OCT 01 22:26:25,2022 OCT 01 23:25:05,3520,81.3073,2022 OCT 01 22:55:26
3,3,5,2022 OCT 01 23:27:06,2022 OCT 02 01:24:51,7065,2022 OCT 01 23:25:06,2022 OCT 02 00:24:14,3548,2022 OCT 02 00:24:15,2022 OCT 02 01:22:51,3516,81.5614,2022 OCT 02 00:53:14
3,3,6,2022 OCT 02 01:24:52,2022 OCT 02 03:22:33,7061,2022 OCT 02 01:22:52,2022 OCT 02 02:22:00,3548,2022 OCT 02 02:22:01,2022 OCT 02 03:20:33,3512,81.786,2022 OCT 02 02:50:59
3,3,7,2022 OCT 02 03:22:34,2022 OCT 02 05:20:09,7055,2022 OCT 02 03:20:34,2022 OCT 02 04:19:37,3543,2022 OCT 02 04:19:38,2022 OCT 02 05:18:09,3511,81.9809,2022 OCT 02 04:48:36
3,3,8,2022 OCT 02 05:20:10,2022 OCT 02 07:17:43,7053,2022 OCT 02 05:18:10,2022 OCT 02 06:17:11,3541,2022 OCT 02 06:17:12,2022 OCT 02 07:15:43,3511,82.1657,2022 OCT 02 06:46:10
3,3,9,2022 OCT 02 07:17:44,2022 OCT 02 09:15:23,7059,2022 OCT 02 07:15:44,2022 OCT 02 08:14:50,3546,2022 OCT 02 08:14:51,2022 OCT 02 09:13:23,3512,82.3807,2022 OCT 02 08:43:48
3,3,10,2022 OCT 02 09:15:24,2022 OCT 02 11:13:11,7067,2022 OCT 02 09:13:24,2022 OCT 02 10:12:36,3552,2022 OCT 02 10:12:37,2022 OCT 02 11:11:11,3514,82.6204,2022 OCT 02 10:41:35
