NOM_02, OCCEG, 16, 29, 47, 178, 201, 238, 325
NOM_02, OCCIN, 84, 160, 185, 197, 219
NOM_03, OCCEG, 8, 31, 44, 63, 74, 85, 109, 127, 138, 144, 146, 149, 150, 155, 160, 161, 170, 177, 190, 194, 206, 207, 209, 214, 219, 221, 228, 242, 243, 249, 254, 255, 260, 268, 275, 277, 280, 282, 289, 291, 294, 296, 304, 328, 340
NOM_03, OCCIN, 5, 20, 22, 26, 32, 55, 57, 67, 69, 80, 96, 101, 127, 135, 138, 146, 149, 155, 161, 170, 180, 182, 187, 188, 190, 192, 204, 209, 211, 214, 225, 231, 236, 238, 242, 250, 252, 254, 261, 267, 282, 287, 291, 296, 298, 299, 304, 309, 310, 316, 320, 323
CO_002, OCCEG, 107, 133, 168, 270, 292, 316
CO_002, OCCIN, 144, 201, 289
CO2_01, OCCEG, 116, 212
CO2_01, OCCIN, 105
CO2_02, OCCEG, 11, 61, 114, 135, 158, 167, 175, 199, 226, 274, 285, 299, 329
CO2_02, OCCIN, 99, 126, 140, 158, 194, 195, 221, 226, 245, 275, 314, 329, 331
HCL_01, OCCEG, 187, 272, 287
HCL_01, OCCIN, 7, 119, 175, 325
FUL_01, OCCEG, 90, 141, 163, 192, 197, 245, 250, 284
FUL_01, OCCIN, 24, 64, 120, 122, 133, 233, 260, 292, 318, 341
