Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	89	Nightside	2025 JAN 18 14:26:09	2025 JAN 18 14:55:24	2025 JAN 18 15:24:39	3510.36	-62.59	51.61	103.12	-8.71	-73.23	8.94	117.31	1.95	3	-	-	-		
1	89	Dayside	2025 JAN 18 15:24:39	2025 JAN 18 15:54:25	2025 JAN 18 16:24:11	3572.17	103.12	-142.72	-91.43	8.94	73.21	-9.18	62.67	13.95	3	Ice CO 2SUBD #3	Science: orders #193, #193, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&daysideMatch:CERAUNIUS THOLUS; 	
2	89	Nightside	2025 JAN 18 16:24:11	2025 JAN 18 16:53:26	2025 JAN 18 17:22:40	3508.98	-91.43	24.18	74.28	-9.18	-72.98	9.41	117.33	2.04	1	-	-	-		
2	89	Dayside	2025 JAN 18 17:22:40	2025 JAN 18 17:52:26	2025 JAN 18 18:22:12	3572.08	74.28	-170.31	-120.26	9.41	72.98	-9.62	62.65	14.03	1	-		COP row -1: 	&daysideMatch:ULYSSES THOLUS; &mroOverlap; 	
3	89	Nightside	2025 JAN 18 18:22:12	2025 JAN 18 18:51:27	2025 JAN 18 19:20:41	3508.63	-120.26	-3.47	45.45	-9.62	-72.68	9.85	117.41	2.11	1	-	-	-		
3	89	Dayside	2025 JAN 18 19:20:41	2025 JAN 18 19:50:28	2025 JAN 18 20:20:15	3574.08	45.45	161.92	-149.10	9.85	72.69	-10.08	62.55	14.09	1	-		COP row -1: 		
4	89	Nightside	2025 JAN 18 20:20:15	2025 JAN 18 20:49:31	2025 JAN 18 21:18:46	3511.19	-149.10	-31.26	16.60	-10.08	-72.37	10.30	117.51	2.17	1	-	-	-		
4	89	Dayside	2025 JAN 18 21:18:46	2025 JAN 18 21:48:34	2025 JAN 18 22:18:21	3574.51	16.60	134.13	-177.96	10.30	72.36	-10.57	62.44	14.16	1	-		COP row -1: 		
5	89	Nightside	2025 JAN 18 22:18:21	2025 JAN 18 22:47:37	2025 JAN 18 23:16:54	3512.84	-177.96	-58.95	-12.27	-10.57	-72.05	10.79	117.59	2.24	1	-	-	-		
5	89	Dayside	2025 JAN 18 23:16:54	2025 JAN 18 23:46:41	2025 JAN 19 00:16:28	3574.12	-12.27	106.43	153.17	10.79	72.06	-11.08	62.37	14.23	1	-		COP row -1: 	&daysideMatch:ELYSIUM MONS; 	
6	89	Nightside	2025 JAN 19 00:16:28	2025 JAN 19 00:45:44	2025 JAN 19 01:15:00	3512.44	153.17	-86.55	-41.14	-11.08	-71.72	11.31	117.64	2.32	1	-	-	-		
6	89	Dayside	2025 JAN 19 01:15:00	2025 JAN 19 01:44:47	2025 JAN 19 02:14:34	3573.71	-41.14	78.76	124.30	11.31	71.79	-11.57	62.35	14.30	1	-		COP row -1: 		
7	89	Nightside	2025 JAN 19 02:14:34	2025 JAN 19 02:43:49	2025 JAN 19 03:13:04	3510.33	124.30	-114.16	-70.00	-11.57	-71.40	11.82	117.67	2.40	3	-	-	-		
7	89	Dayside	2025 JAN 19 03:13:04	2025 JAN 19 03:42:51	2025 JAN 19 04:12:37	3572.91	-70.00	51.07	95.45	11.82	71.53	-12.04	62.34	14.37	3	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 		
8	89	Nightside	2025 JAN 19 04:12:37	2025 JAN 19 04:41:51	2025 JAN 19 05:11:06	3508.52	95.45	-141.89	-98.84	-12.04	-71.11	12.27	117.69	2.46	1	-	-	-		
8	89	Dayside	2025 JAN 19 05:11:06	2025 JAN 19 05:40:51	2025 JAN 19 06:10:37	3571.11	-98.84	23.25	66.62	12.27	71.25	-12.48	62.30	14.43	1	-		COP row -1: 	&daysideMatch:CERAUNIUS THOLUS; 	
9	89	Nightside	2025 JAN 19 06:10:37	2025 JAN 19 06:39:52	2025 JAN 19 07:09:06	3509.51	66.62	-169.75	-127.66	-12.48	-70.81	12.69	117.75	2.52	1	-	-	-		
9	89	Dayside	2025 JAN 19 07:09:06	2025 JAN 19 07:38:52	2025 JAN 19 08:08:38	3571.72	-127.66	-4.78	37.79	12.69	70.92	-12.92	62.19	14.47	1	-		COP row -1: 		
10	89	Nightside	2025 JAN 19 08:08:38	2025 JAN 19 08:37:54	2025 JAN 19 09:07:10	3511.46	37.79	162.21	-156.51	-12.92	-70.46	13.14	117.86	2.56	1	-	-	-		
10	89	Dayside	2025 JAN 19 09:07:10	2025 JAN 19 09:36:57	2025 JAN 19 10:06:44	3574.17	-156.51	-32.79	8.93	13.14	70.57	-13.37	62.07	14.52	1	-		COP row -1: 		
11	89	Nightside	2025 JAN 19 10:06:44	2025 JAN 19 10:35:59	2025 JAN 19 11:05:15	3511.52	8.93	134.14	174.63	-13.37	-70.10	13.62	117.98	2.61	1	-	-	-		
11	89	Dayside	2025 JAN 19 11:05:15	2025 JAN 19 11:35:03	2025 JAN 19 12:04:51	3575.51	174.63	-60.72	-19.93	13.62	70.22	-13.84	61.99	14.58	1	-		COP row -1: 		
12	89	Nightside	2025 JAN 19 12:04:51	2025 JAN 19 12:34:06	2025 JAN 19 13:03:22	3511.10	-19.93	106.12	145.76	-13.84	-69.77	14.10	118.05	2.66	1	-	-	-		
12	89	Dayside	2025 JAN 19 13:03:22	2025 JAN 19 13:33:09	2025 JAN 19 14:02:57	3574.84	145.76	-88.60	-48.80	14.10	69.88	-14.34	61.94	14.63	1	-		COP row -1: 	&daysideMatch:ELYSIUM MONS; 	
13	89	Nightside	2025 JAN 19 14:02:57	2025 JAN 19 14:32:12	2025 JAN 19 15:01:27	3510.64	-48.80	78.19	116.90	-14.34	-69.46	14.57	118.08	2.71	14	-	-	-		
13	89	Dayside	2025 JAN 19 15:01:27	2025 JAN 19 15:31:14	2025 JAN 19 16:01:00	3572.40	116.90	-116.48	-77.66	14.57	69.56	-14.82	61.90	14.69	14	-		COP row -1: 		
14	89	Nightside	2025 JAN 19 16:01:00	2025 JAN 19 16:30:15	2025 JAN 19 16:59:29	3509.61	-77.66	50.28	88.05	-14.82	-69.14	15.03	118.10	2.77	14	-	-	-		
14	89	Dayside	2025 JAN 19 16:59:29	2025 JAN 19 17:29:15	2025 JAN 19 17:59:00	3570.66	88.05	-144.49	-106.49	15.03	69.26	-15.24	61.87	14.74	14	-		COP row -1: 		
15	89	Nightside	2025 JAN 19 17:59:00	2025 JAN 19 18:28:14	2025 JAN 19 18:57:29	3508.68	-106.49	22.22	59.22	-15.24	-68.79	15.46	118.18	2.81	1	-	-	-		
15	89	Dayside	2025 JAN 19 18:57:29	2025 JAN 19 19:27:15	2025 JAN 19 19:57:01	3571.98	59.22	-172.68	-135.31	15.46	68.95	-15.64	61.78	14.77	1	-		COP row -1: 		
16	89	Nightside	2025 JAN 19 19:57:01	2025 JAN 19 20:26:16	2025 JAN 19 20:55:31	3510.38	-135.31	-6.05	30.39	-15.64	-68.43	15.85	118.31	2.84	1	-	-	-		
16	89	Dayside	2025 JAN 19 20:55:31	2025 JAN 19 21:25:18	2025 JAN 19 21:55:04	3573.40	30.39	159.01	-164.16	15.85	68.59	-16.09	61.63	14.80	1	-		COP row -1: 		
