Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	89	Ingress	2025 JAN 18 14:37:20	2025 JAN 18 14:46:30	2025 JAN 18 14:49:30	730.00	-74.18	-95.87	-115.22	-38.91	-65.12	-72.74	15.98	3	-	-	-	&daysideMatch:CERAUNIUS THOLUS; 	
N/A	1	89	Egress	2025 JAN 18 15:01:22	2025 JAN 18 15:04:21	2025 JAN 18 15:13:25	723.00	132.64	125.51	113.24	-57.69	-48.48	-21.49	7.02	3	-	-	-	&daysideMatch:CERAUNIUS THOLUS; 	
NOMAD	2	89	Ingress	2025 JAN 18 16:35:20	2025 JAN 18 16:44:29	2025 JAN 18 16:47:27	727.00	-103.05	-125.01	-144.45	-39.25	-65.37	-72.85	15.95	1	6SUBD CO2 CO #28	Science: orders #186, #185, #148, #132, #190, #155, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:ULYSSES THOLUS; &mroOverlap; 	
N/A	2	89	Egress	2025 JAN 18 16:59:28	2025 JAN 18 17:02:25	2025 JAN 18 17:11:27	719.00	103.33	96.46	84.38	-57.01	-47.88	-20.98	7.00	1	-	-	-	&daysideMatch:ULYSSES THOLUS; &mroOverlap; 	
NOMAD	3	89	Ingress	2025 JAN 18 18:33:17	2025 JAN 18 18:42:22	2025 JAN 18 18:45:16	719.00	-131.86	-153.76	-172.63	-39.49	-65.39	-72.71	15.94	1	6SUBD Nominal #51	Science: orders #121, #136, #129, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	3	89	Egress	2025 JAN 18 18:57:38	2025 JAN 18 19:00:31	2025 JAN 18 19:09:28	710.00	73.79	67.32	55.52	-56.04	-47.10	-20.46	6.98	1	Fullscan fast step5 all #1	Diffraction order stepping (fullscan): 15 orders from 114 to 189 in steps of 5 (6 order(s) per 1 second(s))	COP row -1: 		
NOMAD	4	89	Ingress	2025 JAN 18 20:31:20	2025 JAN 18 20:40:23	2025 JAN 18 20:43:15	715.00	-160.78	177.05	158.09	-39.92	-65.65	-72.83	15.91	1	Fullscan fast step5 all #1	Diffraction order stepping (fullscan): 15 orders from 114 to 189 in steps of 5 (6 order(s) per 1 second(s))	COP row -1: 		
NOMAD	4	89	Egress	2025 JAN 18 20:55:47	2025 JAN 18 20:58:38	2025 JAN 18 21:07:31	704.00	44.53	38.29	26.70	-55.37	-46.52	-20.09	6.96	1	6SUBD CO #2	Science: orders #123, #132, #183, #184, #185, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	5	89	Ingress	2025 JAN 18 22:29:27	2025 JAN 18 22:38:27	2025 JAN 18 22:41:18	711.00	170.25	147.81	128.56	-40.42	-65.94	-73.00	15.88	1	6SUBD CO #2	Science: orders #123, #132, #183, #184, #185, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:ELYSIUM MONS; 	
NOMAD	5	89	Egress	2025 JAN 18 22:53:58	2025 JAN 18 22:56:48	2025 JAN 18 23:05:39	701.00	15.26	9.21	-2.19	-54.67	-45.86	-19.54	6.94	1	6SUBD Nominal #54	Science: orders #121, #134, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:ELYSIUM MONS; 	
NOMAD	6	89	Ingress	2025 JAN 19 00:27:31	2025 JAN 19 00:36:29	2025 JAN 19 00:39:17	706.00	141.36	118.69	99.57	-40.78	-66.15	-73.05	15.85	1	6SUBD Nom CO #6	Science: orders #167, #186, #187, #188, #190, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	6	89	Egress	2025 JAN 19 00:52:11	2025 JAN 19 00:54:58	2025 JAN 19 01:03:46	695.00	-14.11	-19.88	-31.08	-53.82	-45.15	-18.98	6.91	1	Fullscan fast step4 all #1	Diffraction order stepping (fullscan): 11 orders from 124 to 168 in steps of 4 (6 order(s) per 1 second(s))	COP row -1: 		
N/A	7	89	Ingress	2025 JAN 19 02:25:32	2025 JAN 19 02:34:27	2025 JAN 19 02:37:13	701.00	112.52	89.82	70.88	-41.03	-66.22	-73.03	15.84	3	-	-	-		
N/A	7	89	Egress	2025 JAN 19 02:50:23	2025 JAN 19 02:53:08	2025 JAN 19 03:01:52	689.00	-43.47	-49.01	-59.98	-52.94	-44.36	-18.38	6.89	3	-	-	-		
