THERMAL ORBIT NUMBER WITH LNO MEASURING H2O IN IRDAYSIDE, OBSERVATION NAME, DIFFRACTION ORDER MEASURED
1, H2O 2SUBD 01, 167
5, HDO H2O 2SUBD 01, 169
7, HDO CO 3SUBD 01, 167
9, AER H2Oi 3SUBD 01, 169
13, CH4 3SUBD 01, 168
15, CO 2SUBD 02, 167
17, Nominal 6SUBD 01, 168
25, CO 2SUBD 02, 167
27, HDO H2O 2SUBD 01, 169
31, H2O 2SUBD 01, 167
33, HDO H2O 2SUBD 01, 169
37, HDO CO 3SUBD 01, 167
39, AER H2Oi 3SUBD 01, 169
43, CH4 3SUBD 01, 168
45, CO 2SUBD 02, 167
46, Limb 2SUBD 06, 167
47, Nominal 6SUBD 01, 168
53, CO 2SUBD 02, 167
55, HDO H2O 2SUBD 01, 169
57, H2O 2SUBD 01, 167
59, HDO H2O 2SUBD 01, 169
63, HDO CO 3SUBD 01, 167
65, AER H2Oi 3SUBD 01, 169
68, CH4 3SUBD 01, 168
70, CO 2SUBD 02, 167
72, Nominal 6SUBD 01, 168
77, CO 2SUBD 02, 167
78, HDO H2O 2SUBD 01, 169
81, H2O 2SUBD 01, 167
84, HDO H2O 2SUBD 01, 169
88, HDO CO 3SUBD 01, 167
90, AER H2Oi 3SUBD 01, 169
93, CH4 3SUBD 01, 168
96, CO 2SUBD 02, 167
97, Nominal 6SUBD 01, 168
102, CO 2SUBD 02, 167
103, HDO H2O 2SUBD 01, 169
105, H2O 2SUBD 01, 167
107, HDO H2O 2SUBD 01, 169
109, HDO CO 3SUBD 01, 167
112, AER H2Oi 3SUBD 01, 169
115, CH4 3SUBD 01, 168
117, CO 2SUBD 02, 167
120, Nominal 6SUBD 01, 168
124, CO 2SUBD 02, 167
126, HDO H2O 2SUBD 01, 169
128, H2O 2SUBD 01, 167
130, HDO H2O 2SUBD 01, 169
133, HDO CO 3SUBD 01, 167
136, AER H2Oi 3SUBD 01, 169
139, CH4 3SUBD 01, 168
141, CO 2SUBD 02, 167
142, Nominal 6SUBD 01, 168
146, CO 2SUBD 02, 167
149, HDO H2O 2SUBD 01, 169
151, H2O 2SUBD 01, 167
155, HDO H2O 2SUBD 01, 169
158, HDO CO 3SUBD 01, 167
161, AER H2Oi 3SUBD 01, 169
164, CH4 3SUBD 01, 168
167, CO 2SUBD 02, 167
168, Nominal 6SUBD 01, 168
173, CO 2SUBD 02, 167
175, HDO H2O 2SUBD 01, 169
177, H2O 2SUBD 01, 167
179, HDO H2O 2SUBD 01, 169
181, HDO CO 3SUBD 01, 167
182, AER H2Oi 3SUBD 01, 169
186, CH4 3SUBD 01, 168
191, CO 2SUBD 02, 167
193, Nominal 6SUBD 01, 168
197, CO 2SUBD 02, 167
199, HDO H2O 2SUBD 01, 169
201, H2O 2SUBD 01, 167
203, HDO H2O 2SUBD 01, 169
205, HDO CO 3SUBD 01, 167
207, AER H2Oi 3SUBD 01, 169
212, CH4 3SUBD 01, 168
216, CO 2SUBD 02, 167
219, Nominal 6SUBD 01, 168
223, CO 2SUBD 02, 167
225, HDO H2O 2SUBD 01, 169
229, H2O 2SUBD 01, 167
232, HDO H2O 2SUBD 01, 169
235, HDO CO 3SUBD 01, 167
236, AER H2Oi 3SUBD 01, 169
240, CH4 3SUBD 01, 168
241, CO 2SUBD 02, 167
244, Nominal 6SUBD 01, 168
248, CO 2SUBD 02, 167
250, HDO H2O 2SUBD 01, 169
254, H2O 2SUBD 01, 167
255, HDO H2O 2SUBD 01, 169
259, HDO CO 3SUBD 01, 167
261, AER H2Oi 3SUBD 01, 169
264, CH4 3SUBD 01, 168
265, CO 2SUBD 02, 167
267, Nominal 6SUBD 01, 168
272, CO 2SUBD 02, 167
274, HDO H2O 2SUBD 01, 169
277, H2O 2SUBD 01, 167
278, HDO H2O 2SUBD 01, 169
280, HDO CO 3SUBD 01, 167
283, AER H2Oi 3SUBD 01, 169
286, CH4 3SUBD 01, 168
289, CO 2SUBD 02, 167
291, Nominal 6SUBD 01, 168
294, CO 2SUBD 02, 167
295, HDO H2O 2SUBD 01, 169
297, H2O 2SUBD 01, 167
298, HDO H2O 2SUBD 01, 169
301, HDO CO 3SUBD 01, 167
303, AER H2Oi 3SUBD 01, 169
307, CH4 3SUBD 01, 168
309, CO 2SUBD 02, 167
312, Nominal 6SUBD 01, 168
315, CO 2SUBD 02, 167
317, HDO H2O 2SUBD 01, 169
319, H2O 2SUBD 01, 167
321, HDO H2O 2SUBD 01, 169
325, HDO CO 3SUBD 01, 167
327, AER H2Oi 3SUBD 01, 169
331, CH4 3SUBD 01, 168
333, CO 2SUBD 02, 167
336, Nominal 6SUBD 01, 168
341, CO 2SUBD 02, 167
