S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2021 OCT 30 15:36:00,-22.049,69.8809,258.2166,15.6839,69.4683,1.4575e-14,69.4683
TGO,2021 OCT 30 15:27:00,-17.2391,74.6426,382.3501,15.8556,68.7731,0.40036,68.8176

MRO,2021 OCT 30 17:30:00,-16.097,41.8393,261.3692,15.6639,65.8335,2.0116e-14,65.8335
TGO,2021 OCT 30 17:24:00,-14.6911,45.2579,383.7874,15.7944,66.6547,0.38168,66.7141

MRO,2021 OCT 30 17:33:00,-6.4609,40.6798,265.7153,15.6353,60.3818,1.4224e-14,60.3818
TGO,2021 OCT 30 17:21:00,-5.7857,43.6786,386.9351,15.6406,60.1169,0.31667,60.2316

MRO,2021 OCT 30 19:27:00,-0.77003,12.7017,269.2434,15.6194,57.4707,3.1808e-14,57.4707
TGO,2021 OCT 30 19:18:00,-3.0397,14.2671,389.1919,15.5778,57.964,0.31836,58.0709

MRO,2021 OCT 30 23:03:00,-28.013,-38.6284,257.6967,15.7014,73.1778,5.8991e-14,73.1778
TGO,2021 OCT 30 23:21:00,-24.0686,-39.6984,383.6014,15.9222,73.304,0.44571,73.3109

MRO,2021 OCT 30 23:06:00,-18.3434,-39.8387,260.4225,15.6694,67.1484,1.3114e-14,67.1484
TGO,2021 OCT 30 23:18:00,-15.1837,-41.499,386.0293,15.7533,66.4033,0.38479,66.459

MRO,2021 OCT 31 01:00:00,-12.5384,-67.8464,261.6405,15.6517,63.7202,3.0005e-14,63.7202
TGO,2021 OCT 31 01:15:00,-12.505,-70.9413,386.7037,15.6886,64.1615,0.365,64.2335

MRO,2021 OCT 31 01:03:00,-2.9065,-68.9962,266.2148,15.6236,58.5007,2.5793e-14,58.5007
TGO,2021 OCT 31 01:12:00,-3.6117,-72.4845,390.2121,15.5369,57.6908,0.28733,57.8036

MRO,2021 OCT 31 02:57:00,2.9955,-96.9945,269.4473,15.6064,55.6577,1.116e-14,55.6577
TGO,2021 OCT 31 03:09:00,-1.0321,-101.8344,390.537,15.4783,55.6926,0.28469,55.835

MRO,2021 NOV 01 03:12:00,-8.2282,-90.5667,263.2106,15.6383,61.2515,2.0234e-14,61.2515
TGO,2021 NOV 01 02:48:00,-13.2038,-86.9742,385.7418,15.4886,62.0251,0.36744,62.0896

