S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2026 AUG 01 19:00:00,63.133,174.2417,311.0475,13.955,79.4517,7.2984e-15,79.4517
TGO,2026 AUG 01 19:06:00,62.7732,175.9795,429.8865,14.1681,79.8771,0.12389,79.7944

MRO,2026 AUG 03 00:54:00,57.6412,98.6977,305.5974,14.0186,74.7014,5.8652e-14,74.7014
TGO,2026 AUG 03 00:33:00,58.7298,97.3435,425.945,13.5878,74.1075,0.16918,73.9838

MRO,2026 AUG 06 07:30:00,64.6444,29.8492,311.3247,13.9264,79.759,3.8824e-14,79.759
TGO,2026 AUG 06 07:12:00,65.3593,28.3129,430.4398,13.5322,79.3221,2.3005,81.5736

MRO,2026 AUG 15 01:03:00,74.8411,-153.4799,314.5161,13.6556,86.3494,2.0427e-14,86.3494
TGO,2026 AUG 15 01:33:00,74.8285,-153.4477,434.7459,14.1444,87.2263,0.5813,87.7879

MRO,2026 AUG 18 05:45:00,76.371,165.7243,316.8198,13.5886,86.9525,6.472e-15,86.9525
TGO,2026 AUG 18 06:12:00,75.4926,165.0177,432.5182,13.9794,86.7979,0.15879,86.8051

MRO,2026 AUG 24 03:54:00,75.3892,-109.1319,314.0779,13.6233,84.8466,1.2033e-14,84.8466
TGO,2026 AUG 24 03:42:00,75.7606,-109.971,435.7394,13.3725,84.8364,0.18265,84.8357

