Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg),Start crossing solar incidence angle (deg),End crossing solar incidence angle (deg),Start crossing emission angle (deg),End crossing emission angle (deg),Start crossing LST (h),End crossing LST (h)
Region of residual magnetic field,1,5,81,2023 AUG 12 04:16:34,2023 AUG 12 04:19:42,-10.0994,-141.6188,-19.4321,-140,112.944,112.944,115.2533,116.3675,2.3094,3.4257,4.4522,4.6111
Region of residual magnetic field,2,3,106,2023 AUG 14 05:24:16,2023 AUG 14 05:31:50,-10.0982,-144.7839,-32.5299,-140,120.5511,120.7684,120.6178,121.0855,0.14327,0.32455,4.0594,4.5014
Region of residual magnetic field,3,1,131,2023 AUG 16 06:31:58,2023 AUG 16 06:43:19,-10.0989,-148.1666,-43.5905,-140,126.2826,121.2905,126.1806,123.7106,0.16321,2.4259,3.6522,4.3808
Region of residual magnetic field,4,3,144,2023 AUG 17 08:04:46,2023 AUG 17 08:23:44,-10.0989,-164.3333,-64.7335,-140,129.1788,112.7146,129.0774,115.7587,0.16305,3.0442,3.44,5.37
Region of residual magnetic field,5,3,156,2023 AUG 18 07:39:40,2023 AUG 18 07:53:50,-10.0989,-151.5671,-51.6312,-140,131.8478,118.9377,131.7471,124.8453,0.16285,5.9089,3.2439,4.2447
Region of residual magnetic field,6,3,169,2023 AUG 19 09:12:27,2023 AUG 19 09:32:17,-10.0989,-167.7319,-66.8548,-140,134.7325,112.8254,134.6328,116.6987,0.16259,3.8735,3.0311,5.2019
Region of residual magnetic field,7,3,181,2023 AUG 20 08:47:20,2023 AUG 20 09:03:30,-10.0989,-154.9586,-57.1486,-140,137.3814,116.6713,137.2829,125.3071,0.16227,8.6365,2.8353,4.095
Region of residual magnetic field,8,1,182,2023 AUG 20 10:45:15,2023 AUG 20 11:06:24,-10.0989,176.0864,-69.8911,-148.782,137.6138,112.944,137.5155,115.0069,0.16227,2.0674,2.8181,5.5033
Region of residual magnetic field,9,3,183,2023 AUG 20 12:48:08,2023 AUG 20 13:04:20,-24.7097,150.0111,-69.8908,-177.8168,138.3527,112.8254,138.2455,115.1167,0.10884,2.2914,3.0731,5.4808
Region of residual magnetic field,10,1,193,2023 AUG 21 08:22:11,2023 AUG 21 08:26:02,-10.0989,-142.1809,-21.4962,-140,140.0189,140.8283,139.922,140.7288,0.16192,0.09989,2.6394,2.8469
Region of residual magnetic field,11,1,194,2023 AUG 21 10:20:06,2023 AUG 21 10:40:40,-10.0989,-171.1256,-68.554,-140,140.2435,112.944,140.1466,117.4635,0.16193,4.522,2.6225,5.0314
Region of residual magnetic field,12,3,195,2023 AUG 21 12:18:03,2023 AUG 21 12:39:12,-10.0989,159.9133,-69.8899,-165.2596,140.4773,112.8254,140.3807,116.1336,0.16189,3.3082,2.605,5.2703
Region of residual magnetic field,13,1,196,2023 AUG 21 14:33:53,2023 AUG 21 14:37:07,-61.7775,150.0503,-69.8895,165.6467,113.6951,112.944,123.8873,116.2655,10.1944,3.3244,4.1511,5.2433
Region of residual magnetic field,14,1,206,2023 AUG 22 09:54:59,2023 AUG 22 10:12:37,-10.0989,-158.3467,-61.0106,-140,142.8581,115.2228,142.7632,125.5116,0.16154,10.2908,2.4269,3.9361
Region of residual magnetic field,15,3,207,2023 AUG 22 11:52:55,2023 AUG 22 12:14:05,-10.0989,172.6962,-69.8889,-152.6922,143.0886,112.8254,142.9938,117.143,0.16152,4.3176,2.4097,5.0606
Region of residual magnetic field,16,1,208,2023 AUG 22 14:00:05,2023 AUG 22 14:12:00,-37.3758,150.0158,-69.8886,178.2581,140.0312,112.944,139.845,117.2584,0.20604,4.3166,2.9606,5.0367
Region of residual magnetic field,17,1,218,2023 AUG 23 09:29:52,2023 AUG 23 09:38:19,-10.0989,-145.5761,-35.1379,-140,145.4576,142.9118,145.3649,142.7286,0.16116,0.20023,2.2308,2.7397
Region of residual magnetic field,18,3,219,2023 AUG 23 11:27:47,2023 AUG 23 11:48:58,-10.0989,-174.5243,-69.8879,-140.0958,145.6803,112.8254,145.5878,118.1354,0.16117,5.31,2.2139,4.8528
Region of residual magnetic field,19,1,220,2023 AUG 23 13:25:44,2023 AUG 23 13:46:54,-10.0989,156.5139,-69.8877,-169.1153,145.9102,112.944,145.8178,118.239,0.16112,5.2968,2.1964,4.8314
Region of residual magnetic field,20,3,221,2023 AUG 23 15:42:38,2023 AUG 23 15:44:50,-64.4355,150.0644,-69.8873,161.8168,113.195,112.8254,124.1476,118.3598,10.9527,5.5344,3.9875,4.8064
Region of residual magnetic field,21,1,231,2023 AUG 24 11:02:40,2023 AUG 24 11:21:26,-10.0989,-161.7411,-63.8334,-140,148.256,114.2999,148.1491,125.6082,0.16213,11.3098,2.0186,3.7725
Region of residual magnetic field,22,3,232,2023 AUG 24 13:00:36,2023 AUG 24 13:21:45,-10.0989,169.3012,-69.8917,-154.8342,148.4908,118.825,148.3742,118.6598,0.16337,0.16811,2.0014,4.7356
Region of residual magnetic field,23,3,233,2023 AUG 24 15:10:48,2023 AUG 24 15:19:44,-46.208,150.0222,-69.8865,174.5203,139.4447,112.8254,139.1877,119.3039,0.27032,6.4785,2.8281,4.6064
Region of residual magnetic field,24,1,246,2023 AUG 25 16:51:11,2023 AUG 25 16:52:34,-66.4982,150.079,-69.8851,158.1248,113.1144,112.944,124.3228,120.364,11.2096,7.4212,3.8206,4.3792
Region of residual magnetic field,25,3,258,2023 AUG 26 16:20:43,2023 AUG 26 16:27:23,-52.5333,150.0299,-69.8914,172.7172,138.0662,120.8549,137.8375,120.6698,0.22958,0.18903,2.6828,4.3036
Region of residual magnetic field,26,1,271,2023 AUG 27 17:59:36,2023 AUG 27 18:00:19,-68.1284,150.0936,-69.8831,154.6319,113.0059,112.944,124.4509,122.2362,11.4459,9.2931,3.6511,3.9656
Region of residual magnetic field,27,1,283,2023 AUG 28 17:30:23,2023 AUG 28 17:35:24,-57.4968,150.0344,-69.8789,169.2257,129.2135,112.9441,136.1919,122.5074,7.438,10.3765,2.5336,3.8942
Region of residual magnetic field,28,1,296,2023 AUG 29 19:07:20,2023 AUG 29 19:07:50,-68.7643,150.0919,-69.8911,153.0265,124.9894,123.5263,124.9116,123.4553,0.10822,0.10728,3.4697,3.6736
Region of residual magnetic field,29,3,308,2023 AUG 30 18:39:01,2023 AUG 30 18:42:42,-60.7536,150.0487,-69.8913,165.8861,135.2967,124.4653,135.044,124.2472,0.25817,0.22679,2.3678,3.4833
Region of residual magnetic field,30,3,333,2023 SEP 01 19:47:46,2023 SEP 01 19:50:24,-63.5416,150.0593,-69.8913,162.4774,134.067,126.0947,133.8118,125.8638,0.26859,0.24404,2.2036,3.0742
