MARS in NOMAD FOV start (UTC),MARS in NOMAD FOV end (UTC),Dayside nadir observation number,Thermal orbit number
2023 MAY 13 17:45:31,2023 MAY 13 17:50:31,2,2
2023 MAY 14 03:48:28,2023 MAY 14 03:53:28,7,7
2023 MAY 14 05:41:22,2023 MAY 14 05:46:22,8,8
2023 MAY 14 09:22:43,2023 MAY 14 09:27:43,10,10
2023 MAY 14 11:29:13,2023 MAY 14 11:34:13,11,11
2023 MAY 14 19:25:00,2023 MAY 14 19:25:56,15,15
2023 MAY 15 09:10:26,2023 MAY 15 09:15:26,22,22
2023 MAY 15 11:03:30,2023 MAY 15 11:04:41,23,23
2023 MAY 15 14:52:20,2023 MAY 15 14:54:10,25,25
2023 MAY 15 18:55:36,2023 MAY 15 19:00:36,27,27
2023 MAY 16 01:03:20,2023 MAY 16 01:08:20,30,30
2023 MAY 16 06:35:00,2023 MAY 16 06:40:00,33,33
2023 MAY 16 10:31:06,2023 MAY 16 10:36:06,35,35
2023 MAY 16 12:39:19,2023 MAY 16 12:44:19,36,36
2023 MAY 16 18:22:06,2023 MAY 16 18:22:20,39,39
2023 MAY 17 02:15:37,2023 MAY 17 02:20:37,43,43
2023 MAY 17 14:03:23,2023 MAY 17 14:08:23,49,49
2023 MAY 17 16:13:25,2023 MAY 17 16:18:25,50,50
2023 MAY 18 01:50:54,2023 MAY 18 01:55:54,55,55
2023 MAY 18 03:57:04,2023 MAY 18 04:02:04,56,56
2023 MAY 18 07:45:15,2023 MAY 18 07:49:59,58,58
2023 MAY 18 13:45:42,2023 MAY 18 13:50:42,61,61
2023 MAY 18 21:38:16,2023 MAY 18 21:43:16,65,65
2023 MAY 19 11:25:39,2023 MAY 19 11:30:39,72,72
2023 MAY 19 15:23:42,2023 MAY 19 15:28:42,74,74
2023 MAY 19 19:15:16,2023 MAY 19 19:20:16,76,76
2023 MAY 19 23:11:07,2023 MAY 19 23:16:07,78,78
2023 MAY 20 17:00:41,2023 MAY 20 17:05:41,87,87
2023 MAY 20 22:45:40,2023 MAY 20 22:49:06,90,90
2023 MAY 21 00:48:59,2023 MAY 21 00:53:59,91,91
2023 MAY 21 08:31:07,2023 MAY 21 08:36:07,95,95
2023 MAY 21 10:34:04,2023 MAY 21 10:39:04,96,96
2023 MAY 21 14:26:11,2023 MAY 21 14:31:11,98,98
2023 MAY 21 20:22:15,2023 MAY 21 20:27:15,101,101
2023 MAY 22 00:20:37,2023 MAY 22 00:25:37,103,103
2023 MAY 22 02:20:00,2023 MAY 22 02:25:00,104,104
2023 MAY 22 08:13:31,2023 MAY 22 08:14:55,107,107
2023 MAY 22 21:56:10,2023 MAY 22 22:01:10,114,114
2023 MAY 23 05:58:33,2023 MAY 23 06:03:33,118,118
2023 MAY 23 13:42:23,2023 MAY 23 13:47:23,122,122
2023 MAY 23 15:37:48,2023 MAY 23 15:42:48,123,123
2023 MAY 24 07:28:42,2023 MAY 24 07:33:42,131,131
2023 MAY 24 09:21:56,2023 MAY 24 09:26:56,132,132
2023 MAY 24 13:15:28,2023 MAY 24 13:20:28,134,134
2023 MAY 25 01:13:31,2023 MAY 25 01:18:31,140,140
2023 MAY 25 14:49:17,2023 MAY 25 14:54:17,147,147
2023 MAY 25 20:45:02,2023 MAY 25 20:50:02,150,150
2023 MAY 26 02:41:11,2023 MAY 26 02:46:11,153,153
2023 MAY 26 08:28:08,2023 MAY 26 08:31:24,156,156
2023 MAY 26 10:29:48,2023 MAY 26 10:34:48,157,157
2023 MAY 26 18:22:44,2023 MAY 26 18:27:44,161,161
2023 MAY 26 20:19:24,2023 MAY 26 20:24:24,162,162
2023 MAY 27 06:13:52,2023 MAY 27 06:18:52,167,167
2023 MAY 27 08:08:05,2023 MAY 27 08:13:05,168,168
2023 MAY 27 19:54:11,2023 MAY 27 19:59:11,174,174
2023 MAY 28 07:42:04,2023 MAY 28 07:47:04,180,180
2023 MAY 28 15:30:26,2023 MAY 28 15:35:26,184,184
2023 MAY 28 19:29:29,2023 MAY 28 19:34:29,186,186
2023 MAY 29 07:11:00,2023 MAY 29 07:16:00,192,192
2023 MAY 29 17:01:10,2023 MAY 29 17:06:10,197,197
2023 MAY 29 23:16:11,2023 MAY 29 23:21:11,200,200
2023 MAY 30 02:58:35,2023 MAY 30 03:03:35,202,202
2023 MAY 30 08:56:00,2023 MAY 30 09:01:00,205,205
2023 MAY 30 17:01:56,2023 MAY 30 17:06:56,209,209
2023 MAY 30 18:40:51,2023 MAY 30 18:43:36,210,210
2023 MAY 30 20:34:41,2023 MAY 30 20:39:41,211,211
2023 JUN 01 10:03:11,2023 JUN 01 10:08:11,230,230
2023 JUN 01 18:09:40,2023 JUN 01 18:14:40,234,234
2023 JUN 01 21:44:28,2023 JUN 01 21:45:07,236,236
2023 JUN 02 05:49:27,2023 JUN 02 05:51:01,240,240
2023 JUN 03 22:53:22,2023 JUN 03 22:56:17,261,261
2023 JUN 04 17:04:35,2023 JUN 04 17:09:35,270,270
2023 JUN 04 20:57:14,2023 JUN 04 21:02:14,272,272
2023 JUN 05 06:22:41,2023 JUN 05 06:27:41,277,277
2023 JUN 06 08:04:57,2023 JUN 06 08:09:57,290,290
2023 JUN 08 05:40:17,2023 JUN 08 05:45:17,313,313
2023 JUN 08 17:19:54,2023 JUN 08 17:24:54,319,319
2023 JUN 09 13:02:11,2023 JUN 09 13:07:11,329,329
2023 JUN 10 06:42:34,2023 JUN 10 06:47:34,338,338
