Dayside Nadir Index	UTC Start Time	UTC End Time	UTC Minimum Incidence Angle Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Local Time (hrs)	
11	2019 FEB 24 13:21:01	2019 FEB 24 14:23:55	2019 FEB 24 13:52:39	3774.0	-77.7	-23.4	88.1	71.0	-8.6	-70.9	11.2	
12	2019 FEB 24 15:18:54	2019 FEB 24 16:21:47	2019 FEB 24 15:50:33	3772.0	-106.4	-52.4	59.2	70.9	-8.6	-71.0	11.2	
13	2019 FEB 24 17:16:46	2019 FEB 24 18:19:39	2019 FEB 24 17:48:23	3772.0	-135.1	-81.3	30.7	70.9	-8.8	-70.9	11.2	
14	2019 FEB 24 19:14:36	2019 FEB 24 20:17:27	2019 FEB 24 19:46:13	3770.0	-163.8	-110.2	1.9	70.9	-8.8	-70.9	11.2	
15	2019 FEB 24 21:12:26	2019 FEB 24 22:15:19	2019 FEB 24 21:44:03	3772.0	167.5	-139.1	-26.9	70.9	-8.9	-70.8	11.2	
16	2019 FEB 24 23:10:19	2019 FEB 25 00:13:13	2019 FEB 24 23:41:55	3774.0	138.5	-168.1	-55.7	70.8	-9.0	-70.7	11.2	
17	2019 FEB 25 01:08:13	2019 FEB 25 02:11:07	2019 FEB 25 01:39:49	3772.0	109.9	163.0	-84.5	70.7	-9.1	-70.7	11.1	
18	2019 FEB 25 03:06:08	2019 FEB 25 04:08:59	2019 FEB 25 03:37:45	3770.0	81.0	134.0	-113.4	70.7	-9.1	-70.7	11.1	
19	2019 FEB 25 05:04:01	2019 FEB 25 06:06:51	2019 FEB 25 05:35:37	3770.0	52.2	105.1	-142.0	70.7	-9.1	-70.7	11.1	
20	2019 FEB 25 07:01:50	2019 FEB 25 08:04:39	2019 FEB 25 07:33:25	3768.0	23.5	76.2	-170.8	70.7	-9.2	-70.7	11.1	
21	2019 FEB 25 08:59:40	2019 FEB 25 10:02:29	2019 FEB 25 09:31:15	3768.0	-5.2	47.3	160.4	70.6	-9.3	-70.6	11.1	
22	2019 FEB 25 10:57:32	2019 FEB 25 12:00:23	2019 FEB 25 11:29:07	3770.0	-34.0	18.3	131.6	70.6	-9.4	-70.5	11.1	
23	2019 FEB 25 12:55:26	2019 FEB 25 13:58:19	2019 FEB 25 13:27:03	3772.0	-62.9	-10.6	102.8	70.5	-9.4	-70.5	11.0	
24	2019 FEB 25 14:53:20	2019 FEB 25 15:56:13	2019 FEB 25 15:24:57	3772.0	-91.7	-39.6	73.9	70.5	-9.5	-70.5	11.0	
25	2019 FEB 25 16:51:13	2019 FEB 25 17:54:05	2019 FEB 25 17:22:49	3770.0	-120.3	-68.6	45.2	70.4	-9.6	-70.5	11.0	
26	2019 FEB 25 18:49:04	2019 FEB 25 19:51:55	2019 FEB 25 19:20:39	3770.0	-149.1	-97.5	16.6	70.5	-9.6	-70.5	11.0	
27	2019 FEB 25 20:46:54	2019 FEB 25 21:49:45	2019 FEB 25 21:18:29	3770.0	-177.8	-126.4	-12.2	70.4	-9.7	-70.4	11.0	
28	2019 FEB 25 22:44:45	2019 FEB 25 23:47:37	2019 FEB 25 23:16:21	3772.0	153.2	-155.3	-41.2	70.4	-9.7	-70.3	11.0	
29	2019 FEB 26 00:42:39	2019 FEB 26 01:45:33	2019 FEB 26 01:14:15	3772.0	124.6	175.7	-69.8	70.2	-9.9	-70.2	10.9	
30	2019 FEB 26 02:40:34	2019 FEB 26 03:43:25	2019 FEB 26 03:12:11	3770.0	95.7	146.8	-98.7	70.2	-9.9	-70.2	10.9	
31	2019 FEB 26 04:38:28	2019 FEB 26 05:41:17	2019 FEB 26 05:10:03	3768.0	67.0	117.8	-127.4	70.2	-10.0	-70.2	10.9	
32	2019 FEB 26 06:36:19	2019 FEB 26 07:39:07	2019 FEB 26 07:07:53	3768.0	38.2	88.9	-156.1	70.2	-10.0	-70.2	10.9	
33	2019 FEB 26 08:34:08	2019 FEB 26 09:36:57	2019 FEB 26 09:05:43	3768.0	9.5	60.0	175.2	70.2	-10.2	-70.1	10.9	
34	2019 FEB 26 10:31:59	2019 FEB 26 11:34:49	2019 FEB 26 11:03:33	3770.0	-19.4	31.1	146.4	70.1	-10.3	-70.0	10.9	
35	2019 FEB 26 12:29:52	2019 FEB 26 13:32:43	2019 FEB 26 13:01:27	3770.0	-48.1	2.1	117.5	70.0	-10.3	-70.0	10.8	
36	2019 FEB 26 14:27:47	2019 FEB 26 15:30:39	2019 FEB 26 14:59:23	3772.0	-77.0	-26.9	88.7	70.0	-10.4	-69.9	10.8	
37	2019 FEB 26 16:25:40	2019 FEB 26 17:28:33	2019 FEB 26 16:57:17	3772.0	-105.7	-55.8	60.1	69.9	-10.5	-69.9	10.8	
38	2019 FEB 26 18:23:32	2019 FEB 26 19:26:23	2019 FEB 26 18:55:07	3770.0	-134.4	-84.7	31.3	69.9	-10.5	-69.9	10.8	
39	2019 FEB 26 20:21:22	2019 FEB 26 21:24:11	2019 FEB 26 20:52:57	3768.0	-163.1	-113.7	2.4	69.9	-10.6	-69.9	10.8	
40	2019 FEB 26 22:19:12	2019 FEB 26 23:22:03	2019 FEB 26 22:50:47	3770.0	168.1	-142.6	-26.4	69.8	-10.7	-69.8	10.8	
41	2019 FEB 27 00:17:06	2019 FEB 27 01:19:59	2019 FEB 27 00:48:41	3772.0	139.3	-171.5	-55.0	69.7	-10.8	-69.7	10.7	
42	2019 FEB 27 02:15:01	2019 FEB 27 03:17:53	2019 FEB 27 02:46:35	3772.0	110.4	159.5	-83.8	69.7	-10.9	-69.7	10.7	
43	2019 FEB 27 04:12:55	2019 FEB 27 05:15:45	2019 FEB 27 04:44:29	3768.0	81.8	130.6	-112.7	69.6	-10.9	-69.7	10.7	
44	2019 FEB 27 06:10:48	2019 FEB 27 07:13:37	2019 FEB 27 06:42:21	3768.0	53.0	101.6	-141.3	69.6	-11.0	-69.6	10.7	
45	2019 FEB 27 08:08:37	2019 FEB 27 09:11:25	2019 FEB 27 08:40:11	3768.0	24.1	72.7	-170.1	69.7	-11.0	-69.6	10.7	
46	2019 FEB 27 10:06:27	2019 FEB 27 11:09:15	2019 FEB 27 10:38:01	3768.0	-4.6	43.8	161.0	69.6	-11.1	-69.6	10.7	
47	2019 FEB 27 12:04:20	2019 FEB 27 13:07:11	2019 FEB 27 12:35:55	3770.0	-33.3	14.9	132.3	69.5	-11.3	-69.4	10.6	
48	2019 FEB 27 14:02:14	2019 FEB 27 15:05:07	2019 FEB 27 14:33:51	3772.0	-62.2	-14.1	103.6	69.4	-11.3	-69.3	10.6	
49	2019 FEB 27 16:00:09	2019 FEB 27 17:03:01	2019 FEB 27 16:31:45	3772.0	-91.0	-43.1	74.7	69.4	-11.4	-69.4	10.6	
50	2019 FEB 27 17:58:01	2019 FEB 27 19:00:53	2019 FEB 27 18:29:37	3770.0	-119.6	-72.0	46.0	69.3	-11.5	-69.4	10.6	
51	2019 FEB 27 19:55:52	2019 FEB 27 20:58:41	2019 FEB 27 20:27:27	3768.0	-148.4	-100.9	17.2	69.3	-11.5	-69.3	10.6	
52	2019 FEB 27 21:53:41	2019 FEB 27 22:56:31	2019 FEB 27 22:25:17	3768.0	-177.1	-129.8	-11.6	69.3	-11.6	-69.2	10.6	
53	2019 FEB 27 23:51:34	2019 FEB 28 00:54:25	2019 FEB 28 00:23:09	3770.0	154.1	-158.8	-40.4	69.2	-11.7	-69.2	10.5	
54	2019 FEB 28 01:49:29	2019 FEB 28 02:52:21	2019 FEB 28 02:21:03	3772.0	125.2	172.3	-69.1	69.1	-11.8	-69.1	10.5	
55	2019 FEB 28 03:47:24	2019 FEB 28 04:50:13	2019 FEB 28 04:18:59	3768.0	96.5	143.3	-98.0	69.0	-11.9	-69.1	10.5	
56	2019 FEB 28 05:45:18	2019 FEB 28 06:48:05	2019 FEB 28 06:16:51	3766.0	67.8	114.4	-126.7	69.0	-11.9	-69.1	10.5	
57	2019 FEB 28 07:43:08	2019 FEB 28 08:45:55	2019 FEB 28 08:14:41	3766.0	39.0	85.5	-155.4	69.0	-12.0	-69.0	10.5	
58	2019 FEB 28 09:40:58	2019 FEB 28 10:43:45	2019 FEB 28 10:12:29	3766.0	10.3	56.6	175.8	69.0	-12.1	-69.0	10.5	
59	2019 FEB 28 11:38:49	2019 FEB 28 12:41:39	2019 FEB 28 12:10:23	3770.0	-18.7	27.6	147.1	68.9	-12.2	-68.8	10.4	
60	2019 FEB 28 13:36:44	2019 FEB 28 14:39:33	2019 FEB 28 14:08:17	3768.0	-47.3	-1.3	118.1	68.8	-12.3	-68.8	10.4	
61	2019 FEB 28 15:34:38	2019 FEB 28 16:37:29	2019 FEB 28 16:06:13	3770.0	-76.2	-30.3	89.4	68.7	-12.4	-68.7	10.4	
62	2019 FEB 28 17:32:32	2019 FEB 28 18:35:23	2019 FEB 28 18:04:07	3770.0	-104.9	-59.2	60.7	68.7	-12.5	-68.7	10.4	
63	2019 FEB 28 19:30:24	2019 FEB 28 20:33:13	2019 FEB 28 20:01:57	3768.0	-133.6	-88.2	32.0	68.7	-12.5	-68.7	10.4	
64	2019 FEB 28 21:28:14	2019 FEB 28 22:31:03	2019 FEB 28 21:59:47	3768.0	-162.4	-117.1	3.2	68.6	-12.6	-68.6	10.3	
65	2019 FEB 28 23:26:05	2019 MAR 01 00:28:55	2019 FEB 28 23:57:39	3770.0	168.7	-146.0	-25.7	68.6	-12.7	-68.5	10.3	
66	2019 MAR 01 01:23:59	2019 MAR 01 02:26:51	2019 MAR 01 01:55:33	3772.0	139.9	-174.9	-54.4	68.5	-12.8	-68.4	10.3	
67	2019 MAR 01 03:21:55	2019 MAR 01 04:24:45	2019 MAR 01 03:53:29	3770.0	111.1	156.1	-83.2	68.4	-12.9	-68.4	10.3	
68	2019 MAR 01 05:19:49	2019 MAR 01 06:22:37	2019 MAR 01 05:51:23	3766.0	82.5	127.2	-112.0	68.3	-13.0	-68.4	10.3	
69	2019 MAR 01 07:17:41	2019 MAR 01 08:20:29	2019 MAR 01 07:49:13	3766.0	53.8	98.2	-140.6	68.3	-13.1	-68.3	10.3	
70	2019 MAR 01 09:15:31	2019 MAR 01 10:18:17	2019 MAR 01 09:47:03	3766.0	24.9	69.3	-169.5	68.3	-13.1	-68.3	10.2	
71	2019 MAR 01 11:13:22	2019 MAR 01 12:16:09	2019 MAR 01 11:44:53	3766.0	-3.8	40.4	161.8	68.2	-13.3	-68.2	10.2	
72	2019 MAR 01 13:11:15	2019 MAR 01 14:14:05	2019 MAR 01 13:42:49	3770.0	-32.7	11.5	133.0	68.1	-13.3	-68.0	10.2	
73	2019 MAR 01 15:09:10	2019 MAR 01 16:12:01	2019 MAR 01 15:40:45	3770.0	-61.4	-17.5	104.2	68.0	-13.4	-68.0	10.2	
74	2019 MAR 01 17:07:04	2019 MAR 01 18:09:55	2019 MAR 01 17:38:39	3770.0	-90.2	-46.4	75.5	68.0	-13.5	-68.0	10.2	
75	2019 MAR 01 19:04:57	2019 MAR 01 20:07:47	2019 MAR 01 19:36:29	3770.0	-119.0	-75.4	46.8	68.0	-13.6	-67.9	10.2	
76	2019 MAR 01 21:02:47	2019 MAR 01 22:05:35	2019 MAR 01 21:34:19	3768.0	-147.7	-104.3	18.0	68.0	-13.7	-67.9	10.1	
77	2019 MAR 01 23:00:37	2019 MAR 02 00:03:27	2019 MAR 01 23:32:11	3770.0	-176.5	-133.2	-10.8	67.9	-13.8	-67.8	10.1	
78	2019 MAR 02 00:58:30	2019 MAR 02 02:01:21	2019 MAR 02 01:30:03	3770.0	154.8	-162.1	-39.6	67.7	-13.9	-67.7	10.1	
79	2019 MAR 02 02:56:26	2019 MAR 02 03:59:17	2019 MAR 02 03:27:59	3770.0	126.0	168.9	-68.3	67.6	-14.1	-67.6	10.1	
80	2019 MAR 02 04:54:21	2019 MAR 02 05:57:09	2019 MAR 02 05:25:53	3766.0	97.3	140.0	-97.2	67.5	-14.1	-67.6	10.1	
81	2019 MAR 02 06:52:15	2019 MAR 02 07:55:01	2019 MAR 02 07:23:47	3766.0	68.4	111.0	-125.9	67.6	-14.2	-67.6	10.1	
82	2019 MAR 02 08:50:05	2019 MAR 02 09:52:51	2019 MAR 02 09:21:37	3766.0	39.6	82.1	-154.6	67.6	-14.2	-67.5	10.0	
83	2019 MAR 02 10:47:55	2019 MAR 02 11:50:41	2019 MAR 02 11:19:25	3766.0	10.9	53.2	176.5	67.5	-14.4	-67.4	10.0	
84	2019 MAR 02 12:45:48	2019 MAR 02 13:48:35	2019 MAR 02 13:17:19	3766.0	-17.8	24.3	147.7	67.3	-14.5	-67.3	10.0	
85	2019 MAR 02 14:43:43	2019 MAR 02 15:46:33	2019 MAR 02 15:15:15	3770.0	-46.7	-4.6	119.1	67.2	-14.6	-67.1	10.0	
86	2019 MAR 02 16:41:38	2019 MAR 02 17:44:29	2019 MAR 02 17:13:11	3770.0	-75.4	-33.6	90.3	67.1	-14.7	-67.1	10.0	
87	2019 MAR 02 18:39:31	2019 MAR 02 19:42:21	2019 MAR 02 19:11:03	3768.0	-104.1	-62.6	61.5	67.1	-14.8	-67.1	10.0	
88	2019 MAR 02 20:37:23	2019 MAR 02 21:40:11	2019 MAR 02 21:08:55	3768.0	-133.0	-91.5	32.8	67.1	-14.8	-67.1	10.0	
89	2019 MAR 02 22:35:13	2019 MAR 02 23:38:01	2019 MAR 02 23:06:45	3768.0	-161.7	-120.4	4.0	67.1	-14.9	-67.0	9.9	
90	2019 MAR 03 00:33:05	2019 MAR 03 01:35:55	2019 MAR 03 01:04:37	3770.0	169.5	-149.3	-24.8	66.9	-15.1	-66.9	9.9	
91	2019 MAR 03 02:31:00	2019 MAR 03 03:33:51	2019 MAR 03 03:02:33	3770.0	140.8	-178.2	-53.6	66.8	-15.2	-66.7	9.9	
92	2019 MAR 03 04:28:56	2019 MAR 03 05:31:45	2019 MAR 03 05:00:27	3768.0	112.0	152.8	-82.4	66.7	-15.3	-66.7	9.9	
93	2019 MAR 03 06:26:51	2019 MAR 03 07:29:37	2019 MAR 03 06:58:21	3766.0	83.2	123.8	-111.1	66.7	-15.4	-66.7	9.9	
94	2019 MAR 03 08:24:42	2019 MAR 03 09:27:29	2019 MAR 03 08:56:13	3766.0	54.5	94.9	-139.8	66.7	-15.5	-66.6	9.9	
95	2019 MAR 03 10:22:32	2019 MAR 03 11:25:17	2019 MAR 03 10:54:01	3764.0	25.8	66.0	-168.6	66.6	-15.6	-66.6	9.8	
96	2019 MAR 03 12:20:23	2019 MAR 03 13:23:09	2019 MAR 03 12:51:53	3766.0	-3.1	37.1	162.5	66.5	-15.7	-66.5	9.8	
97	2019 MAR 03 14:18:17	2019 MAR 03 15:21:05	2019 MAR 03 14:49:49	3766.0	-31.8	8.2	133.7	66.3	-15.8	-66.3	9.8	
98	2019 MAR 03 16:16:13	2019 MAR 03 17:19:01	2019 MAR 03 16:47:45	3768.0	-60.6	-20.8	104.9	66.3	-15.9	-66.2	9.8	
99	2019 MAR 03 18:14:07	2019 MAR 03 19:16:57	2019 MAR 03 18:45:39	3770.0	-89.4	-49.7	76.4	66.2	-16.0	-66.2	9.8	
100	2019 MAR 03 20:11:59	2019 MAR 03 21:14:47	2019 MAR 03 20:43:29	3768.0	-118.2	-78.7	47.6	66.2	-16.1	-66.2	9.8	
101	2019 MAR 03 22:09:49	2019 MAR 03 23:12:37	2019 MAR 03 22:41:19	3768.0	-146.9	-107.6	18.9	66.2	-16.2	-66.0	9.7	
102	2019 MAR 04 00:07:40	2019 MAR 04 01:10:29	2019 MAR 04 00:39:11	3768.0	-175.6	-136.5	-10.0	66.0	-16.3	-65.9	9.7	
103	2019 MAR 04 02:05:34	2019 MAR 04 03:08:25	2019 MAR 04 02:37:05	3770.0	155.6	-165.4	-38.7	65.9	-16.5	-65.8	9.7	
104	2019 MAR 04 04:03:30	2019 MAR 04 05:06:19	2019 MAR 04 04:35:01	3768.0	126.8	165.7	-67.6	65.7	-16.6	-65.7	9.7	
105	2019 MAR 04 06:01:26	2019 MAR 04 07:04:13	2019 MAR 04 06:32:55	3766.0	98.1	136.7	-96.3	65.7	-16.8	-65.7	9.7	
106	2019 MAR 04 07:59:19	2019 MAR 04 09:02:05	2019 MAR 04 08:30:49	3766.0	69.2	107.8	-125.0	65.7	-16.8	-65.6	9.7	
107	2019 MAR 04 09:57:09	2019 MAR 04 10:59:55	2019 MAR 04 10:28:39	3766.0	40.5	78.9	-153.7	65.7	-16.9	-65.5	9.6	
108	2019 MAR 04 11:55:00	2019 MAR 04 12:57:45	2019 MAR 04 12:26:29	3764.0	11.8	50.0	177.4	65.5	-17.1	-65.5	9.6	
109	2019 MAR 04 13:52:53	2019 MAR 04 14:55:41	2019 MAR 04 14:24:23	3768.0	-17.1	21.1	148.7	65.4	-17.2	-65.3	9.6	
110	2019 MAR 04 15:50:49	2019 MAR 04 16:53:37	2019 MAR 04 16:22:19	3768.0	-45.8	-7.9	119.8	65.2	-17.3	-65.2	9.6	
111	2019 MAR 04 17:48:44	2019 MAR 04 18:51:33	2019 MAR 04 18:20:15	3768.0	-74.5	-36.8	91.0	65.1	-17.4	-65.1	9.6	
112	2019 MAR 04 19:46:38	2019 MAR 04 20:49:27	2019 MAR 04 20:18:09	3768.0	-103.3	-65.8	62.4	65.1	-17.6	-65.1	9.6	
113	2019 MAR 04 21:44:29	2019 MAR 04 22:47:15	2019 MAR 04 22:15:59	3766.0	-132.1	-94.7	33.6	65.1	-17.6	-65.1	9.5	
114	2019 MAR 04 23:42:20	2019 MAR 05 00:45:07	2019 MAR 05 00:13:49	3766.0	-160.7	-123.6	4.9	64.9	-17.7	-64.9	9.5	
115	2019 MAR 05 01:40:12	2019 MAR 05 02:43:01	2019 MAR 05 02:11:43	3768.0	170.4	-152.5	-24.0	64.8	-17.9	-64.8	9.5	
116	2019 MAR 05 03:38:08	2019 MAR 05 04:40:57	2019 MAR 05 04:09:39	3768.0	141.6	178.6	-52.7	64.7	-18.1	-64.6	9.5	
117	2019 MAR 05 05:36:04	2019 MAR 05 06:38:51	2019 MAR 05 06:07:33	3766.0	112.8	149.6	-81.5	64.6	-18.2	-64.6	9.5	
118	2019 MAR 05 07:33:59	2019 MAR 05 08:36:45	2019 MAR 05 08:05:27	3766.0	84.1	120.7	-110.2	64.5	-18.3	-64.4	9.5	
119	2019 MAR 05 09:31:51	2019 MAR 05 10:34:35	2019 MAR 05 10:03:19	3764.0	55.3	91.7	-138.9	64.5	-18.3	-64.4	9.5	
120	2019 MAR 05 11:29:40	2019 MAR 05 12:32:25	2019 MAR 05 12:01:07	3764.0	26.6	62.9	-167.7	64.4	-18.5	-64.3	9.4	
121	2019 MAR 05 13:27:33	2019 MAR 05 14:30:19	2019 MAR 05 13:59:01	3766.0	-2.2	34.0	163.5	64.2	-18.7	-64.1	9.4	
122	2019 MAR 05 15:25:28	2019 MAR 05 16:28:15	2019 MAR 05 15:56:57	3766.0	-30.9	5.1	134.7	64.1	-18.8	-64.0	9.4	
123	2019 MAR 05 17:23:23	2019 MAR 05 18:26:11	2019 MAR 05 17:54:53	3768.0	-59.8	-23.9	105.9	64.0	-18.9	-63.9	9.4	
124	2019 MAR 05 19:21:18	2019 MAR 05 20:24:05	2019 MAR 05 19:52:47	3766.0	-88.5	-52.9	77.1	63.9	-19.0	-63.9	9.4	
125	2019 MAR 05 21:19:10	2019 MAR 05 22:21:57	2019 MAR 05 21:50:39	3766.0	-117.2	-81.8	48.5	63.8	-19.2	-63.8	9.4	
126	2019 MAR 05 23:17:01	2019 MAR 06 00:19:47	2019 MAR 05 23:48:29	3766.0	-146.0	-110.7	19.7	63.8	-19.3	-63.7	9.3	
127	2019 MAR 06 01:14:53	2019 MAR 06 02:17:41	2019 MAR 06 01:46:23	3768.0	-174.7	-139.6	-9.1	63.6	-19.4	-63.5	9.3	
128	2019 MAR 06 03:12:48	2019 MAR 06 04:15:37	2019 MAR 06 03:44:17	3768.0	156.5	-168.5	-37.9	63.4	-19.6	-63.4	9.3	
129	2019 MAR 06 05:10:45	2019 MAR 06 06:13:33	2019 MAR 06 05:42:13	3768.0	127.7	162.6	-66.6	63.3	-19.8	-63.2	9.3	
130	2019 MAR 06 07:08:40	2019 MAR 06 08:11:25	2019 MAR 06 07:40:07	3764.0	98.9	133.6	-95.4	63.2	-19.9	-63.2	9.3	
131	2019 MAR 06 09:06:33	2019 MAR 06 10:09:17	2019 MAR 06 09:38:01	3764.0	70.1	104.7	-124.2	63.2	-19.9	-63.1	9.3	
132	2019 MAR 06 11:04:24	2019 MAR 06 12:07:07	2019 MAR 06 11:35:51	3762.0	41.5	75.8	-152.9	63.1	-20.1	-63.1	9.3	
133	2019 MAR 06 13:02:15	2019 MAR 06 14:04:59	2019 MAR 06 13:33:41	3764.0	12.6	46.9	178.3	63.0	-20.3	-62.9	9.2	
134	2019 MAR 06 15:00:10	2019 MAR 06 16:02:57	2019 MAR 06 15:31:37	3766.0	-16.1	18.0	149.6	62.7	-20.5	-62.6	9.2	
135	2019 MAR 06 16:58:06	2019 MAR 06 18:00:53	2019 MAR 06 17:29:35	3766.0	-44.9	-10.9	120.7	62.6	-20.6	-62.6	9.2	
136	2019 MAR 06 18:56:02	2019 MAR 06 19:58:49	2019 MAR 06 19:27:31	3766.0	-73.6	-39.9	92.0	62.5	-20.7	-62.5	9.2	
137	2019 MAR 06 20:53:56	2019 MAR 06 21:56:41	2019 MAR 06 21:25:23	3764.0	-102.3	-68.8	63.2	62.4	-20.9	-62.5	9.2	
138	2019 MAR 06 22:51:47	2019 MAR 06 23:54:31	2019 MAR 06 23:23:15	3764.0	-131.2	-97.7	34.5	62.4	-20.9	-62.3	9.2	
139	2019 MAR 07 00:49:38	2019 MAR 07 01:52:23	2019 MAR 07 01:21:07	3764.0	-159.9	-126.6	5.7	62.2	-21.1	-62.2	9.1	
140	2019 MAR 07 02:47:32	2019 MAR 07 03:50:19	2019 MAR 07 03:19:01	3766.0	171.3	-155.5	-23.1	62.0	-21.3	-62.0	9.1	
141	2019 MAR 07 04:45:29	2019 MAR 07 05:48:17	2019 MAR 07 05:16:57	3768.0	142.5	175.6	-51.7	61.9	-21.5	-61.8	9.1	
142	2019 MAR 07 06:43:26	2019 MAR 07 07:46:11	2019 MAR 07 07:14:53	3764.0	113.8	146.7	-80.6	61.7	-21.7	-61.7	9.1	
143	2019 MAR 07 08:41:21	2019 MAR 07 09:44:03	2019 MAR 07 09:12:47	3762.0	85.0	117.7	-109.3	61.7	-21.8	-61.6	9.1	
144	2019 MAR 07 10:39:12	2019 MAR 07 11:41:55	2019 MAR 07 11:10:37	3762.0	56.3	88.8	-138.0	61.6	-21.9	-61.5	9.1	
145	2019 MAR 07 12:37:03	2019 MAR 07 13:39:47	2019 MAR 07 13:08:29	3764.0	27.5	59.9	-166.7	61.5	-22.1	-61.3	9.1	
146	2019 MAR 07 14:34:57	2019 MAR 07 15:37:41	2019 MAR 07 15:06:23	3764.0	-1.3	31.0	164.4	61.3	-22.3	-61.2	9.0	
147	2019 MAR 07 16:32:53	2019 MAR 07 17:35:39	2019 MAR 07 17:04:21	3766.0	-30.1	2.1	135.6	61.1	-22.5	-61.0	9.0	
148	2019 MAR 07 18:30:50	2019 MAR 07 19:33:37	2019 MAR 07 19:02:17	3766.0	-58.7	-26.8	106.9	60.9	-22.7	-60.8	9.0	
149	2019 MAR 07 20:28:45	2019 MAR 07 21:31:31	2019 MAR 07 21:00:11	3766.0	-87.6	-55.8	78.1	60.8	-22.8	-60.8	9.0	
150	2019 MAR 07 22:26:38	2019 MAR 07 23:29:21	2019 MAR 07 22:58:03	3762.0	-116.2	-84.7	49.4	60.7	-22.9	-60.7	9.0	
151	2019 MAR 08 00:24:29	2019 MAR 08 01:27:13	2019 MAR 08 00:55:55	3764.0	-145.1	-113.6	20.6	60.6	-23.0	-60.5	9.0	
152	2019 MAR 08 02:22:22	2019 MAR 08 03:25:09	2019 MAR 08 02:53:49	3766.0	-173.8	-142.4	-8.1	60.4	-23.3	-60.3	9.0	
153	2019 MAR 08 04:20:19	2019 MAR 08 05:23:05	2019 MAR 08 04:51:45	3766.0	157.4	-171.3	-37.0	60.2	-23.5	-60.2	8.9	
154	2019 MAR 08 06:18:17	2019 MAR 08 07:21:03	2019 MAR 08 06:49:43	3766.0	128.6	159.8	-65.6	60.0	-23.7	-59.9	8.9	
155	2019 MAR 08 08:16:13	2019 MAR 08 09:18:57	2019 MAR 08 08:47:37	3764.0	99.9	130.8	-94.4	59.9	-23.8	-59.8	8.9	
156	2019 MAR 08 10:14:06	2019 MAR 08 11:16:49	2019 MAR 08 10:45:31	3762.0	71.2	101.9	-123.1	59.8	-24.0	-59.7	8.9	
157	2019 MAR 08 12:11:57	2019 MAR 08 13:14:39	2019 MAR 08 12:43:21	3762.0	42.4	73.0	-151.9	59.7	-24.1	-59.6	8.9	
158	2019 MAR 08 14:09:50	2019 MAR 08 15:12:33	2019 MAR 08 14:41:13	3762.0	13.7	44.1	179.3	59.5	-24.4	-59.4	8.9	
159	2019 MAR 08 16:07:46	2019 MAR 08 17:10:31	2019 MAR 08 16:39:11	3764.0	-15.1	15.3	150.6	59.3	-24.6	-59.2	8.9	
160	2019 MAR 08 18:05:43	2019 MAR 08 19:08:29	2019 MAR 08 18:37:09	3766.0	-43.9	-13.7	121.8	59.1	-24.7	-59.0	8.8	
161	2019 MAR 08 20:03:40	2019 MAR 08 21:06:25	2019 MAR 08 20:35:05	3764.0	-72.6	-42.6	93.0	58.9	-24.9	-58.9	8.8	
162	2019 MAR 08 22:01:33	2019 MAR 08 23:04:17	2019 MAR 08 22:32:59	3762.0	-101.4	-71.5	64.3	58.8	-25.1	-58.8	8.8	
