S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2021 JUN 12 21:12:00,73.2711,75.8501,313.6519,15.0383,57.8648,1.2722e-14,57.8648
TGO,2021 JUN 12 20:24:00,74.4587,80.0713,432.028,14.5411,57.1478,0.4831,57.4505

MRO,2021 JUN 13 02:48:00,71.8029,-4.78,314.5914,15.1142,57.2318,6.1756e-14,57.2318
TGO,2021 JUN 13 02:18:00,74.8421,-3.9071,431.9373,14.6856,57.7907,2.1138,56.2775

MRO,2021 JUN 13 19:39:00,76.1037,106.2299,315.5026,14.9172,59.1969,1.9232e-14,59.1969
TGO,2021 JUN 13 20:00:00,74.0334,104.8126,432.5478,15.1633,58.6403,0.80577,59.2451

MRO,2021 JUN 18 02:27:00,72.196,48.0641,314.5494,15.1078,56.9448,7.1119e-15,56.9448
TGO,2021 JUN 18 02:12:00,73.5605,47.1021,432.7676,14.8003,56.7567,0.42017,56.3676

MRO,2021 JUN 18 08:03:00,70.4075,-32.5046,313.6501,15.1878,56.2118,2.2935e-14,56.2118
TGO,2021 JUN 18 08:06:00,73.2572,-35.9674,431.8569,15.0056,57.2027,1.8537,55.51

MRO,2021 JUN 19 21:27:00,72.298,140.5059,315.507,15.1278,56.9074,1.0668e-14,56.9074
TGO,2021 JUN 19 21:27:00,72.0181,140.1381,432.5504,15.1033,56.6538,0.085466,56.6868

MRO,2021 JUN 20 03:03:00,70.8607,59.1568,312.3376,15.1556,56.1676,2.4841e-14,56.1676
TGO,2021 JUN 20 03:21:00,71.7716,54.7697,432.2274,15.1553,56.6827,0.082447,56.717

MRO,2021 JUN 20 23:36:00,68.0747,120.5043,312.4806,15.2494,54.984,4.2105e-14,54.984
TGO,2021 JUN 20 23:00:00,71.7255,125.1166,432.3516,14.9728,55.8996,0.08474,55.9255

MRO,2021 JUN 21 16:27:00,72.9968,-127.8357,312.5009,15.0956,57.0367,7.9514e-15,57.0367
TGO,2021 JUN 21 16:42:00,70.4109,-129.4272,431.1907,15.2328,56.0888,0.068836,56.122

MRO,2021 JUN 22 18:36:00,68.7053,-147.4089,312.4261,15.2456,55.1363,2.3372e-14,55.1363
TGO,2021 JUN 22 18:15:00,70.0304,-144.214,430.6717,15.1178,55.3037,0.2315,55.0768

MRO,2021 JUN 23 00:12:00,66.7705,131.5781,313.3727,15.2958,54.3688,2.4841e-14,54.3688
TGO,2021 JUN 23 00:09:00,69.331,130.6964,431.7999,15.1883,55.1948,0.059211,55.2225

MRO,2021 JUN 23 03:57:00,68.84,75.9326,311.6075,15.2364,55.1316,2.3601e-14,55.1316
