Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2021 DEC 25 15:02:16,2021 DEC 25 17:00:05,7069,2021 DEC 25 15:00:16,2021 DEC 25 15:59:09,3533,2021 DEC 25 15:59:10,2021 DEC 25 16:58:05,3535,66.6675,2021 DEC 25 16:28:24
5,5,2,2021 DEC 25 17:00:06,2021 DEC 25 18:57:57,7071,2021 DEC 25 16:58:06,2021 DEC 25 17:56:59,3533,2021 DEC 25 17:57:00,2021 DEC 25 18:55:57,3537,66.4389,2021 DEC 25 18:26:15
3,3,3,2021 DEC 25 18:57:58,2021 DEC 25 20:55:52,7074,2021 DEC 25 18:55:58,2021 DEC 25 19:54:52,3534,2021 DEC 25 19:54:53,2021 DEC 25 20:53:52,3539,66.1859,2021 DEC 25 20:24:08
5,5,4,2021 DEC 25 20:55:53,2021 DEC 25 22:53:49,7076,2021 DEC 25 20:53:53,2021 DEC 25 21:52:49,3536,2021 DEC 25 21:52:50,2021 DEC 25 22:51:49,3539,65.9336,2021 DEC 25 22:22:05
3,3,5,2021 DEC 25 22:53:50,2021 DEC 26 00:51:46,7076,2021 DEC 25 22:51:50,2021 DEC 25 23:50:48,3538,2021 DEC 25 23:50:49,2021 DEC 26 00:49:46,3537,65.6923,2021 DEC 26 00:20:04
5,5,6,2021 DEC 26 00:51:47,2021 DEC 26 02:49:42,7075,2021 DEC 26 00:49:47,2021 DEC 26 01:48:46,3539,2021 DEC 26 01:48:47,2021 DEC 26 02:47:42,3535,65.4602,2021 DEC 26 02:18:01
3,3,7,2021 DEC 26 02:49:43,2021 DEC 26 04:47:35,7072,2021 DEC 26 02:47:43,2021 DEC 26 03:46:40,3537,2021 DEC 26 03:46:41,2021 DEC 26 04:45:35,3534,65.2325,2021 DEC 26 04:15:54
5,5,8,2021 DEC 26 04:47:36,2021 DEC 26 06:45:26,7070,2021 DEC 26 04:45:36,2021 DEC 26 05:44:30,3534,2021 DEC 26 05:44:31,2021 DEC 26 06:43:26,3535,65.0033,2021 DEC 26 06:13:44
3,3,9,2021 DEC 26 06:45:27,2021 DEC 26 08:43:20,7073,2021 DEC 26 06:43:27,2021 DEC 26 07:42:23,3536,2021 DEC 26 07:42:24,2021 DEC 26 08:41:20,3536,64.7704,2021 DEC 26 08:11:39
5,5,10,2021 DEC 26 08:43:21,2021 DEC 26 10:41:18,7077,2021 DEC 26 08:41:21,2021 DEC 26 09:40:19,3538,2021 DEC 26 09:40:20,2021 DEC 26 10:39:18,3538,64.5211,2021 DEC 26 10:09:36
3,3,11,2021 DEC 26 10:41:19,2021 DEC 26 12:39:16,7077,2021 DEC 26 10:39:19,2021 DEC 26 11:38:16,3537,2021 DEC 26 11:38:17,2021 DEC 26 12:37:16,3539,64.2638,2021 DEC 26 12:07:33
3,3,12,2021 DEC 26 12:39:17,2021 DEC 26 14:37:13,7076,2021 DEC 26 12:37:17,2021 DEC 26 13:36:13,3536,2021 DEC 26 13:36:14,2021 DEC 26 14:35:13,3539,64.017,2021 DEC 26 14:05:29
3,3,13,2021 DEC 26 14:37:14,2021 DEC 26 16:35:05,7071,2021 DEC 26 14:35:14,2021 DEC 26 15:34:08,3534,2021 DEC 26 15:34:09,2021 DEC 26 16:33:05,3536,63.7919,2021 DEC 26 16:03:22
5,5,14,2021 DEC 26 16:35:06,2021 DEC 26 18:32:56,7070,2021 DEC 26 16:33:06,2021 DEC 26 17:31:59,3533,2021 DEC 26 17:32:00,2021 DEC 26 18:30:56,3536,63.5722,2021 DEC 26 18:01:14
3,3,15,2021 DEC 26 18:32:57,2021 DEC 26 20:30:49,7072,2021 DEC 26 18:30:57,2021 DEC 26 19:29:51,3534,2021 DEC 26 19:29:52,2021 DEC 26 20:28:49,3537,63.33,2021 DEC 26 19:59:07
5,5,16,2021 DEC 26 20:30:50,2021 DEC 26 22:28:46,7076,2021 DEC 26 20:28:50,2021 DEC 26 21:27:46,3536,2021 DEC 26 21:27:47,2021 DEC 26 22:26:46,3539,63.076,2021 DEC 26 21:57:02
5,5,17,2021 DEC 26 22:28:47,2021 DEC 27 00:26:43,7076,2021 DEC 26 22:26:47,2021 DEC 26 23:25:44,3537,2021 DEC 26 23:25:45,2021 DEC 27 00:24:43,3538,62.8297,2021 DEC 26 23:54:59
3,3,18,2021 DEC 27 00:26:44,2021 DEC 27 02:24:39,7075,2021 DEC 27 00:24:44,2021 DEC 27 01:23:42,3538,2021 DEC 27 01:23:43,2021 DEC 27 02:22:39,3536,62.593,2021 DEC 27 01:52:57
5,5,19,2021 DEC 27 02:24:40,2021 DEC 27 04:22:33,7073,2021 DEC 27 02:22:40,2021 DEC 27 03:21:38,3538,2021 DEC 27 03:21:39,2021 DEC 27 04:20:33,3534,62.3649,2021 DEC 27 03:50:52
3,3,20,2021 DEC 27 04:22:34,2021 DEC 27 06:20:25,7071,2021 DEC 27 04:20:34,2021 DEC 27 05:19:28,3534,2021 DEC 27 05:19:29,2021 DEC 27 06:18:25,3536,62.1373,2021 DEC 27 05:48:42
1,1,21,2021 DEC 27 06:20:26,2021 DEC 27 08:18:17,7071,2021 DEC 27 06:18:26,2021 DEC 27 07:17:20,3534,2021 DEC 27 07:17:21,2021 DEC 27 08:16:17,3536,61.9093,2021 DEC 27 07:46:35
3,3,22,2021 DEC 27 08:18:18,2021 DEC 27 10:16:13,7075,2021 DEC 27 08:16:18,2021 DEC 27 09:15:15,3537,2021 DEC 27 09:15:16,2021 DEC 27 10:14:13,3537,61.6681,2021 DEC 27 09:44:31
1,1,23,2021 DEC 27 10:16:14,2021 DEC 27 12:14:12,7078,2021 DEC 27 10:14:14,2021 DEC 27 11:13:12,3538,2021 DEC 27 11:13:13,2021 DEC 27 12:12:12,3539,61.4119,2021 DEC 27 11:42:29
3,3,24,2021 DEC 27 12:14:13,2021 DEC 27 14:12:09,7076,2021 DEC 27 12:12:13,2021 DEC 27 13:11:09,3536,2021 DEC 27 13:11:10,2021 DEC 27 14:10:09,3539,61.1577,2021 DEC 27 13:40:25
1,1,25,2021 DEC 27 14:12:10,2021 DEC 27 16:10:03,7073,2021 DEC 27 14:10:10,2021 DEC 27 15:09:04,3534,2021 DEC 27 15:09:05,2021 DEC 27 16:08:03,3538,60.9237,2021 DEC 27 15:38:20
3,3,26,2021 DEC 27 16:10:04,2021 DEC 27 18:07:54,7070,2021 DEC 27 16:08:04,2021 DEC 27 17:06:57,3533,2021 DEC 27 17:06:58,2021 DEC 27 18:05:54,3536,60.7053,2021 DEC 27 17:36:12
3,3,27,2021 DEC 27 18:07:55,2021 DEC 27 20:05:46,7071,2021 DEC 27 18:05:55,2021 DEC 27 19:04:48,3533,2021 DEC 27 19:04:49,2021 DEC 27 20:03:46,3537,60.4737,2021 DEC 27 19:34:04
