MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2023 AUG 08 20:09:00,-48.6719,117.7019,252.2645,15.7511,89.0338,4.5981e-14,89.0338,2023 AUG 08 20:21:00,-48.68,116.216,379.7107,15.8467,89.7558,0.49733,89.6887
2023 AUG 10 03:57:00,-46.3274,13.1831,253.6737,15.735,87.3295,1.9347e-14,87.3295,2023 AUG 10 03:48:00,-47.013,14.1546,379.6549,15.6539,87.1602,0.49243,87.0823
2023 AUG 10 07:42:00,-44.6444,-41.7224,252.8921,15.7247,86.1384,2.2036e-14,86.1384,2023 AUG 10 07:45:00,-43.7917,-42.348,381.2486,15.7317,85.6356,0.49643,85.5618
2023 AUG 11 21:09:00,-34.5333,130.7821,254.3556,15.6764,79.0371,5.472e-14,79.0371,2023 AUG 11 21:09:00,-32.7288,131.5782,380.7018,15.7294,78.3757,0.54533,78.4792
2023 AUG 20 00:00:00,39.4469,162.2693,295.4969,15.4294,45.7312,1.2722e-14,45.7312,2023 AUG 20 00:06:00,38.5608,161.6754,415.3742,15.4872,46.3475,2.1335,48.399
2023 AUG 21 11:33:00,43.5556,2.9824,297.8157,15.4122,46.0437,7.2567e-14,46.0437,2023 AUG 21 11:30:00,43.3972,2.6769,417.6668,15.3433,45.2811,1.8089,46.9349
2023 AUG 21 15:18:00,45.2625,-51.9572,298.2745,15.3997,46.1925,4.8964e-14,46.1925,2023 AUG 21 15:27:00,46.6294,-53.6024,420.3524,15.4361,46.8136,0.10379,46.7118
2023 AUG 23 02:51:00,49.782,148.5915,302.4874,15.3717,46.9614,5.0988e-14,46.9614,2023 AUG 23 02:51:00,51.3658,148.0754,422.8686,15.3372,47.0773,0.095993,47.1328
2023 AUG 24 14:24:00,54.4515,-10.8935,303.9916,15.3414,48.1449,4.1009e-14,48.1449,2023 AUG 24 14:15:00,55.966,-9.8293,425.7477,15.2661,48.0788,1.1163,48.8559
2023 SEP 01 13:12:00,68.8618,80.3165,310.6906,15.1342,53.7987,1.4881e-14,53.7987,2023 SEP 01 12:57:00,68.9092,80.6028,431.8067,14.9097,52.8472,1.2912,53.313
