THERMAL ORBIT NUMBER WITH LNO MEASURING H2O IN IRDAYSIDE, OBSERVATION NAME, DIFFRACTION ORDER MEASURED
1, Nominal 4SUBD 01, 168
2, Nominal 4SUBD 01, 168
5, CH4 H2O 2SUBD 02, 168
9, HDO H2O 2SUBD 02, 168
11, HDO H2O 2SUBD 02, 168
14, CH4 H2O 2SUBD 02, 168
20, HDO H2O 2SUBD 02, 168
22, Nominal 4SUBD 01, 168
24, CH4 H2O 2SUBD 02, 168
27, CH4 H2O 2SUBD 02, 168
32, Nominal 3SUBD 01, 167
38, Nominal 3SUBD 01, 167
40, Nominal 3SUBD 01, 167
42, CH4 H2O 2SUBD 01, 168
44, H2O CO 2SUBD 01, 168
50, H2O CO 2SUBD 01, 168
52, HDO CO 3SUBD 02, 168
54, Nominal Limb 01, 169
55, CH4 H2O 2SUBD 01, 168
58, HDO H2O 2SUBD 03, 168
61, Nominal 4SUBD 01, 168
64, CH4 H2O 2SUBD 02, 168
66, H2O 2SUBD 01, 167
69, CH4 H2O 2SUBD 01, 168
71, Nominal 3SUBD 01, 167
75, CH4 H2O 2SUBD 02, 168
84, CO H2O 3SUBD 01, 168
87, HDO H2O 2SUBD 03, 168
89, CH4 3SUBD 01, 168
92, CH4 H2O 2SUBD 02, 168
94, Nominal 4SUBD 01, 168
96, HDO H2O 2SUBD 03, 168
98, H2O CO 2SUBD 01, 168
100, Nominal 6SUBD 01, 168
103, HDO H2O 2SUBD 03, 168
105, CH4 H2O 2SUBD 02, 168
109, Ice H2O 2SUBD #1, 168
113, CH4 H2O 2SUBD 02, 168
116, Nominal 6SUBD 01, 168
119, Nominal 6SUBD 01, 168
122, Nominal 3SUBD 01, 167
125, CH4 H2O 2SUBD 02, 168
127, Nominal 6SUBD 01, 168
129, CH4 H2O 2SUBD 02, 168
131, Nominal 4SUBD 01, 168
136, HDO H2O 2SUBD 02, 168
142, Nominal 6SUBD 01, 168
144, Nominal 4SUBD 01, 168
146, Nominal 4SUBD 01, 168
151, CO H2O 3SUBD 01, 168
153, Nominal 3SUBD 01, 167
155, HDO CO 3SUBD 02, 168
157, Nominal 6SUBD 01, 168
159, CO H2O 3SUBD 01, 168
161, Nominal 3SUBD 01, 167
162, Nominal 4SUBD 01, 168
168, Nominal Limb 01, 169
170, Nominal 4SUBD 01, 168
173, HDO H2O 2SUBD 02, 168
175, CO H2O 3SUBD 01, 168
178, Nominal Limb 01, 169
186, HDO CO 3SUBD 02, 168
190, HDO H2O 2SUBD 02, 168
192, CO H2O 3SUBD 01, 168
194, CO H2O 3SUBD 01, 168
198, Nominal 3SUBD 01, 167
204, H2O CO 2SUBD 01, 168
206, CH4 H2O 2SUBD 01, 168
208, Nominal 6SUBD 01, 168
210, Nominal 6SUBD 01, 168
212, CH4 3SUBD 01, 168
214, Nominal Limb 01, 169
216, Ice H2O 2SUBD #1, 168
218, Ice H2O 2SUBD #1, 168
220, Nominal 6SUBD 01, 168
224, CO H2O 3SUBD 01, 168
226, Nominal 6SUBD 01, 168
230, CH4 H2O 2SUBD 01, 168
232, Ice H2O 2SUBD #1, 168
234, Nominal 6SUBD 01, 168
236, Nominal 6SUBD 01, 168
238, Nominal 6SUBD 01, 168
244, HDO H2O 2SUBD 03, 168
250, Nominal 6SUBD 01, 168
252, CO H2O 3SUBD 01, 168
258, Ice H2O 2SUBD #1, 168
260, Ice H2O 2SUBD #1, 168
262, Nominal 6SUBD 01, 168
264, Nominal 6SUBD 01, 168
266, Nominal 6SUBD 01, 168
268, CO H2O 3SUBD 01, 168
270, CO H2O 3SUBD 01, 168
274, Ice H2O 2SUBD #1, 168
284, Nominal 6SUBD 01, 168
287, Nominal Limb 01, 169
289, Nominal Limb 01, 169
291, HDO H2O 2SUBD 02, 168
295, CO H2O 3SUBD 01, 168
299, Nominal Limb 01, 169
301, CO H2O 3SUBD 01, 168
303, Nominal 6SUBD 01, 168
305, Nominal Limb 01, 169
307, H2O 2SUBD 01, 167
309, Nominal 6SUBD 01, 168
315, H2O CO 2SUBD 01, 168
319, CH4 3SUBD 01, 168
325, Nominal 3SUBD 01, 167
331, HDO H2O 2SUBD 03, 168
333, Nominal 6SUBD 01, 168
337, Nominal 3SUBD 01, 167
341, Nominal 3SUBD 01, 167
