windowLineCount,windowLeftTop,detectorSupply,aotfDelay,dataSource,dataValidSource,rythm
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
