windowLineCount,windowLeftTop,detectorSupply,aotfDelay,dataSource,dataValidSource,rythm
11,122,1,1,0,0,1 # DEFAULT_OCCULTATION
15,120,1,1,0,0,1 # DEFAULT_OCCULTATION
19,118,1,1,0,0,1 # DEFAULT_OCCULTATION
23,116,1,1,0,0,1 # DEFAULT_CALIBRATION
11,118,1,1,0,0,1 # OCCULTATION
11,119,1,1,0,0,1 # OCCULTATION
11,120,1,1,0,0,1 # OCCULTATION
11,121,1,1,0,0,1 # OCCULTATION
11,123,1,1,0,0,1 # OCCULTATION
11,124,1,1,0,0,1 # OCCULTATION
11,125,1,1,0,0,1 # OCCULTATION
11,126,1,1,0,0,1 # OCCULTATION
11,118,1,1,0,0,2 # OCCULTATION
11,119,1,1,0,0,2 # OCCULTATION
11,120,1,1,0,0,2 # OCCULTATION
11,121,1,1,0,0,2 # OCCULTATION
11,122,1,1,0,0,2 # OCCULTATION
11,123,1,1,0,0,2 # OCCULTATION
11,124,1,1,0,0,2 # OCCULTATION
11,125,1,1,0,0,2 # OCCULTATION
11,126,1,1,0,0,2 # OCCULTATION
11,118,1,1,0,0,4 # OCCULTATION
11,119,1,1,0,0,4 # OCCULTATION
11,120,1,1,0,0,4 # OCCULTATION
11,121,1,1,0,0,4 # OCCULTATION
11,122,1,1,0,0,4 # OCCULTATION
11,123,1,1,0,0,4 # OCCULTATION
11,124,1,1,0,0,4 # OCCULTATION
11,125,1,1,0,0,4 # OCCULTATION
11,126,1,1,0,0,4 # OCCULTATION
15,116,1,1,0,0,1 # OCCULTATION
15,117,1,1,0,0,1 # OCCULTATION
15,118,1,1,0,0,1 # OCCULTATION
15,119,1,1,0,0,1 # OCCULTATION
15,121,1,1,0,0,1 # OCCULTATION
15,122,1,1,0,0,1 # OCCULTATION
15,123,1,1,0,0,1 # OCCULTATION
15,124,1,1,0,0,1 # OCCULTATION
15,116,1,1,0,0,2 # OCCULTATION
15,117,1,1,0,0,2 # OCCULTATION
15,118,1,1,0,0,2 # OCCULTATION
15,119,1,1,0,0,2 # OCCULTATION
15,120,1,1,0,0,2 # OCCULTATION
15,121,1,1,0,0,2 # OCCULTATION
15,122,1,1,0,0,2 # OCCULTATION
15,123,1,1,0,0,2 # OCCULTATION
15,124,1,1,0,0,2 # OCCULTATION
15,116,1,1,0,0,4 # OCCULTATION
15,117,1,1,0,0,4 # OCCULTATION
15,118,1,1,0,0,4 # OCCULTATION
15,119,1,1,0,0,4 # OCCULTATION
15,120,1,1,0,0,4 # OCCULTATION
15,121,1,1,0,0,4 # OCCULTATION
15,122,1,1,0,0,4 # OCCULTATION
15,123,1,1,0,0,4 # OCCULTATION
15,124,1,1,0,0,4 # OCCULTATION
19,114,1,1,0,0,1 # OCCULTATION
19,115,1,1,0,0,1 # OCCULTATION
19,116,1,1,0,0,1 # OCCULTATION
19,117,1,1,0,0,1 # OCCULTATION
19,119,1,1,0,0,1 # OCCULTATION
19,120,1,1,0,0,1 # OCCULTATION
19,121,1,1,0,0,1 # OCCULTATION
19,122,1,1,0,0,1 # OCCULTATION
19,114,1,1,0,0,2 # OCCULTATION
19,115,1,1,0,0,2 # OCCULTATION
19,116,1,1,0,0,2 # OCCULTATION
19,117,1,1,0,0,2 # OCCULTATION
19,118,1,1,0,0,2 # OCCULTATION
19,119,1,1,0,0,2 # OCCULTATION
19,120,1,1,0,0,2 # OCCULTATION
19,121,1,1,0,0,2 # OCCULTATION
19,122,1,1,0,0,2 # OCCULTATION
19,114,1,1,0,0,4 # OCCULTATION
19,115,1,1,0,0,4 # OCCULTATION
19,116,1,1,0,0,4 # OCCULTATION
19,117,1,1,0,0,4 # OCCULTATION
19,118,1,1,0,0,4 # OCCULTATION
19,119,1,1,0,0,4 # OCCULTATION
19,120,1,1,0,0,4 # OCCULTATION
19,121,1,1,0,0,4 # OCCULTATION
19,122,1,1,0,0,4 # OCCULTATION
23,104,1,1,0,0,1 # CALIBRATION
23,112,1,1,0,0,1 # CALIBRATION
23,113,1,1,0,0,1 # CALIBRATION
23,114,1,1,0,0,1 # CALIBRATION
23,115,1,1,0,0,1 # CALIBRATION
23,117,1,1,0,0,1 # CALIBRATION
23,118,1,1,0,0,1 # CALIBRATION
23,119,1,1,0,0,1 # CALIBRATION
23,120,1,1,0,0,1 # CALIBRATION
23,112,1,1,0,0,2 # CALIBRATION
23,113,1,1,0,0,2 # CALIBRATION
23,114,1,1,0,0,2 # CALIBRATION
23,115,1,1,0,0,2 # CALIBRATION
23,116,1,1,0,0,2 # CALIBRATION
23,117,1,1,0,0,2 # CALIBRATION
23,118,1,1,0,0,2 # CALIBRATION
23,119,1,1,0,0,2 # CALIBRATION
23,120,1,1,0,0,2 # CALIBRATION
23,112,1,1,0,0,4 # CALIBRATION
23,113,1,1,0,0,4 # CALIBRATION
23,114,1,1,0,0,4 # CALIBRATION
23,115,1,1,0,0,4 # CALIBRATION
23,116,1,1,0,0,4 # CALIBRATION
23,117,1,1,0,0,4 # CALIBRATION
23,118,1,1,0,0,4 # CALIBRATION
23,119,1,1,0,0,4 # CALIBRATION
23,120,1,1,0,0,4 # CALIBRATION
3,120,1,1,0,0,1 # OCCULTATION_TEST
3,121,1,1,0,0,1 # OCCULTATION_TEST
3,122,1,1,0,0,1 # OCCULTATION_TEST
3,123,1,1,0,0,1 # OCCULTATION_TEST
3,124,1,1,0,0,1 # OCCULTATION_TEST
3,125,1,1,0,0,1 # OCCULTATION_TEST
3,126,1,1,0,0,1 # OCCULTATION_TEST
3,127,1,1,0,0,1 # OCCULTATION_TEST
3,128,1,1,0,0,1 # OCCULTATION_TEST
3,129,1,1,0,0,1 # OCCULTATION_TEST
3,130,1,1,0,0,1 # OCCULTATION_TEST
3,131,1,1,0,0,1 # OCCULTATION_TEST
3,132,1,1,0,0,1 # OCCULTATION_TEST
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
0,0,0,0,0,0,0 # EMPTY ROW
