S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2024 JAN 21 08:42:00,75.5104,70.0564,314.1056,15.1936,82.5516,1.1468e-14,82.5516
TGO,2024 JAN 21 08:39:00,75.1499,69.6648,433.9443,15.1189,82.1035,0.12164,82.14

MRO,2024 JAN 23 03:42:00,74.2054,163.5077,316.7694,15.2739,82.3658,2.3155e-14,82.3658
TGO,2024 JAN 23 03:54:00,73.8791,164.8034,433.93,15.555,83.0676,0.10331,83.1111

MRO,2024 JAN 26 02:45:00,74.0294,-153.7269,314.1746,15.2744,82.9591,1.8883e-14,82.9591
TGO,2024 JAN 26 02:39:00,73.44,-154.1639,432.3731,15.1481,82.1781,0.10566,82.2038

MRO,2024 JAN 31 04:15:00,66.9587,-124.5912,309.9187,15.4653,80.4918,1.4918e-14,80.4918
TGO,2024 JAN 31 04:33:00,65.9372,-124.4379,429.9354,15.7675,81.3828,3.8876,77.5028

MRO,2024 FEB 01 15:45:00,61.7434,78.5165,308.0959,15.5556,78.2351,2.3059e-14,78.2351
TGO,2024 FEB 01 15:57:00,61.2229,78.5192,428.7471,15.7503,79.0965,5.2388,84.3351

MRO,2024 FEB 06 02:15:00,47.3916,-34.0651,299.7926,15.6978,72.4017,2.7175e-14,72.4017
TGO,2024 FEB 06 02:09:00,47.7653,-32.7272,422.6968,15.6894,72.522,0.056149,72.4984

MRO,2024 FEB 07 13:42:00,33.0039,169.5192,291.472,15.7703,66.5912,6.3631e-14,66.5912
TGO,2024 FEB 07 13:36:00,34.3155,171.2092,412.583,15.7856,67.3306,2.1746,69.4622

MRO,2024 FEB 07 15:33:00,29.0972,142.7475,288.2751,15.7858,65.1569,6.0011e-14,65.1569
TGO,2024 FEB 07 15:36:00,28.3023,143.6405,408.2802,15.8942,66.1532,4.0286,70.1623

MRO,2024 FEB 09 01:09:00,18.7115,12.8154,280.2407,15.8233,62.0189,3.9979e-14,62.0189
TGO,2024 FEB 09 01:03:00,20.684,14.079,402.2461,15.8103,62.5021,0.80034,61.7255

MRO,2024 FEB 09 03:00:00,14.7864,-13.9909,276.8781,15.8367,61.0037,4.3522e-14,61.0037
TGO,2024 FEB 09 03:03:00,14.6132,-14.0583,399.6841,15.8808,61.5684,2.4521,64.0109

MRO,2024 FEB 10 14:27:00,0.80593,-170.9027,267.904,15.8756,58.5242,6.4106e-15,58.5242
TGO,2024 FEB 10 14:30:00,0.70695,-172.186,391.7254,15.8389,57.9621,0.27062,58.1088

MRO,2024 FEB 13 07:42:00,-36.4632,-41.4911,254.5011,16.0036,61.5357,3.9213e-14,61.5357
TGO,2024 FEB 13 07:33:00,-34.7683,-39.8194,381.1824,15.9692,60.7696,0.55257,60.8525

MRO,2024 FEB 13 09:36:00,-30.5882,-69.5998,254.2315,15.9789,60.1043,4.5427e-14,60.1043
TGO,2024 FEB 13 09:30:00,-32.1446,-69.6239,381.3075,15.8797,59.1414,1.1383,59.9688

MRO,2024 FEB 14 21:03:00,-44.9577,133.9337,253.3148,16.0469,63.8392,7.8683e-14,63.8392
TGO,2024 FEB 14 20:57:00,-45.731,134.381,378.7669,15.9794,63.3805,0.4485,63.2566

MRO,2024 FEB 16 14:06:00,-60.7444,-103.1279,251.2172,16.1917,69.6452,1.778e-14,69.6452
TGO,2024 FEB 16 14:18:00,-59.8562,-103.8518,378.2071,16.3381,70.376,0.51746,70.4341

