THERMAL ORBIT NUMBER WITH LNO MEASURING H2O IN IRDAYSIDE, OBSERVATION NAME, DIFFRACTION ORDER MEASURED
1, CH4 H2O 2SUBD 01, 168
2, Ice H2O 2SUBD #1, 168
4, Nominal 3SUBD 01, 167
6, Nominal 3SUBD 01, 167
8, HDO CO 3SUBD 02, 168
13, Nominal 6SUBD 01, 168
15, Nominal 6SUBD 01, 168
16, HDO H2O 2SUBD 03, 168
18, Ice H2O 2SUBD #1, 168
19, Nominal 4SUBD 01, 168
21, Nominal 6SUBD 01, 168
23, CH4 3SUBD 01, 168
28, Nominal 3SUBD 01, 167
29, H2O CO 2SUBD 01, 168
32, CH4 3SUBD 01, 168
33, H2O 2SUBD 01, 167
35, H2O 2SUBD 01, 167
36, H2O 2SUBD 01, 167
38, Nominal 6SUBD 01, 168
39, H2O 2SUBD 01, 167
41, CO H2O 3SUBD 01, 168
43, CH4 H2O 2SUBD 02, 168
45, Nominal 3SUBD 01, 167
46, CH4 3SUBD 01, 168
50, CH4 H2O 2SUBD 01, 168
51, H2O 2SUBD 01, 167
53, Nominal 3SUBD 01, 167
54, HDO CO 3SUBD 02, 168
56, Nominal 6SUBD 01, 168
58, Ice H2O 2SUBD #1, 168
60, CH4 H2O 2SUBD 02, 168
61, Nominal 4SUBD 01, 168
69, H2O 2SUBD 01, 167
71, CH4 H2O 2SUBD 01, 168
76, CO H2O 3SUBD 01, 168
84, Nominal 3SUBD 01, 167
87, Nominal 6SUBD 01, 168
90, H2O CO 2SUBD 01, 168
94, Nominal 3SUBD 01, 167
96, H2O CO 2SUBD 01, 168
101, CO H2O 3SUBD 01, 168
106, HDO H2O 2SUBD 03, 168
110, CH4 H2O 2SUBD 02, 168
113, CO H2O 3SUBD 01, 168
115, Nominal 3SUBD 01, 167
119, H2O CO 2SUBD 01, 168
123, H2O 2SUBD 01, 167
124, Nominal 4SUBD 01, 168
127, Nominal 6SUBD 01, 168
129, CO H2O 3SUBD 01, 168
131, CH4 H2O 2SUBD 01, 168
132, Ice H2O 2SUBD #1, 168
134, HDO H2O 2SUBD 02, 168
135, Ice H2O 2SUBD #1, 168
137, Nominal 6SUBD 01, 168
139, Nominal 3SUBD 01, 167
145, HDO H2O 2SUBD 02, 168
147, CH4 H2O 2SUBD 02, 168
150, H2O CO 2SUBD 01, 168
152, Nominal 6SUBD 01, 168
153, Nominal 4SUBD 01, 168
155, H2O 2SUBD 01, 167
156, H2O 2SUBD 01, 167
158, HDO CO 3SUBD 02, 168
160, H2O 2SUBD 01, 167
161, HDO CO 3SUBD 02, 168
163, Nominal 6SUBD 01, 168
165, H2O 2SUBD 01, 167
168, Ice H2O 2SUBD #1, 168
172, H2O 2SUBD 01, 167
174, CH4 H2O 2SUBD 01, 168
176, Nominal 3SUBD 01, 167
185, Ice H2O 2SUBD #1, 168
196, Nominal Limb 01, 169
202, Ice H2O 2SUBD #1, 168
214, Ice H2O 2SUBD #1, 168
222, Nominal Limb 01, 169
226, Ice H2O 2SUBD #1, 168
248, Nominal 3SUBD 01, 167
252, H2O CO 2SUBD 01, 168
258, CO H2O 3SUBD 01, 168
264, Ice H2O 2SUBD #1, 168
278, Nominal 4SUBD 01, 168
296, Nominal Limb 01, 169
300, Nominal 6SUBD 01, 168
316, Ice H2O 2SUBD #1, 168
319, CH4 H2O 2SUBD 01, 168
320, H2O 2SUBD 01, 167
324, Nominal 3SUBD 01, 167
328, HDO H2O 2SUBD 02, 168
330, Nominal 4SUBD 01, 168
332, CH4 H2O 2SUBD 02, 168
334, CH4 H2O 2SUBD 02, 168
335, HDO H2O 2SUBD 02, 168
336, Ice H2O 2SUBD #1, 168
338, Nominal 3SUBD 01, 167
340, Nominal 3SUBD 01, 167
