TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,LNO_OBSERVING (1=YES;0=NO),OBSERVATION NUMBER,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
1,1,1452,1452,0,29,Ingress,2019 FEB 24 18:12:28,OBSERVATION_COMMENT
1,1,1410,1410,0,44,Ingress,2019 FEB 25 05:59:42,OBSERVATION_COMMENT
1,1,1427,1427,0,55,Ingress,2019 FEB 25 17:47:00,OBSERVATION_COMMENT
1,1,1215,1215,0,60,Ingress,2019 FEB 25 21:42:38,OBSERVATION_COMMENT
1,1,1452,1452,0,70,Ingress,2019 FEB 26 05:34:14,OBSERVATION_COMMENT
1,1,1456,1456,0,75,Ingress,2019 FEB 26 09:29:55,OBSERVATION_COMMENT
1,1,1454,1454,0,99,Ingress,2019 FEB 27 05:08:49,OBSERVATION_COMMENT
1,1,1452,1452,0,112,Ingress,2019 FEB 27 16:56:08,OBSERVATION_COMMENT
1,1,1446,1446,0,142,Ingress,2019 FEB 28 20:26:28,OBSERVATION_COMMENT
1,1,1458,1458,0,152,Ingress,2019 MAR 01 04:18:06,OBSERVATION_COMMENT
1,1,3951,3951,0,157,Ingress,2019 MAR 01 08:13:48,OBSERVATION_COMMENT
1,1,1452,1452,0,169,Ingress,2019 MAR 01 20:01:11,OBSERVATION_COMMENT
1,1,1427,1427,0,179,Ingress,2019 MAR 02 03:52:48,OBSERVATION_COMMENT
1,1,3951,3951,0,184,Ingress,2019 MAR 02 07:48:32,OBSERVATION_COMMENT
1,1,1175,1175,0,201,Ingress,2019 MAR 02 21:33:47,OBSERVATION_COMMENT
1,1,239,239,0,210,Ingress,2019 MAR 03 03:27:34,OBSERVATION_COMMENT
1,1,1456,1456,0,216,Ingress,2019 MAR 03 07:23:20,OBSERVATION_COMMENT
1,1,1458,1458,0,219,Ingress,2019 MAR 03 09:21:11,OBSERVATION_COMMENT
1,1,1177,1177,0,226,Ingress,2019 MAR 03 15:14:54,OBSERVATION_COMMENT
1,1,4088,4088,0,235,Ingress,2019 MAR 03 21:08:36,OBSERVATION_COMMENT
1,1,1452,1452,0,238,Ingress,2019 MAR 03 23:06:26,OBSERVATION_COMMENT
1,1,3951,3951,0,247,Ingress,2019 MAR 04 05:00:18,OBSERVATION_COMMENT
1,1,1452,1452,0,253,Ingress,2019 MAR 04 08:56:03,OBSERVATION_COMMENT
1,1,3951,3951,0,260,Ingress,2019 MAR 04 14:49:45,OBSERVATION_COMMENT
1,1,1452,1452,0,269,Ingress,2019 MAR 04 20:43:32,OBSERVATION_COMMENT
1,1,1427,1427,0,278,Ingress,2019 MAR 05 02:37:13,OBSERVATION_COMMENT
1,1,1175,1175,0,284,Ingress,2019 MAR 05 06:33:07,OBSERVATION_COMMENT
1,1,1456,1456,0,287,Ingress,2019 MAR 05 08:30:59,OBSERVATION_COMMENT
1,1,3951,3951,0,294,Ingress,2019 MAR 05 14:24:40,OBSERVATION_COMMENT
1,1,1454,1454,0,303,Ingress,2019 MAR 05 20:18:30,OBSERVATION_COMMENT
1,1,1177,1177,0,312,Ingress,2019 MAR 06 02:12:11,OBSERVATION_COMMENT
1,1,1215,1215,0,315,Ingress,2019 MAR 06 04:10:11,OBSERVATION_COMMENT
1,1,254,254,0,321,Ingress,2019 MAR 06 08:06:02,OBSERVATION_COMMENT
1,1,3951,3951,0,330,Ingress,2019 MAR 06 13:59:43,OBSERVATION_COMMENT
1,1,1452,1452,0,333,Ingress,2019 MAR 06 15:57:40,OBSERVATION_COMMENT
1,1,3951,3951,0,347,Ingress,2019 MAR 07 03:45:15,OBSERVATION_COMMENT
1,1,1452,1452,0,353,Ingress,2019 MAR 07 07:41:10,OBSERVATION_COMMENT
1,1,1427,1427,0,359,Ingress,2019 MAR 07 11:36:56,OBSERVATION_COMMENT
1,1,1215,1215,0,365,Ingress,2019 MAR 07 15:32:50,OBSERVATION_COMMENT
1,1,1452,1452,0,374,Ingress,2019 MAR 07 21:26:43,OBSERVATION_COMMENT
1,1,3951,3951,0,383,Ingress,2019 MAR 08 03:20:29,OBSERVATION_COMMENT
1,1,1452,1452,0,386,Ingress,2019 MAR 08 05:18:31,OBSERVATION_COMMENT
1,1,1454,1454,0,392,Ingress,2019 MAR 08 09:14:24,OBSERVATION_COMMENT
0,1,93,93,1,399,Ingress,2019 MAR 08 15:08:10,OBSERVATION_COMMENT
1,1,1469,1469,0,408,Ingress,2019 MAR 08 21:02:06,OBSERVATION_COMMENT
1,1,1176,1176,0,411,Ingress,2019 MAR 08 23:00:00,OBSERVATION_COMMENT
1,1,1446,1446,0,420,Ingress,2019 MAR 09 04:53:55,OBSERVATION_COMMENT
1,1,1458,1458,0,426,Ingress,2019 MAR 09 08:49:54,OBSERVATION_COMMENT
1,1,1410,1410,0,429,Ingress,2019 MAR 09 10:47:48,OBSERVATION_COMMENT
1,1,1452,1452,0,439,Ingress,2019 MAR 09 18:39:43,OBSERVATION_COMMENT
1,1,1215,1215,0,445,Ingress,2019 MAR 09 22:35:39,OBSERVATION_COMMENT
1,1,1452,1452,0,454,Ingress,2019 MAR 10 04:29:33,OBSERVATION_COMMENT
1,1,1452,1452,0,457,Ingress,2019 MAR 10 06:27:37,OBSERVATION_COMMENT
1,1,1458,1458,0,463,Ingress,2019 MAR 10 10:23:34,OBSERVATION_COMMENT
1,1,1467,1467,0,472,Ingress,2019 MAR 10 16:17:28,OBSERVATION_COMMENT
1,1,1452,1452,0,475,Ingress,2019 MAR 10 18:15:29,OBSERVATION_COMMENT
1,1,1175,1175,0,481,Ingress,2019 MAR 10 22:11:30,OBSERVATION_COMMENT
1,1,1176,1176,0,490,Ingress,2019 MAR 11 04:05:25,OBSERVATION_COMMENT
1,1,1446,1446,0,496,Ingress,2019 MAR 11 08:01:34,OBSERVATION_COMMENT
1,1,1458,1458,0,499,Ingress,2019 MAR 11 09:59:35,OBSERVATION_COMMENT
1,1,1410,1410,0,508,Ingress,2019 MAR 11 15:53:32,OBSERVATION_COMMENT
1,1,1452,1452,0,514,Ingress,2019 MAR 11 19:49:38,OBSERVATION_COMMENT
1,1,3951,3951,0,517,Ingress,2019 MAR 11 21:47:40,OBSERVATION_COMMENT
1,1,1175,1175,0,526,Ingress,2019 MAR 12 03:41:37,OBSERVATION_COMMENT
1,1,239,239,0,532,Ingress,2019 MAR 12 07:37:52,OBSERVATION_COMMENT
1,1,1456,1456,0,538,Ingress,2019 MAR 12 11:33:56,OBSERVATION_COMMENT
1,1,1458,1458,0,544,Ingress,2019 MAR 12 15:29:58,OBSERVATION_COMMENT
1,1,1452,1452,0,550,Merged,2019 MAR 12 19:26:08,OBSERVATION_COMMENT
1,1,3951,3951,0,555,Merged,2019 MAR 12 23:22:14,OBSERVATION_COMMENT
1,1,1454,1454,0,560,Merged,2019 MAR 13 03:18:16,OBSERVATION_COMMENT
