Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	12	Nightside	2019 FEB 23 14:47:29	2019 FEB 23 15:16:59	2019 FEB 23 15:46:29	3539.79	73.13	129.82	-121.25	-71.36	9.24	71.37	171.45	23.47	3	-	-	-		
1	12	Dayside	2019 FEB 23 15:46:29	2019 FEB 23 16:15:55	2019 FEB 23 16:45:21	3532.90	-121.25	-65.09	44.41	71.37	-7.82	-71.38	8.67	11.43	3	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
2	12	Nightside	2019 FEB 23 16:45:21	2019 FEB 23 17:14:51	2019 FEB 23 17:44:20	3538.34	44.41	100.88	-149.97	-71.38	9.29	71.38	171.18	23.45	1	-	-	-		
2	12	Dayside	2019 FEB 23 17:44:20	2019 FEB 23 18:13:45	2019 FEB 23 18:43:11	3530.90	-149.97	-94.02	15.69	71.38	-7.88	-71.38	8.93	11.42	1	HDO H2O 2SUBD 01	Science: orders #121, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 74: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
3	12	Nightside	2019 FEB 23 18:43:11	2019 FEB 23 19:12:40	2019 FEB 23 19:42:09	3538.58	15.69	71.96	-178.71	-71.38	9.37	71.37	170.92	23.44	4	-	-	-		
3	12	Dayside	2019 FEB 23 19:42:09	2019 FEB 23 20:11:35	2019 FEB 23 20:41:00	3530.65	-178.71	-122.93	-13.11	71.37	-7.92	-71.32	9.18	11.40	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
4	12	Nightside	2019 FEB 23 20:41:00	2019 FEB 23 21:10:30	2019 FEB 23 21:40:00	3540.01	-13.11	43.06	152.47	-71.32	9.45	71.29	170.67	23.42	1	-	-	-		
4	12	Dayside	2019 FEB 23 21:40:00	2019 FEB 23 22:09:26	2019 FEB 23 22:38:53	3532.88	152.47	-151.86	-41.93	71.29	-8.00	-71.24	9.44	11.38	1	HDO CO 3SUBD 01	Science: orders #167, #121, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 74: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
5	12	Nightside	2019 FEB 23 22:38:53	2019 FEB 23 23:08:23	2019 FEB 23 23:37:54	3541.12	-41.93	14.11	123.64	-71.24	9.49	71.21	170.41	23.40	4	-	-	-		
5	12	Dayside	2019 FEB 23 23:37:54	2019 FEB 24 00:07:21	2019 FEB 24 00:36:47	3533.18	123.64	179.19	-70.73	71.21	-8.10	-71.20	9.72	11.37	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
6	12	Nightside	2019 FEB 24 00:36:47	2019 FEB 24 01:06:18	2019 FEB 24 01:35:49	3541.81	-70.73	-14.86	94.85	-71.20	9.54	71.17	170.14	23.39	1	-	-	-		
6	12	Dayside	2019 FEB 24 01:35:49	2019 FEB 24 02:05:15	2019 FEB 24 02:34:41	3531.85	94.85	150.22	-99.49	71.17	-8.17	-71.17	10.00	11.35	1	AER H2Oi 3SUBD 01	Science: orders #169, #131, #127, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 74: NADIR: Full Frame (57:240;0:1047),Tint = 5000 ms,16 bit,Rhythm = 20148 ms, Binning=0		
7	12	Nightside	2019 FEB 24 02:34:41	2019 FEB 24 03:04:12	2019 FEB 24 03:33:43	3542.11	-99.49	-43.82	66.11	-71.17	9.63	71.17	169.84	23.37	4	-	-	-		
7	12	Dayside	2019 FEB 24 03:33:43	2019 FEB 24 04:03:08	2019 FEB 24 04:32:33	3529.93	66.11	121.26	-128.23	71.17	-8.20	-71.17	10.28	11.33	4	-		3x COP rows 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
8	12	Nightside	2019 FEB 24 04:32:33	2019 FEB 24 05:02:04	2019 FEB 24 05:31:34	3541.44	-128.23	-72.76	37.40	-71.17	9.71	71.19	169.56	23.35	1	-	-	-		
8	12	Dayside	2019 FEB 24 05:31:34	2019 FEB 24 06:00:59	2019 FEB 24 06:30:23	3528.74	37.40	92.33	-156.96	71.19	-8.24	-71.18	10.54	11.31	1	-		COP row -1: UVIS off		
9	12	Nightside	2019 FEB 24 06:30:23	2019 FEB 24 06:59:53	2019 FEB 24 07:29:23	3540.16	-156.96	-101.69	8.65	-71.18	9.77	71.18	169.31	23.33	17	-	-	COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
9	12	Dayside	2019 FEB 24 07:29:23	2019 FEB 24 07:58:47	2019 FEB 24 08:28:12	3528.59	8.65	63.42	174.29	71.18	-8.33	-71.15	10.79	11.30	17	-		COP row 91: NADIR: Full Frame (57:240;0:1047),Tint = 20000 ms,16 bit,Rhythm = 30222 ms, Binning=0		
10	12	Nightside	2019 FEB 24 08:28:12	2019 FEB 24 08:57:43	2019 FEB 24 09:27:13	3541.60	174.29	-130.60	-20.16	-71.15	9.81	71.10	169.07	23.32	1	-	-	-		
