TC20 UVIS_COP_ROW,Egress solar occultation observation number,Orbit type,Observation Mode,Comments
391,98,1,Egress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,99,1,Egress Occultation,UVIS Switch OFF
-1,100,1,Egress Occultation,UVIS Switch OFF
391,101,1,Egress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,102,1,Egress Occultation,UVIS Switch OFF
391,103,1,Egress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,104,1,Egress Occultation,UVIS Switch OFF
-1,105,1,Egress Occultation,UVIS Switch OFF
391,106,1,Egress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,107,1,Egress Occultation,UVIS Switch OFF
-1,108,1,Egress Occultation,UVIS Switch OFF
391,109,1,Egress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,110,1,Egress Occultation,UVIS Switch OFF
-1,111,1,Egress Occultation,UVIS Switch OFF
391,112,1,Egress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,113,1,Egress Occultation,UVIS Switch OFF
-1,114,1,Egress Occultation,UVIS Switch OFF
391,115,1,Egress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
391,116,1,Egress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
