NOM_02, OCCEG, 47, 135, 269, 272, 278, 311, 323
NOM_02, OCCIN, 34, 52, 247, 284, 320, 334, 341
NOM_03, OCCEG, 5, 10, 12, 14, 17, 74, 76, 81, 91, 96, 106, 121, 139, 159, 161, 163, 174, 179, 193, 203, 216, 220, 227, 239, 241, 246, 256, 263, 268, 274, 277, 290, 303, 306, 308, 313, 332, 335, 341
NOM_03, OCCIN, 5, 21, 25, 29, 35, 39, 41, 43, 53, 65, 73, 74, 99, 103, 114, 116, 126, 132, 151, 180, 182, 198, 200, 211, 221, 223, 234, 236, 238, 269, 277, 280, 289, 290, 297, 301, 305, 310, 311, 322, 329
CO_001, OCCEG, 108
CO_001, OCCIN, 31, 155, 171, 250
CO_002, OCCEG, 21, 25, 39, 41, 52, 146, 150, 231, 243, 289, 310
CO_002, OCCIN, 3, 7, 8, 19, 64, 68, 84, 140, 145, 157, 166, 209, 232, 266, 295, 308, 313
CO2_01, OCCEG, 340
CO2_01, OCCIN, 10
CO2_02, OCCEG, 49, 137, 189, 195, 229, 253, 260, 284, 301, 305, 325, 330, 337
CO2_02, OCCIN, 22, 28, 45, 55, 89, 97, 105, 196, 261, 268, 278, 283, 315, 318, 323, 332, 340
HCL_01, OCCEG, 28, 53, 119, 218, 316
HCL_01, OCCIN, 274, 325
FUL_01, OCCEG, 61, 148, 187, 206, 298
FUL_01, OCCIN, 47, 82, 263, 316, 335
