Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2022 OCT 29 14:52:31,2022 OCT 29 16:50:26,7075,2022 OCT 29 14:50:31,2022 OCT 29 15:49:33,3542,2022 OCT 29 15:49:34,2022 OCT 29 16:48:26,3532,15.9001,2022 OCT 29 16:19:17
1,1,2,2022 OCT 29 16:50:27,2022 OCT 29 18:48:20,7073,2022 OCT 29 16:48:27,2022 OCT 29 17:47:28,3541,2022 OCT 29 17:47:29,2022 OCT 29 18:46:20,3531,15.658,2022 OCT 29 18:17:10
3,3,3,2022 OCT 29 18:48:21,2022 OCT 29 20:46:11,7070,2022 OCT 29 18:46:21,2022 OCT 29 19:45:21,3540,2022 OCT 29 19:45:22,2022 OCT 29 20:44:11,3529,15.4351,2022 OCT 29 20:15:03
3,3,4,2022 OCT 29 20:46:12,2022 OCT 29 22:44:05,7073,2022 OCT 29 20:44:12,2022 OCT 29 21:43:13,3541,2022 OCT 29 21:43:14,2022 OCT 29 22:42:05,3531,15.2111,2022 OCT 29 22:12:56
1,1,5,2022 OCT 29 22:44:06,2022 OCT 30 00:42:02,7076,2022 OCT 29 22:42:06,2022 OCT 29 23:41:08,3542,2022 OCT 29 23:41:09,2022 OCT 30 00:40:02,3533,14.9644,2022 OCT 30 00:10:52
3,3,6,2022 OCT 30 00:42:03,2022 OCT 30 02:39:59,7076,2022 OCT 30 00:40:03,2022 OCT 30 01:39:06,3543,2022 OCT 30 01:39:07,2022 OCT 30 02:37:59,3532,14.708,2022 OCT 30 02:08:49
3,3,7,2022 OCT 30 02:40:00,2022 OCT 30 04:37:55,7075,2022 OCT 30 02:38:00,2022 OCT 30 03:37:04,3544,2022 OCT 30 03:37:05,2022 OCT 30 04:35:55,3530,14.4556,2022 OCT 30 04:06:46
3,3,8,2022 OCT 30 04:37:56,2022 OCT 30 06:35:49,7073,2022 OCT 30 04:35:56,2022 OCT 30 05:34:59,3543,2022 OCT 30 05:35:00,2022 OCT 30 06:33:49,3529,14.2174,2022 OCT 30 06:04:41
1,1,9,2022 OCT 30 06:35:50,2022 OCT 30 08:33:41,7071,2022 OCT 30 06:33:50,2022 OCT 30 07:32:52,3542,2022 OCT 30 07:32:53,2022 OCT 30 08:31:41,3528,13.9883,2022 OCT 30 08:02:33
1,1,10,2022 OCT 30 08:33:42,2022 OCT 30 10:31:34,7072,2022 OCT 30 08:31:42,2022 OCT 30 09:30:44,3542,2022 OCT 30 09:30:45,2022 OCT 30 10:29:34,3529,13.7626,2022 OCT 30 10:00:25
3,3,11,2022 OCT 30 10:31:35,2022 OCT 30 12:29:31,7076,2022 OCT 30 10:29:35,2022 OCT 30 11:28:39,3544,2022 OCT 30 11:28:40,2022 OCT 30 12:27:31,3531,13.5243,2022 OCT 30 11:58:21
1,1,12,2022 OCT 30 12:29:32,2022 OCT 30 14:27:29,7077,2022 OCT 30 12:27:32,2022 OCT 30 13:26:36,3544,2022 OCT 30 13:26:37,2022 OCT 30 14:25:29,3532,13.2785,2022 OCT 30 13:56:19
3,3,13,2022 OCT 30 14:27:30,2022 OCT 30 16:25:27,7077,2022 OCT 30 14:25:30,2022 OCT 30 15:24:33,3543,2022 OCT 30 15:24:34,2022 OCT 30 16:23:27,3533,13.0244,2022 OCT 30 15:54:17
3,3,14,2022 OCT 30 16:25:28,2022 OCT 30 18:23:22,7074,2022 OCT 30 16:23:28,2022 OCT 30 17:22:29,3541,2022 OCT 30 17:22:30,2022 OCT 30 18:21:22,3532,12.775,2022 OCT 30 17:52:12
1,1,15,2022 OCT 30 18:23:23,2022 OCT 30 20:21:14,7071,2022 OCT 30 18:21:23,2022 OCT 30 19:20:23,3540,2022 OCT 30 19:20:24,2022 OCT 30 20:19:14,3530,12.5437,2022 OCT 30 19:50:05
3,3,16,2022 OCT 30 20:21:15,2022 OCT 30 22:19:06,7071,2022 OCT 30 20:19:15,2022 OCT 30 21:18:15,3540,2022 OCT 30 21:18:16,2022 OCT 30 22:17:06,3530,12.3241,2022 OCT 30 21:47:58
1,1,17,2022 OCT 30 22:19:07,2022 OCT 31 00:17:02,7075,2022 OCT 30 22:17:07,2022 OCT 30 23:16:09,3542,2022 OCT 30 23:16:10,2022 OCT 31 00:15:02,3532,12.0873,2022 OCT 30 23:45:52
1,1,18,2022 OCT 31 00:17:03,2022 OCT 31 02:14:59,7076,2022 OCT 31 00:15:03,2022 OCT 31 01:14:06,3543,2022 OCT 31 01:14:07,2022 OCT 31 02:12:59,3532,11.833,2022 OCT 31 01:43:49
3,3,19,2022 OCT 31 02:15:00,2022 OCT 31 04:12:56,7076,2022 OCT 31 02:13:00,2022 OCT 31 03:12:04,3544,2022 OCT 31 03:12:05,2022 OCT 31 04:10:56,3531,11.5784,2022 OCT 31 03:41:46
1,1,20,2022 OCT 31 04:12:57,2022 OCT 31 06:10:51,7074,2022 OCT 31 04:10:57,2022 OCT 31 05:10:00,3543,2022 OCT 31 05:10:01,2022 OCT 31 06:08:51,3530,11.3327,2022 OCT 31 05:39:43
3,3,21,2022 OCT 31 06:10:52,2022 OCT 31 08:08:43,7071,2022 OCT 31 06:08:52,2022 OCT 31 07:07:54,3542,2022 OCT 31 07:07:55,2022 OCT 31 08:06:43,3528,11.0994,2022 OCT 31 07:37:36
1,1,22,2022 OCT 31 08:08:44,2022 OCT 31 10:06:35,7071,2022 OCT 31 08:06:44,2022 OCT 31 09:05:46,3542,2022 OCT 31 09:05:47,2022 OCT 31 10:04:35,3528,10.8737,2022 OCT 31 09:35:27
3,3,23,2022 OCT 31 10:06:36,2022 OCT 31 12:04:30,7074,2022 OCT 31 10:04:36,2022 OCT 31 11:03:39,3543,2022 OCT 31 11:03:40,2022 OCT 31 12:02:30,3530,10.6408,2022 OCT 31 11:33:21
3,3,24,2022 OCT 31 12:04:31,2022 OCT 31 14:02:28,7077,2022 OCT 31 12:02:31,2022 OCT 31 13:01:36,3545,2022 OCT 31 13:01:37,2022 OCT 31 14:00:28,3531,10.3987,2022 OCT 31 13:31:19
3,3,25,2022 OCT 31 14:02:29,2022 OCT 31 16:00:26,7077,2022 OCT 31 14:00:29,2022 OCT 31 14:59:33,3544,2022 OCT 31 14:59:34,2022 OCT 31 15:58:26,3532,10.1491,2022 OCT 31 15:29:17
3,3,26,2022 OCT 31 16:00:27,2022 OCT 31 17:58:23,7076,2022 OCT 31 15:58:27,2022 OCT 31 16:57:30,3543,2022 OCT 31 16:57:31,2022 OCT 31 17:56:23,3532,9.894,2022 OCT 31 17:27:13
1,1,27,2022 OCT 31 17:58:24,2022 OCT 31 19:56:16,7072,2022 OCT 31 17:56:24,2022 OCT 31 18:55:25,3541,2022 OCT 31 18:55:26,2022 OCT 31 19:54:16,3530,9.6537,2022 OCT 31 19:25:07
3,3,28,2022 OCT 31 19:56:17,2022 OCT 31 21:54:08,7071,2022 OCT 31 19:54:17,2022 OCT 31 20:53:18,3541,2022 OCT 31 20:53:19,2022 OCT 31 21:52:08,3529,9.4322,2022 OCT 31 21:23:00
1,1,29,2022 OCT 31 21:54:09,2022 OCT 31 23:52:03,7074,2022 OCT 31 21:52:09,2022 OCT 31 22:51:10,3541,2022 OCT 31 22:51:11,2022 OCT 31 23:50:03,3532,9.2068,2022 OCT 31 23:20:53
3,3,30,2022 OCT 31 23:52:04,2022 NOV 01 01:50:00,7076,2022 OCT 31 23:50:04,2022 NOV 01 00:49:06,3542,2022 NOV 01 00:49:07,2022 NOV 01 01:48:00,3533,8.9589,2022 NOV 01 01:18:49
1,1,31,2022 NOV 01 01:50:01,2022 NOV 01 03:47:57,7076,2022 NOV 01 01:48:01,2022 NOV 01 02:47:04,3543,2022 NOV 01 02:47:05,2022 NOV 01 03:45:57,3532,8.7032,2022 NOV 01 03:16:47
3,3,32,2022 NOV 01 03:47:58,2022 NOV 01 05:45:53,7075,2022 NOV 01 03:45:58,2022 NOV 01 04:45:02,3544,2022 NOV 01 04:45:03,2022 NOV 01 05:43:53,3530,8.4522,2022 NOV 01 05:14:44
1,1,33,2022 NOV 01 05:45:54,2022 NOV 01 07:43:47,7073,2022 NOV 01 05:43:54,2022 NOV 01 06:42:57,3543,2022 NOV 01 06:42:58,2022 NOV 01 07:41:47,3529,8.215,2022 NOV 01 07:12:39
1,1,34,2022 NOV 01 07:43:48,2022 NOV 01 09:41:39,7071,2022 NOV 01 07:41:48,2022 NOV 01 08:40:50,3542,2022 NOV 01 08:40:51,2022 NOV 01 09:39:39,3528,7.9873,2022 NOV 01 09:10:31
3,3,35,2022 NOV 01 09:41:40,2022 NOV 01 11:39:32,7072,2022 NOV 01 09:39:40,2022 NOV 01 10:38:42,3542,2022 NOV 01 10:38:43,2022 NOV 01 11:37:32,3529,7.7612,2022 NOV 01 11:08:23
1,1,36,2022 NOV 01 11:39:33,2022 NOV 01 13:37:29,7076,2022 NOV 01 11:37:33,2022 NOV 01 12:36:38,3545,2022 NOV 01 12:36:39,2022 NOV 01 13:35:29,3530,7.5236,2022 NOV 01 13:06:20
3,3,37,2022 NOV 01 13:37:30,2022 NOV 01 15:35:28,7078,2022 NOV 01 13:35:30,2022 NOV 01 14:34:35,3545,2022 NOV 01 14:34:36,2022 NOV 01 15:33:28,3532,7.2778,2022 NOV 01 15:04:18
