S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2022 JUL 10 08:06:00,-74.6606,104.4634,249.4716,15.7453,57.3244,3.7767e-14,57.3244
TGO,2022 JUL 10 08:09:00,-73.6876,108.0559,379.3484,16.0336,57.9966,0.42,58.0579

MRO,2022 JUL 10 13:42:00,-76.0601,23.4302,250.4596,15.7906,58.0883,1.9412e-14,58.0883
TGO,2022 JUL 10 14:03:00,-73.9156,23.0357,380.1382,16.1047,58.3448,0.65229,58.4446

MRO,2022 JUL 10 19:21:00,-68.3063,-62.9627,248.3349,15.5272,53.5924,3.7532e-14,53.5924
TGO,2022 JUL 10 19:51:00,-64.012,-64.7736,378.31,15.8928,54.0474,74.2984,27.3349

MRO,2022 JUL 13 07:09:00,-72.0524,145.4985,250.1513,15.5958,55.5002,3.2746e-14,55.5002
TGO,2022 JUL 13 06:54:00,-73.9723,148.6614,378.1615,15.5636,56.2742,0.36983,56.4676

MRO,2022 JUL 13 12:45:00,-73.2368,64.6579,248.8116,15.6542,56.26,6.4915e-14,56.26
TGO,2022 JUL 13 12:48:00,-74.4084,65.1782,379.8471,15.7375,57.0906,0.38661,57.1835

MRO,2022 JUL 13 16:30:00,-71.1242,8.5548,251.8603,15.5617,54.9262,2.6231e-14,54.9262
TGO,2022 JUL 13 16:39:00,-66.1412,12.0532,379.9072,15.9408,54.9072,75.9777,32.8795

MRO,2022 JUL 13 18:21:00,-75.0097,-16.2952,251.9186,15.7047,57.2406,1.242e-14,57.2406
TGO,2022 JUL 13 18:42:00,-74.76,-19.64,379.5411,15.8222,57.5376,0.39665,57.6122

MRO,2022 JUL 16 21:06:00,-79.5649,-22.9844,251.778,15.9728,59.9763,7.2876e-15,59.9763
TGO,2022 JUL 16 21:24:00,-75.923,-20.9421,378.9671,16.4008,59.9186,0.45409,60.0842

MRO,2022 JUL 17 02:42:00,-80.7817,-102.0926,249.7237,16.1464,60.8736,3.2591e-14,60.8736
TGO,2022 JUL 17 03:18:00,-75.8424,-104.1959,381.5503,16.59,60.5524,0.2365,60.7518

MRO,2022 JUL 17 21:24:00,-79.4969,-17.817,252.3511,15.9556,59.8925,3.5739e-14,59.8925
TGO,2022 JUL 16 21:24:00,-75.923,-20.9421,378.9671,16.4008,59.9186,0.45409,60.0842

MRO,2022 JUL 21 00:12:00,-73.3644,-35.3196,251.1602,15.5517,55.8403,2.4892e-14,55.8403
TGO,2022 JUL 20 23:39:00,-75.7687,-31.6566,378.6396,15.2608,56.1168,0.28289,56.3559

MRO,2022 JUL 21 05:48:00,-74.5388,-116.0442,250.0679,15.6175,56.6341,1.2547e-14,56.6341
TGO,2022 JUL 21 05:33:00,-75.8589,-115.3437,381.5911,15.4211,56.6515,0.9511,56.5472

MRO,2022 JUL 21 11:24:00,-76.2343,163.0174,250.3374,15.6692,57.6047,2.4904e-14,57.6047
TGO,2022 JUL 21 11:27:00,-75.9786,161.631,378.7018,15.6253,57.346,0.64906,57.3305

MRO,2022 JUL 21 17:00:00,-77.5456,83.0356,249.8436,15.7844,58.5573,2.0151e-14,58.5573
TGO,2022 JUL 21 17:21:00,-75.8224,78.1609,380.5203,15.8,57.8332,0.33884,58.0052

MRO,2022 JUL 24 19:45:00,-79.9202,74.8734,249.8993,15.955,60.077,1.5788e-14,60.077
TGO,2022 JUL 24 20:03:00,-75.0281,76.228,380.1133,16.3372,59.4184,0.46494,59.5099

MRO,2022 JUL 25 18:12:00,-76.1715,102.7175,251.1233,15.65,57.5478,1.1082e-14,57.5478
TGO,2022 JUL 25 17:39:00,-75.6612,107.518,380.8976,15.435,56.6227,0.34881,56.8922

MRO,2022 JUL 25 20:03:00,-79.6231,79.5997,249.914,15.9086,59.8499,1.3311e-14,59.8499
TGO,2022 JUL 24 20:03:00,-75.0281,76.228,380.1133,16.3372,59.4184,0.46494,59.5099

MRO,2022 JUL 28 00:24:00,-76.4051,31.3783,252.7606,15.6186,57.604,2.2164e-14,57.604
TGO,2022 JUL 28 00:42:00,-74.3617,34.4711,380.0763,16.1167,58.4384,0.40814,58.5246

MRO,2022 JUL 28 22:51:00,-71.9686,61.0162,250.8073,15.4336,54.7997,3.4256e-14,54.7997
TGO,2022 JUL 28 22:18:00,-75.3265,65.5952,380.5868,15.2036,55.7848,0.37344,55.8369

MRO,2022 JUL 29 04:27:00,-73.5629,-20.1443,253.74,15.4703,55.736,1.9232e-14,55.736
TGO,2022 JUL 29 04:12:00,-75.0767,-17.1859,378.8835,15.4244,56.35,0.38622,56.4062

MRO,2022 JUL 29 10:03:00,-74.7271,-100.7933,251.1809,15.5414,56.5672,4.6325e-14,56.5672
TGO,2022 JUL 29 10:06:00,-74.7934,-101.8012,381.6497,15.5228,56.5373,0.38796,56.5997

MRO,2022 JUL 29 15:39:00,-76.0821,177.9574,251.6536,15.5722,57.3422,3.5737e-14,57.3422
TGO,2022 JUL 29 16:00:00,-74.4477,175.1904,379.5728,15.7283,57.0924,0.39689,57.1621

MRO,2022 JUL 30 19:42:00,-73.1944,126.7461,251.795,15.445,55.5026,3.4256e-14,55.5026
TGO,2022 JUL 30 19:30:00,-75.1369,122.5807,381.1568,14.9725,55.0266,0.36751,55.0692

MRO,2022 AUG 01 12:48:00,-76.2365,-110.9227,251.1508,15.5819,57.5365,2.3973e-14,57.5365
TGO,2022 AUG 01 12:48:00,-72.571,-107.0694,380.6096,15.8389,56.8062,0.41726,56.8761

MRO,2022 AUG 04 23:03:00,-72.2916,125.5421,251.7818,15.3586,54.9092,4.2493e-14,54.9092
TGO,2022 AUG 04 23:21:00,-70.6062,124.8592,380.5702,15.605,55.1226,0.42787,55.1767

MRO,2022 AUG 05 04:39:00,-73.1471,44.2248,250.9389,15.3853,55.4607,2.5494e-14,55.4607
TGO,2022 AUG 05 05:15:00,-70.1941,39.9125,379.4212,15.6814,55.2995,0.49186,54.9246

MRO,2022 AUG 06 03:06:00,-68.7138,74.6611,250.4726,15.2536,52.6875,4.498e-15,52.6875
TGO,2022 AUG 06 02:51:00,-72.1887,74.153,380.3012,14.9767,53.4791,0.39223,53.5077

MRO,2022 AUG 06 08:42:00,-70.0944,-6.8465,253.3338,15.2675,53.4683,1.6144e-14,53.4683
TGO,2022 AUG 06 08:45:00,-71.4527,-9.6532,379.2038,15.1292,53.6339,0.40406,53.6665

