Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	50	Nightside	2022 JAN 22 15:08:11	2022 JAN 22 15:37:36	2022 JAN 22 16:07:01	3530.73	-139.09	-94.63	26.57	71.60	-10.85	-71.61	165.00	23.01	3	-	-	-		
1	50	Dayside	2022 JAN 22 16:07:01	2022 JAN 22 16:36:32	2022 JAN 22 17:06:03	3541.99	26.57	71.32	-167.86	-71.61	12.43	71.59	15.14	11.03	3	Surface 3SUBD #3	Science: orders #189, #194, #196, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 81: NADIR: Horizontal Bin (57:245;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12409 ms, Binning=3	&daysideMatch:NILI FOSSAE; 	
2	50	Nightside	2022 JAN 22 17:06:03	2022 JAN 22 17:35:29	2022 JAN 22 18:04:54	3530.72	-167.86	-123.53	-2.28	71.59	-10.88	-71.54	164.78	23.00	1	-	-	-		
2	50	Dayside	2022 JAN 22 18:04:54	2022 JAN 22 18:34:26	2022 JAN 22 19:03:58	3543.52	-2.28	42.43	163.28	-71.54	12.50	71.51	15.36	11.02	1	-		COP row 89: NADIR: Horizontal Bin (57:245;0:1047), Tint = 10000 ms,20 bit,Rhythm = 15364 ms, Binning=3		
3	50	Nightside	2022 JAN 22 19:03:58	2022 JAN 22 19:33:24	2022 JAN 22 20:02:50	3532.87	163.28	-152.44	-31.14	71.51	-10.96	-71.46	164.55	22.98	14	-	-	-		
3	50	Dayside	2022 JAN 22 20:02:50	2022 JAN 22 20:32:23	2022 JAN 22 21:01:55	3544.59	-31.14	13.50	134.40	-71.46	12.53	71.42	15.58	11.00	14	-		COP row -1: UVIS off		
4	50	Nightside	2022 JAN 22 21:01:55	2022 JAN 22 21:31:22	2022 JAN 22 22:00:48	3533.23	134.40	178.62	-59.98	71.42	-11.06	-71.41	164.30	22.97	1	-	-	-		
4	50	Dayside	2022 JAN 22 22:00:48	2022 JAN 22 22:30:21	2022 JAN 22 22:59:53	3545.10	-59.98	-15.45	105.57	-71.41	12.57	71.38	15.83	10.99	1	H2O CO 2SUBD #1	Science: orders #168, #189, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 81: NADIR: Horizontal Bin (57:245;0:1047), Tint = 5000 ms,20 bit,Rhythm = 12409 ms, Binning=3		
5	50	Nightside	2022 JAN 22 22:59:53	2022 JAN 22 23:29:19	2022 JAN 22 23:58:45	3531.98	105.57	149.67	-88.77	71.38	-11.11	-71.39	164.05	22.95	14	-	-	-		
5	50	Dayside	2022 JAN 22 23:58:45	2022 JAN 23 00:28:18	2022 JAN 23 00:57:50	3545.21	-88.77	-44.40	76.82	-71.39	12.64	71.38	16.09	10.97	14	-		COP row -1: UVIS off		
