Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	50	Ingress	2022 JAN 22 15:14:14	2022 JAN 22 15:17:01	2022 JAN 22 15:17:36	202.00	-145.59	-148.27	-148.81	67.07	64.71	64.17	19.10	3	-	-	-	&daysideMatch:NILI FOSSAE; 	
N/A	1	50	Egress	2022 JAN 22 15:58:18	2022 JAN 22 15:58:55	2022 JAN 22 16:01:59	221.00	44.30	42.36	34.87	-77.98	-77.51	-75.22	8.49	3	-	-	-	&daysideMatch:NILI FOSSAE; 	
NOMAD	2	50	Ingress	2022 JAN 22 17:12:07	2022 JAN 22 17:14:54	2022 JAN 22 17:15:29	202.00	-174.42	-177.10	-177.65	66.97	64.57	64.03	19.09	1	6SUBD CO2 #1	Science: orders #156, #116, #118, #140, #154, #158, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	2	50	Egress	2022 JAN 22 17:56:10	2022 JAN 22 17:56:47	2022 JAN 22 17:59:52	222.00	15.64	13.67	6.06	-78.01	-77.53	-75.19	8.49	1	-	-	-		
N/A	3	50	Ingress	2022 JAN 22 19:10:03	2022 JAN 22 19:12:50	2022 JAN 22 19:13:25	202.00	156.69	154.01	153.46	66.80	64.36	63.81	19.08	14	-	-	-		
ACS	3	50	Egress	2022 JAN 22 19:54:04	2022 JAN 22 19:54:41	2022 JAN 22 19:57:45	221.00	-12.97	-14.97	-22.66	-78.06	-77.58	-75.21	8.49	14	-	-	-		
NOMAD	4	50	Ingress	2022 JAN 22 21:08:00	2022 JAN 22 21:10:48	2022 JAN 22 21:11:23	203.00	127.81	125.11	124.57	66.65	64.16	63.60	19.07	1	6SUBD Nom CO #6	Science: orders #167, #186, #187, #188, #190, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	4	50	Egress	2022 JAN 22 21:52:01	2022 JAN 22 21:52:38	2022 JAN 22 21:55:42	221.00	-41.49	-43.53	-51.37	-78.13	-77.64	-75.25	8.50	1	-	-	-		
N/A	5	50	Ingress	2022 JAN 22 23:05:58	2022 JAN 22 23:08:46	2022 JAN 22 23:09:21	203.00	98.95	96.25	95.70	66.53	64.00	63.43	19.06	14	-	-	-		
ACS	5	50	Egress	2022 JAN 22 23:49:58	2022 JAN 22 23:50:35	2022 JAN 22 23:53:40	222.00	-69.98	-72.07	-80.09	-78.21	-77.71	-75.27	8.51	14	-	-	-		
NOMAD	6	50	Ingress	2022 JAN 23 01:03:56	2022 JAN 23 01:06:44	2022 JAN 23 01:07:19	203.00	70.12	67.41	66.86	66.44	63.87	63.29	19.05	1	CO2 Fullscan Fast #4	Diffraction order stepping (fullscan): 10 orders from 165 to 175 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	6	50	Egress	2022 JAN 23 01:47:54	2022 JAN 23 01:48:31	2022 JAN 23 01:51:37	223.00	-98.43	-100.57	-108.80	-78.30	-77.80	-75.30	8.53	1	-	-	-		
N/A	7	50	Ingress	2022 JAN 23 03:01:50	2022 JAN 23 03:04:39	2022 JAN 23 03:05:14	204.00	41.34	38.60	38.06	66.39	63.76	63.18	19.04	1	-	-	-		
NOMAD	7	50	Egress	2022 JAN 23 03:45:47	2022 JAN 23 03:46:24	2022 JAN 23 03:49:30	223.00	-126.83	-129.03	-137.43	-78.39	-77.89	-75.36	8.54	1	CO2 Fullscan Fast #4	Diffraction order stepping (fullscan): 10 orders from 165 to 175 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	8	50	Ingress	2022 JAN 23 04:59:42	2022 JAN 23 05:02:31	2022 JAN 23 05:03:06	204.00	12.54	9.79	9.25	66.30	63.63	63.04	19.03	14	-	-	-		
N/A	8	50	Egress	2022 JAN 23 05:43:38	2022 JAN 23 05:44:15	2022 JAN 23 05:47:21	223.00	-155.28	-157.53	-166.08	-78.47	-77.96	-75.40	8.55	14	-	-	-		
N/A	9	50	Ingress	2022 JAN 23 06:57:37	2022 JAN 23 07:00:25	2022 JAN 23 07:01:01	204.00	-16.34	-19.06	-19.62	66.13	63.45	62.82	19.02	14	-	-	-		
N/A	9	50	Egress	2022 JAN 23 07:41:31	2022 JAN 23 07:42:08	2022 JAN 23 07:45:14	223.00	176.07	173.78	165.13	-78.51	-77.99	-75.40	8.55	14	-	-	-		
ACS	10	50	Ingress	2022 JAN 23 08:55:35	2022 JAN 23 08:58:23	2022 JAN 23 08:58:59	204.00	-45.24	-47.96	-48.52	65.95	63.23	62.59	19.01	14	-	-	-		
N/A	10	50	Egress	2022 JAN 23 09:39:29	2022 JAN 23 09:40:07	2022 JAN 23 09:43:12	223.00	147.40	145.02	136.33	-78.54	-78.00	-75.39	8.55	14	-	-	-		
N/A	11	50	Ingress	2022 JAN 23 10:53:35	2022 JAN 23 10:56:23	2022 JAN 23 10:56:59	204.00	-74.11	-76.83	-77.39	65.81	63.04	62.40	19.00	1	-	-	-	&daysideMatch:CURIOSITY; &mroOverlap; 	
NOMAD	11	50	Egress	2022 JAN 23 11:37:27	2022 JAN 23 11:38:05	2022 JAN 23 11:41:11	224.00	118.92	116.49	107.59	-78.62	-78.07	-75.41	8.56	1	HCL #5	Science: orders #121, #134, #130, #130, #130, #130, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:CURIOSITY; &mroOverlap; 	
ACS	12	50	Ingress	2022 JAN 23 12:51:31	2022 JAN 23 12:54:20	2022 JAN 23 12:54:56	205.00	-102.92	-105.66	-106.22	65.72	62.90	62.25	18.99	14	-	-	-		
N/A	12	50	Egress	2022 JAN 23 13:35:22	2022 JAN 23 13:36:00	2022 JAN 23 13:39:06	224.00	90.63	88.13	79.02	-78.74	-78.19	-75.49	8.58	14	-	-	-		
N/A	13	50	Ingress	2022 JAN 23 14:49:25	2022 JAN 23 14:52:15	2022 JAN 23 14:52:51	206.00	-131.70	-134.46	-135.02	65.67	62.79	62.13	18.98	14	-	-	-	&daysideMatch:UTOPIA; 	
N/A	13	50	Egress	2022 JAN 23 15:33:16	2022 JAN 23 15:33:54	2022 JAN 23 15:37:01	225.00	62.32	59.75	50.38	-78.85	-78.29	-75.55	8.60	14	-	-	-	&daysideMatch:UTOPIA; 	
N/A	14	50	Ingress	2022 JAN 23 16:47:18	2022 JAN 23 16:50:08	2022 JAN 23 16:50:44	206.00	-160.50	-163.27	-163.83	65.58	62.66	61.99	18.97	1	-	-	-		
NOMAD	14	50	Egress	2022 JAN 23 17:31:08	2022 JAN 23 17:31:46	2022 JAN 23 17:34:54	226.00	33.74	31.12	21.60	-78.89	-78.33	-75.55	8.61	1	HCL #9	Science: orders #121, #136, #130, #130, #130, #130, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
ACS	15	50	Ingress	2022 JAN 23 18:45:13	2022 JAN 23 18:48:03	2022 JAN 23 18:48:39	206.00	170.65	167.88	167.32	65.42	62.47	61.79	18.96	14	-	-	-		
N/A	15	50	Egress	2022 JAN 23 19:29:01	2022 JAN 23 19:29:39	2022 JAN 23 19:32:46	225.00	5.10	2.44	-7.14	-78.93	-78.36	-75.56	8.61	14	-	-	-		
N/A	16	50	Ingress	2022 JAN 23 20:43:10	2022 JAN 23 20:46:00	2022 JAN 23 20:46:36	206.00	141.76	139.01	138.45	65.24	62.25	61.56	18.95	1	-	-	-	&daysideMatch:VERNAL CRATER; 	
NOMAD	16	50	Egress	2022 JAN 23 21:26:56	2022 JAN 23 21:27:34	2022 JAN 23 21:30:41	225.00	-23.41	-26.12	-35.85	-79.00	-78.42	-75.58	8.62	1	6SUBD Nominal #12	Science: orders #121, #134, #127, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7	&daysideMatch:VERNAL CRATER; 	
N/A	17	50	Ingress	2022 JAN 23 22:41:08	2022 JAN 23 22:43:59	2022 JAN 23 22:44:35	207.00	112.91	110.14	109.59	65.11	62.06	61.36	18.94	47	-	-	-	&trueNightLimb; &daysideMatch:ACIDALIA MUD VOLCANOES BASIN; 	
N/A	17	50	Egress	2022 JAN 23 23:24:53	2022 JAN 23 23:25:31	2022 JAN 23 23:28:38	225.00	-51.87	-54.63	-64.54	-79.07	-78.49	-75.62	8.63	47	-	-	-	&trueNightLimb; &daysideMatch:ACIDALIA MUD VOLCANOES BASIN; 	
N/A	18	50	Ingress	2022 JAN 24 00:39:07	2022 JAN 24 00:41:58	2022 JAN 24 00:42:34	207.00	84.08	81.31	80.75	65.00	61.90	61.20	18.93	14	-	-	-		
N/A	18	50	Egress	2022 JAN 24 01:22:50	2022 JAN 24 01:23:28	2022 JAN 24 01:26:36	226.00	-80.30	-83.13	-93.27	-79.15	-78.57	-75.65	8.64	14	-	-	-		
NOMAD	19	50	Ingress	2022 JAN 24 02:37:03	2022 JAN 24 02:39:54	2022 JAN 24 02:40:30	207.00	55.28	52.50	51.94	64.92	61.78	61.07	18.93	1	CO2 Fullscan Fast #4	Diffraction order stepping (fullscan): 10 orders from 165 to 175 in steps of 1 (6 order(s) per 1 second(s))	COP row 391: SO: Horizontal Bin (135:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1134 ms, Binning=7		
N/A	19	50	Egress	2022 JAN 24 03:20:44	2022 JAN 24 03:21:22	2022 JAN 24 03:24:31	227.00	-108.68	-111.58	-121.96	-79.24	-78.65	-75.68	8.66	1	-	-	-		
N/A	20	50	Ingress	2022 JAN 24 04:34:55	2022 JAN 24 04:37:47	2022 JAN 24 04:38:23	208.00	26.51	23.71	23.15	64.86	61.67	60.95	18.92	3	-	-	-	&daysideMatch:ARSIA MONS; &daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; &mroOverlap; 	
