Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2022 JUN 11 15:04:07,2022 JUN 11 17:01:29,7042,2022 JUN 11 15:02:07,2022 JUN 11 16:01:19,3552,2022 JUN 11 16:01:20,2022 JUN 11 16:59:29,3489,80.7637,2022 JUN 11 16:30:19
3,3,2,2022 JUN 11 17:01:30,2022 JUN 11 18:58:55,7045,2022 JUN 11 16:59:30,2022 JUN 11 17:58:43,3553,2022 JUN 11 17:58:44,2022 JUN 11 18:56:55,3491,80.8007,2022 JUN 11 18:27:42
3,3,3,2022 JUN 11 18:58:56,2022 JUN 11 20:56:21,7045,2022 JUN 11 18:56:56,2022 JUN 11 19:56:08,3552,2022 JUN 11 19:56:09,2022 JUN 11 20:54:21,3492,80.8968,2022 JUN 11 20:25:08
3,3,4,2022 JUN 11 20:56:22,2022 JUN 11 22:53:46,7044,2022 JUN 11 20:54:22,2022 JUN 11 21:53:35,3553,2022 JUN 11 21:53:36,2022 JUN 11 22:51:46,3490,81.0134,2022 JUN 11 22:22:36
3,3,5,2022 JUN 11 22:53:47,2022 JUN 12 00:51:12,7045,2022 JUN 11 22:51:47,2022 JUN 11 23:51:02,3555,2022 JUN 11 23:51:03,2022 JUN 12 00:49:12,3489,81.0803,2022 JUN 12 00:20:03
3,3,6,2022 JUN 12 00:51:13,2022 JUN 12 02:48:37,7044,2022 JUN 12 00:49:13,2022 JUN 12 01:48:27,3554,2022 JUN 12 01:48:28,2022 JUN 12 02:46:37,3489,81.0879,2022 JUN 12 02:17:30
3,3,7,2022 JUN 12 02:48:38,2022 JUN 12 04:46:01,7043,2022 JUN 12 02:46:38,2022 JUN 12 03:45:50,3552,2022 JUN 12 03:45:51,2022 JUN 12 04:44:01,3490,81.0659,2022 JUN 12 04:14:54
3,3,8,2022 JUN 12 04:46:02,2022 JUN 12 06:43:22,7040,2022 JUN 12 04:44:02,2022 JUN 12 05:43:13,3551,2022 JUN 12 05:43:14,2022 JUN 12 06:41:22,3488,81.0675,2022 JUN 12 06:12:16
3,3,9,2022 JUN 12 06:43:23,2022 JUN 12 08:40:45,7042,2022 JUN 12 06:41:23,2022 JUN 12 07:40:37,3554,2022 JUN 12 07:40:38,2022 JUN 12 08:38:45,3487,81.1318,2022 JUN 12 08:09:39
3,3,10,2022 JUN 12 08:40:46,2022 JUN 12 10:38:11,7045,2022 JUN 12 08:38:46,2022 JUN 12 09:38:00,3554,2022 JUN 12 09:38:01,2022 JUN 12 10:36:11,3490,81.1878,2022 JUN 12 10:07:04
3,3,11,2022 JUN 12 10:38:12,2022 JUN 12 12:35:35,7043,2022 JUN 12 10:36:12,2022 JUN 12 11:35:23,3551,2022 JUN 12 11:35:24,2022 JUN 12 12:33:35,3491,81.2066,2022 JUN 12 12:04:29
3,3,12,2022 JUN 12 12:35:36,2022 JUN 12 14:32:57,7041,2022 JUN 12 12:33:36,2022 JUN 12 13:32:47,3551,2022 JUN 12 13:32:48,2022 JUN 12 14:30:57,3489,81.1938,2022 JUN 12 14:01:53
3,3,13,2022 JUN 12 14:32:58,2022 JUN 12 16:30:19,7041,2022 JUN 12 14:30:58,2022 JUN 12 15:30:11,3553,2022 JUN 12 15:30:12,2022 JUN 12 16:28:19,3487,81.1519,2022 JUN 12 15:59:16
3,3,14,2022 JUN 12 16:30:20,2022 JUN 12 18:27:42,7042,2022 JUN 12 16:28:20,2022 JUN 12 17:27:35,3555,2022 JUN 12 17:27:36,2022 JUN 12 18:25:42,3486,81.1021,2022 JUN 12 17:56:39
