Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	26	Ingress	2019 DEC 02 16:27:38	2019 DEC 02 16:30:34	2019 DEC 02 16:31:11	213.00	-121.70	-125.59	-126.40	48.94	45.90	45.20	19.73	1	-	-	-	&daysideMatch:NILI FOSSAE; 	
NOMAD	26	Egress	2019 DEC 02 17:11:11	2019 DEC 02 17:11:50	2019 DEC 02 17:15:02	231.00	70.17	68.49	61.38	-61.62	-61.10	-58.51	9.33	1	6SUBD Nominal #1	Science: orders #121, #134, #149, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:NILI FOSSAE; 	
ACS	27	Ingress	2019 DEC 02 18:25:32	2019 DEC 02 18:28:29	2019 DEC 02 18:29:06	214.00	-150.57	-154.48	-155.30	48.79	45.70	44.99	19.71	14	-	-	-		
N/A	27	Egress	2019 DEC 02 19:09:05	2019 DEC 02 19:09:44	2019 DEC 02 19:12:56	231.00	41.35	39.66	32.53	-61.58	-61.06	-58.44	9.32	14	-	-	-		
N/A	28	Ingress	2019 DEC 02 20:23:29	2019 DEC 02 20:26:26	2019 DEC 02 20:27:03	214.00	-179.52	176.57	175.75	48.58	45.45	44.74	19.70	1	-	-	-		
NOMAD	28	Egress	2019 DEC 02 21:07:00	2019 DEC 02 21:07:39	2019 DEC 02 21:10:51	231.00	12.57	10.87	3.70	-61.56	-61.03	-58.39	9.32	1	6SUBD Nom CO2 #1	Science: orders #121, #134, #149, #164, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	29	Ingress	2019 DEC 02 22:21:28	2019 DEC 02 22:24:25	2019 DEC 02 22:25:02	214.00	151.53	147.62	146.80	48.36	45.20	44.48	19.68	1	136 only #2	Science: orders #136, #136, #136, #136, #136, #136, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	29	Egress	2019 DEC 02 23:04:57	2019 DEC 02 23:05:36	2019 DEC 02 23:08:48	231.00	-16.18	-17.89	-25.11	-61.56	-61.02	-58.35	9.31	1	-	-	-		
N/A	30	Ingress	2019 DEC 03 00:19:27	2019 DEC 03 00:22:25	2019 DEC 03 00:23:02	215.00	122.62	118.68	117.86	48.19	44.98	44.25	19.66	14	-	-	-		
ACS	30	Egress	2019 DEC 03 01:02:55	2019 DEC 03 01:03:34	2019 DEC 03 01:06:47	232.00	-44.92	-46.65	-53.96	-61.55	-61.01	-58.29	9.31	14	-	-	-		
N/A	31	Ingress	2019 DEC 03 02:17:26	2019 DEC 03 02:20:24	2019 DEC 03 02:21:01	215.00	93.72	89.77	88.95	48.03	44.78	44.04	19.65	3	-	-	-		
N/A	31	Egress	2019 DEC 03 03:00:52	2019 DEC 03 03:01:31	2019 DEC 03 03:04:45	233.00	-73.64	-75.38	-82.78	-61.56	-61.00	-58.24	9.31	3	-	-	-		
NOMAD	32	Ingress	2019 DEC 03 04:15:21	2019 DEC 03 04:18:20	2019 DEC 03 04:18:57	216.00	64.88	60.90	60.08	47.91	44.60	43.85	19.64	1	Nominal Science 1xCO2 LA05	Science: orders #190, #169, #148, #136, #121, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	32	Egress	2019 DEC 03 04:58:46	2019 DEC 03 04:59:25	2019 DEC 03 05:02:39	233.00	-102.33	-104.08	-111.54	-61.57	-61.01	-58.22	9.31	1	-	-	-		
N/A	33	Ingress	2019 DEC 03 06:13:14	2019 DEC 03 06:16:13	2019 DEC 03 06:16:51	217.00	36.04	32.05	31.21	47.77	44.43	43.65	19.63	14	-	-	-		
ACS	33	Egress	2019 DEC 03 06:56:38	2019 DEC 03 06:57:17	2019 DEC 03 07:00:31	233.00	-131.01	-132.78	-140.29	-61.57	-61.01	-58.20	9.31	14	-	-	-		
NOMAD	34	Ingress	2019 DEC 03 08:11:10	2019 DEC 03 08:14:09	2019 DEC 03 08:14:47	217.00	7.11	3.12	2.27	47.55	44.18	43.39	19.61	1	Nominal Science 1xCO2 HA02	Science: orders #168, #134, #190, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	34	Egress	2019 DEC 03 08:54:32	2019 DEC 03 08:55:11	2019 DEC 03 08:58:25	233.00	-159.83	-161.61	-169.15	-61.54	-60.97	-58.13	9.30	1	-	-	-		
N/A	35	Ingress	2019 DEC 03 10:09:10	2019 DEC 03 10:12:09	2019 DEC 03 10:12:47	217.00	-21.86	-25.85	-26.69	47.31	43.90	43.11	19.60	1	-	-	-		
NOMAD	35	Egress	2019 DEC 03 10:52:31	2019 DEC 03 10:53:10	2019 DEC 03 10:56:25	234.00	171.31	169.52	161.92	-61.50	-60.92	-58.03	9.29	1	6SUBD Nom CH4 #2	Science: orders #134, #136, #164, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	36	Ingress	2019 DEC 03 12:07:11	2019 DEC 03 12:10:10	2019 DEC 03 12:10:48	217.00	-50.81	-54.80	-55.64	47.10	43.65	42.85	19.58	3	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; &daysideMatch:CURIOSITY; 	
N/A	36	Egress	2019 DEC 03 12:50:30	2019 DEC 03 12:51:10	2019 DEC 03 12:54:25	235.00	142.55	140.70	133.06	-61.49	-60.89	-57.97	9.28	3	-	-	-	&daysideMatch:AEOLIS MENSAE MFF; &daysideMatch:CURIOSITY; 	
N/A	37	Ingress	2019 DEC 03 14:05:09	2019 DEC 03 14:08:09	2019 DEC 03 14:08:47	218.00	-79.70	-83.71	-84.56	46.93	43.43	42.62	19.57	1	-	-	-		
NOMAD	37	Egress	2019 DEC 03 14:48:27	2019 DEC 03 14:49:07	2019 DEC 03 14:52:22	235.00	113.90	112.04	104.33	-61.52	-60.92	-57.96	9.28	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	38	Ingress	2019 DEC 03 16:03:06	2019 DEC 03 16:06:06	2019 DEC 03 16:06:44	218.00	-108.56	-112.59	-113.43	46.78	43.24	42.42	19.55	14	-	-	-		
N/A	38	Egress	2019 DEC 03 16:46:22	2019 DEC 03 16:47:02	2019 DEC 03 16:50:18	236.00	85.26	83.38	75.56	-61.54	-60.93	-57.93	9.28	14	-	-	-		
N/A	39	Ingress	2019 DEC 03 18:01:00	2019 DEC 03 18:04:01	2019 DEC 03 18:04:39	219.00	-137.40	-141.46	-142.31	46.64	43.04	42.21	19.54	1	-	-	-		
NOMAD	39	Egress	2019 DEC 03 18:44:14	2019 DEC 03 18:44:54	2019 DEC 03 18:48:11	237.00	56.47	54.58	46.70	-61.52	-60.90	-57.86	9.28	1	6SUBD Nom CH4 #1	Science: orders #134, #136, #148, #164, #187, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	40	Ingress	2019 DEC 03 19:58:56	2019 DEC 03 20:01:57	2019 DEC 03 20:02:35	219.00	-166.32	-170.37	-171.22	46.42	42.79	41.96	19.53	14	-	-	-		
N/A	40	Egress	2019 DEC 03 20:42:09	2019 DEC 03 20:42:49	2019 DEC 03 20:46:05	236.00	27.66	25.76	17.89	-61.48	-60.86	-57.80	9.27	14	-	-	-		
N/A	41	Ingress	2019 DEC 03 21:56:53	2019 DEC 03 21:59:55	2019 DEC 03 22:00:33	220.00	164.75	160.68	159.84	46.21	42.53	41.69	19.51	1	-	-	-		
NOMAD	41	Egress	2019 DEC 03 22:40:05	2019 DEC 03 22:40:45	2019 DEC 03 22:44:01	236.00	-1.10	-3.01	-10.92	-61.47	-60.85	-57.76	9.26	1	Nominal Science with CO 01	Science: orders #169, #134, #186, #121, #147, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
NOMAD	42	Ingress	2019 DEC 03 23:54:53	2019 DEC 03 23:57:55	2019 DEC 03 23:58:33	220.00	135.82	131.75	130.90	45.99	42.27	41.42	19.50	1	CO2 Fullscan Fast #2	Diffraction order stepping (fullscan): 10 orders from 160 to 170 in steps of 1 (6 order(s) per 1 second(s))	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:ACIDALIA MUD VOLCANOES NE; 	
N/A	42	Egress	2019 DEC 04 00:38:03	2019 DEC 04 00:38:43	2019 DEC 04 00:42:00	237.00	-29.85	-31.78	-39.77	-61.46	-60.83	-57.70	9.26	1	-	-	-	&daysideMatch:ACIDALIA MUD VOLCANOES NE; 	
N/A	43	Ingress	2019 DEC 04 01:52:53	2019 DEC 04 01:55:56	2019 DEC 04 01:56:34	221.00	106.94	102.84	101.99	45.83	42.05	41.19	19.48	14	-	-	-		
ACS	43	Egress	2019 DEC 04 02:36:01	2019 DEC 04 02:36:41	2019 DEC 04 02:39:59	238.00	-58.60	-60.54	-68.62	-61.46	-60.82	-57.63	9.25	14	-	-	-		
NOMAD	44	Ingress	2019 DEC 04 03:50:51	2019 DEC 04 03:53:54	2019 DEC 04 03:54:32	221.00	78.07	73.96	73.11	45.66	41.85	40.98	19.47	1	Nominal Science 1xCO2 LA05	Science: orders #190, #169, #148, #136, #121, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	44	Egress	2019 DEC 04 04:33:56	2019 DEC 04 04:34:36	2019 DEC 04 04:37:55	239.00	-87.31	-89.26	-97.43	-61.46	-60.82	-57.58	9.25	1	-	-	-		
N/A	45	Ingress	2019 DEC 04 05:48:44	2019 DEC 04 05:51:48	2019 DEC 04 05:52:26	222.00	49.24	45.10	44.25	45.53	41.65	40.78	19.46	3	-	-	-	&daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
ACS	45	Egress	2019 DEC 04 06:31:49	2019 DEC 04 06:32:29	2019 DEC 04 06:35:48	239.00	-115.98	-117.95	-126.18	-61.47	-60.83	-57.56	9.25	3	-	-	-	&daysideMatch:OLYMPICA FOSSAE-JOVIS THOLUS; 	
NOMAD	46	Ingress	2019 DEC 04 07:46:38	2019 DEC 04 07:49:42	2019 DEC 04 07:50:21	223.00	20.37	16.23	15.36	45.34	41.43	40.53	19.45	1	6SUBD Nom CO #1	Science: orders #121, #149, #186, #187, #189, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	46	Egress	2019 DEC 04 08:29:41	2019 DEC 04 08:30:21	2019 DEC 04 08:33:40	239.00	-144.75	-146.73	-154.98	-61.45	-60.80	-57.51	9.25	1	-	-	-		
N/A	47	Ingress	2019 DEC 04 09:44:37	2019 DEC 04 09:47:41	2019 DEC 04 09:48:20	223.00	-8.60	-12.73	-13.60	45.08	41.14	40.23	19.43	14	-	-	-		
ACS	47	Egress	2019 DEC 04 10:27:39	2019 DEC 04 10:28:19	2019 DEC 04 10:31:38	239.00	-173.64	-175.62	176.10	-61.40	-60.74	-57.41	9.23	14	-	-	-		
NOMAD	48	Ingress	2019 DEC 04 11:42:39	2019 DEC 04 11:45:43	2019 DEC 04 11:46:22	223.00	-37.56	-41.68	-42.55	44.83	40.86	39.94	19.42	1	Nominal Science 1xCO2 HA04	Science: orders #168, #136, #189, #119, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	48	Egress	2019 DEC 04 12:25:39	2019 DEC 04 12:26:20	2019 DEC 04 12:29:39	240.00	157.53	155.49	147.20	-61.37	-60.68	-57.32	9.22	1	-	-	-		
N/A	49	Ingress	2019 DEC 04 13:40:40	2019 DEC 04 13:43:44	2019 DEC 04 13:44:23	223.00	-66.48	-70.60	-71.47	44.62	40.61	39.68	19.40	1	-	-	-		
NOMAD	49	Egress	2019 DEC 04 14:23:38	2019 DEC 04 14:24:19	2019 DEC 04 14:27:39	241.00	128.84	126.79	118.40	-61.38	-60.69	-57.29	9.22	1	Nominal Science 1xCO2 HA03	Science: orders #168, #134, #189, #121, #165, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
ACS	50	Ingress	2019 DEC 04 15:38:37	2019 DEC 04 15:41:42	2019 DEC 04 15:42:21	224.00	-95.33	-99.49	-100.36	44.46	40.39	39.45	19.39	14	-	-	-		
N/A	50	Egress	2019 DEC 04 16:21:33	2019 DEC 04 16:22:14	2019 DEC 04 16:25:35	242.00	100.20	98.13	89.63	-61.41	-60.72	-57.26	9.22	14	-	-	-		
N/A	51	Ingress	2019 DEC 04 17:36:32	2019 DEC 04 17:39:38	2019 DEC 04 17:40:17	225.00	-124.17	-128.35	-129.22	44.32	40.18	39.23	19.38	1	-	-	-	&daysideMatch:NILI FOSSAE; 	
