Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	22	Nightside	2019 NOV 30 15:12:58	2019 NOV 30 15:42:19	2019 NOV 30 16:11:40	3521.76	-111.64	-85.58	54.03	56.81	-27.99	-56.79	164.05	22.89	3	-	-	-		
1	22	Dayside	2019 NOV 30 16:11:40	2019 NOV 30 16:41:16	2019 NOV 30 17:10:52	3552.19	54.03	80.45	-140.47	-56.79	29.36	56.74	16.09	10.91	3	Ice H2O 2SUBD #1	Science: orders #193, #168, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 80: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 6964 ms, Binning=3		
2	22	Nightside	2019 NOV 30 17:10:52	2019 NOV 30 17:40:12	2019 NOV 30 18:09:33	3521.12	-140.47	-114.47	25.14	56.74	-28.07	-56.68	163.85	22.88	1	-	-	-		
2	22	Dayside	2019 NOV 30 18:09:33	2019 NOV 30 18:39:10	2019 NOV 30 19:08:47	3553.74	25.14	51.56	-169.38	-56.68	29.47	56.63	16.29	10.90	1	H2O 2SUBD 01	Science: orders #167, #169, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
3	22	Nightside	2019 NOV 30 19:08:47	2019 NOV 30 19:38:09	2019 NOV 30 20:07:30	3523.50	-169.38	-143.36	-3.80	56.63	-28.18	-56.57	163.65	22.86	17	-	-	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
3	22	Dayside	2019 NOV 30 20:07:30	2019 NOV 30 20:37:08	2019 NOV 30 21:06:45	3554.46	-3.80	22.66	161.67	-56.57	29.53	56.50	16.47	10.89	17	-		COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
4	22	Nightside	2019 NOV 30 21:06:45	2019 NOV 30 21:36:07	2019 NOV 30 22:05:29	3524.47	161.67	-172.29	-32.71	56.50	-28.31	-56.46	163.43	22.85	1	-	-	-		
4	22	Dayside	2019 NOV 30 22:05:29	2019 NOV 30 22:35:07	2019 NOV 30 23:04:44	3554.80	-32.71	-6.29	132.77	-56.46	29.61	56.41	16.70	10.87	1	Nominal 3SUBD 01	Science: orders #167, #169, #190, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
5	22	Nightside	2019 NOV 30 23:04:44	2019 NOV 30 23:34:06	2019 DEC 01 00:03:27	3523.35	132.77	158.76	-61.58	56.41	-28.41	-56.38	163.19	22.83	14	-	-	-		
5	22	Dayside	2019 DEC 01 00:03:27	2019 DEC 01 00:33:05	2019 DEC 01 01:02:43	3555.26	-61.58	-35.25	103.92	-56.38	29.72	56.34	16.95	10.85	14	-		COP row 80: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 6964 ms, Binning=3		
6	22	Nightside	2019 DEC 01 01:02:43	2019 DEC 01 01:32:03	2019 DEC 01 02:01:24	3521.05	103.92	129.80	-90.42	56.34	-28.49	-56.31	162.95	22.82	3	-	-	-		
6	22	Dayside	2019 DEC 01 02:01:24	2019 DEC 01 02:31:01	2019 DEC 01 03:00:39	3555.00	-90.42	-64.21	75.11	-56.31	29.84	56.28	17.21	10.84	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
7	22	Nightside	2019 DEC 01 03:00:39	2019 DEC 01 03:29:58	2019 DEC 01 03:59:18	3519.56	75.11	100.85	-119.24	56.28	-28.57	-56.24	162.71	22.80	1	-	-	-		
7	22	Dayside	2019 DEC 01 03:59:18	2019 DEC 01 04:28:55	2019 DEC 01 04:58:32	3553.64	-119.24	-93.13	46.29	-56.24	29.92	56.21	17.43	10.82	1	-		COP row 80: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 6964 ms, Binning=3		
8	22	Nightside	2019 DEC 01 04:58:32	2019 DEC 01 05:27:52	2019 DEC 01 05:57:11	3519.58	46.29	71.96	-148.08	56.21	-28.69	-56.17	162.50	22.78	1	-	-	-		
8	22	Dayside	2019 DEC 01 05:57:11	2019 DEC 01 06:26:49	2019 DEC 01 06:56:26	3554.76	-148.08	-122.02	17.38	-56.17	30.00	56.10	17.62	10.81	1	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
9	22	Nightside	2019 DEC 01 06:56:26	2019 DEC 01 07:25:47	2019 DEC 01 07:55:07	3520.70	17.38	43.08	-177.00	56.10	-28.80	-56.04	162.30	22.77	14	-	-	-		
9	22	Dayside	2019 DEC 01 07:55:07	2019 DEC 01 08:24:45	2019 DEC 01 08:54:24	3556.86	-177.00	-150.92	-11.56	-56.04	30.11	55.97	17.83	10.80	14	-		COP row 80: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 6964 ms, Binning=3		
10	22	Nightside	2019 DEC 01 08:54:24	2019 DEC 01 09:23:45	2019 DEC 01 09:53:06	3521.84	-11.56	14.15	154.05	55.97	-28.88	-55.91	162.10	22.76	1	-	-	-		
10	22	Dayside	2019 DEC 01 09:53:06	2019 DEC 01 10:22:44	2019 DEC 01 10:52:23	3556.93	154.05	-179.84	-40.46	-55.91	30.24	55.87	18.05	10.78	1	CO H2O 3SUBD 01	Science: orders #168, #190, #191, with 205000us integration time (3 orders per 15 second(s) for detector lines 80 to 224)	COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
11	22	Nightside	2019 DEC 01 10:52:23	2019 DEC 01 11:21:44	2019 DEC 01 11:51:05	3522.88	-40.46	-14.80	125.16	55.87	-28.96	-55.81	161.87	22.74	3	-	-	-		
11	22	Dayside	2019 DEC 01 11:51:05	2019 DEC 01 12:20:43	2019 DEC 01 12:50:21	3555.18	125.16	151.22	-69.32	-55.81	30.35	55.79	18.28	10.77	3	CH4 2SUBD 03	Science: orders #136, #136, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 80: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 6964 ms, Binning=3	&daysideMatch:AEOLIS MENSAE MFF; 	
12	22	Nightside	2019 DEC 01 12:50:21	2019 DEC 01 13:19:42	2019 DEC 01 13:49:04	3523.25	-69.32	-43.76	96.33	55.79	-29.07	-55.75	161.62	22.72	1	-	-	-		
12	22	Dayside	2019 DEC 01 13:49:04	2019 DEC 01 14:18:40	2019 DEC 01 14:48:17	3552.96	96.33	122.26	-98.14	-55.75	30.43	55.72	18.52	10.75	1	-		COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
13	22	Nightside	2019 DEC 01 14:48:17	2019 DEC 01 15:17:38	2019 DEC 01 15:46:59	3521.99	-98.14	-72.71	67.53	55.72	-29.17	-55.70	161.38	22.71	14	-	-	-		
13	22	Dayside	2019 DEC 01 15:46:59	2019 DEC 01 16:16:35	2019 DEC 01 16:46:11	3552.19	67.53	93.32	-126.96	-55.70	30.53	55.65	18.76	10.73	14	-		COP row 80: NADIR: Horizontal Bin (57:240;0:1047), Tint = 5000 ms,20 bit,Rhythm = 6964 ms, Binning=3		
14	22	Nightside	2019 DEC 01 16:46:11	2019 DEC 01 17:15:31	2019 DEC 01 17:44:51	3520.29	-126.96	-101.62	38.68	55.65	-29.26	-55.61	161.17	22.69	1	-	-	-		
14	22	Dayside	2019 DEC 01 17:44:51	2019 DEC 01 18:14:28	2019 DEC 01 18:44:05	3553.72	38.68	64.43	-155.83	-55.61	30.64	55.55	18.97	10.72	1	Ice H2O 2SUBD #1	Science: orders #193, #168, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
15	22	Nightside	2019 DEC 01 18:44:05	2019 DEC 01 19:13:26	2019 DEC 01 19:42:47	3521.74	-155.83	-130.49	9.75	55.55	-29.37	-55.48	160.98	22.68	1	-	-	-		
