MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2020 OCT 08 13:12:00,45.5698,-24.5646,298.1617,14.5778,77.4679,3.8299e-14,77.4679,2020 OCT 08 13:30:00,44.5876,-28.8658,418.757,14.5831,76.7055,0.12933,76.5817
2020 OCT 10 04:30:00,53.5651,120.7275,303.3173,14.4989,83.3888,3.4841e-14,83.3888,2020 OCT 10 04:51:00,52.1164,116.2989,421.6871,14.5442,82.4313,3.7411,86.0946
2020 OCT 10 08:15:00,55.8977,65.5413,303.4388,14.4681,85.1494,7.0852e-14,85.1494,2020 OCT 10 08:48:00,55.1147,60.7023,425.4449,14.6806,85.5423,7.8075,93.2169
2020 OCT 12 18:12:00,55.5298,-60.2057,304.8523,14.465,84.5689,3.2435e-14,84.5689,2020 OCT 12 17:48:00,56.8542,-57.584,426.4542,14.2506,84.7314,6.9545,91.677
2020 OCT 14 11:21:00,59.9715,58.1941,306.5622,14.3939,87.7546,5.0188e-14,87.7546,2020 OCT 14 11:06:00,61.6166,59.7013,429.0684,14.2511,88.5972,12.1454,100.7215
2020 OCT 15 01:24:00,-64.9168,32.0236,251.7402,2.3189,88.4422,2.3801e-14,88.4422,2020 OCT 15 01:51:00,-64.4535,27.0828,381.0145,2.4272,88.4612,6.8374,95.2652
2020 OCT 17 11:21:00,-64.78,-93.9496,251.1329,2.3019,88.9094,5.5569e-14,88.9094,2020 OCT 17 10:51:00,-66.2378,-89.4183,379.8172,2.1178,88.2353,8.6037,96.6227
2020 OCT 19 00:45:00,-67.0349,79.4419,249.0892,2.2497,87.3635,2.1819e-14,87.3635,2020 OCT 19 00:12:00,-67.9488,84.3976,381.207,2.045,87.1494,7.1119,93.9174
2020 OCT 22 09:09:00,-71.0566,-15.4749,251.3326,2.1478,84.6501,5.9167e-14,84.6501,2020 OCT 22 08:48:00,-70.9275,-13.2469,381.6888,1.9556,85.2041,0.39779,85.5764
2020 OCT 27 08:48:00,-74.0429,35.9261,251.8203,1.9917,83.1124,9.6733e-15,83.1124,2020 OCT 27 08:42:00,-73.3603,34.983,381.4782,1.8317,84.0158,0.35015,84.3297
