Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2022 JUL 09 14:40:16,2022 JUL 09 16:38:11,7075,2022 JUL 09 14:38:17,2022 JUL 09 15:37:25,3548,2022 JUL 09 15:37:26,2022 JUL 09 16:36:11,3525,9.2937,2022 JUL 09 16:07:03
1,1,2,2022 JUL 09 16:38:12,2022 JUL 09 18:36:02,7070,2022 JUL 09 16:36:12,2022 JUL 09 17:35:19,3547,2022 JUL 09 17:35:20,2022 JUL 09 18:34:02,3522,9.0634,2022 JUL 09 18:04:56
3,3,3,2022 JUL 09 18:36:03,2022 JUL 09 20:33:55,7072,2022 JUL 09 18:34:03,2022 JUL 09 19:33:12,3549,2022 JUL 09 19:33:13,2022 JUL 09 20:31:55,3522,8.859,2022 JUL 09 20:02:49
1,1,4,2022 JUL 09 20:33:56,2022 JUL 09 22:31:52,7076,2022 JUL 09 20:31:56,2022 JUL 09 21:31:06,3550,2022 JUL 09 21:31:07,2022 JUL 09 22:29:52,3525,8.6413,2022 JUL 09 22:00:44
3,3,5,2022 JUL 09 22:31:53,2022 JUL 10 00:29:49,7076,2022 JUL 09 22:29:53,2022 JUL 09 23:29:03,3550,2022 JUL 09 23:29:04,2022 JUL 10 00:27:49,3525,8.4002,2022 JUL 09 23:58:41
1,1,6,2022 JUL 10 00:29:50,2022 JUL 10 02:27:46,7076,2022 JUL 10 00:27:50,2022 JUL 10 01:27:01,3551,2022 JUL 10 01:27:02,2022 JUL 10 02:25:46,3524,8.1527,2022 JUL 10 01:56:39
1,1,7,2022 JUL 10 02:27:47,2022 JUL 10 04:25:41,7074,2022 JUL 10 02:25:47,2022 JUL 10 03:24:58,3551,2022 JUL 10 03:24:59,2022 JUL 10 04:23:41,3522,7.9052,2022 JUL 10 03:54:35
3,3,8,2022 JUL 10 04:25:42,2022 JUL 10 06:23:34,7072,2022 JUL 10 04:23:42,2022 JUL 10 05:22:53,3551,2022 JUL 10 05:22:54,2022 JUL 10 06:21:34,3520,7.6699,2022 JUL 10 05:52:29
1,1,9,2022 JUL 10 06:23:35,2022 JUL 10 08:21:26,7071,2022 JUL 10 06:21:35,2022 JUL 10 07:20:45,3550,2022 JUL 10 07:20:46,2022 JUL 10 08:19:26,3520,7.4538,2022 JUL 10 07:50:20
3,3,10,2022 JUL 10 08:21:27,2022 JUL 10 10:19:21,7074,2022 JUL 10 08:19:27,2022 JUL 10 09:18:38,3551,2022 JUL 10 09:18:39,2022 JUL 10 10:17:21,3522,7.2452,2022 JUL 10 09:48:15
1,1,11,2022 JUL 10 10:19:22,2022 JUL 10 12:17:20,7078,2022 JUL 10 10:17:22,2022 JUL 10 11:16:35,3553,2022 JUL 10 11:16:36,2022 JUL 10 12:15:20,3524,7.0198,2022 JUL 10 11:46:13
3,3,12,2022 JUL 10 12:17:21,2022 JUL 10 14:15:19,7078,2022 JUL 10 12:15:21,2022 JUL 10 13:14:33,3552,2022 JUL 10 13:14:34,2022 JUL 10 14:13:19,3525,6.7762,2022 JUL 10 13:44:11
1,1,13,2022 JUL 10 14:15:20,2022 JUL 10 16:13:15,7075,2022 JUL 10 14:13:20,2022 JUL 10 15:12:30,3550,2022 JUL 10 15:12:31,2022 JUL 10 16:11:15,3524,6.5205,2022 JUL 10 15:42:08
1,1,14,2022 JUL 10 16:13:16,2022 JUL 10 18:11:09,7073,2022 JUL 10 16:11:16,2022 JUL 10 17:10:25,3549,2022 JUL 10 17:10:26,2022 JUL 10 18:09:09,3523,6.2781,2022 JUL 10 17:40:02
3,3,15,2022 JUL 10 18:11:10,2022 JUL 10 20:09:01,7071,2022 JUL 10 18:09:10,2022 JUL 10 19:08:18,3548,2022 JUL 10 19:08:19,2022 JUL 10 20:07:01,3522,6.0671,2022 JUL 10 19:37:55
3,3,16,2022 JUL 10 20:09:02,2022 JUL 10 22:06:56,7074,2022 JUL 10 20:07:02,2022 JUL 10 21:06:11,3549,2022 JUL 10 21:06:12,2022 JUL 10 22:04:56,3524,5.8618,2022 JUL 10 21:35:49
3,3,17,2022 JUL 10 22:06:57,2022 JUL 11 00:04:54,7077,2022 JUL 10 22:04:57,2022 JUL 10 23:04:08,3551,2022 JUL 10 23:04:09,2022 JUL 11 00:02:54,3525,5.6321,2022 JUL 10 23:33:46
