Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	93	Ingress	2025 MAY 10 14:37:09	2025 MAY 10 14:41:18	2025 MAY 10 14:42:12	303.00	-64.18	-69.66	-70.88	16.18	7.13	5.00	18.22	14	-	-	-	&mroOverlap; 	
N/A	1	93	Egress	2025 MAY 10 15:16:06	2025 MAY 10 15:17:02	2025 MAY 10 15:21:26	320.00	137.48	134.45	123.34	-53.24	-51.48	-43.15	8.41	14	-	-	-	&mroOverlap; 	
NOMAD	2	93	Ingress	2025 MAY 10 16:35:09	2025 MAY 10 16:39:19	2025 MAY 10 16:40:13	304.00	-93.04	-98.54	-99.77	15.89	6.77	4.64	18.21	1	CO2 Fullscan Fast #5	Diffraction order stepping (fullscan): 10 orders from 140 to 150 in steps of 1 (6 order(s) per 1 second(s))	COP row -1: 		
NOMAD	2	93	Egress	2025 MAY 10 17:14:01	2025 MAY 10 17:14:57	2025 MAY 10 17:19:23	322.00	108.70	105.67	94.49	-53.19	-51.42	-42.99	8.41	1	6SUBD CO #6	Science: orders #148, #132, #183, #184, #185, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	3	93	Ingress	2025 MAY 10 18:33:05	2025 MAY 10 18:37:16	2025 MAY 10 18:38:10	305.00	-121.86	-127.39	-128.63	15.64	6.46	4.32	18.20	14	-	-	-		
ACS	3	93	Egress	2025 MAY 10 19:11:56	2025 MAY 10 19:12:52	2025 MAY 10 19:17:18	322.00	79.79	76.77	65.63	-53.06	-51.28	-42.82	8.39	14	-	-	-		
NOMAD	4	93	Ingress	2025 MAY 10 20:31:03	2025 MAY 10 20:35:15	2025 MAY 10 20:36:09	306.00	-150.71	-156.26	-157.49	15.36	6.12	3.98	18.19	1	6SUBD CH4 H2O #1	Science: orders #169, #132, #133, #134, #136, #137, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	4	93	Egress	2025 MAY 10 21:09:52	2025 MAY 10 21:10:48	2025 MAY 10 21:15:14	322.00	50.85	47.85	36.76	-52.91	-51.13	-42.64	8.38	1	CO2 Fullscan Fast #4	Diffraction order stepping (fullscan): 10 orders from 165 to 175 in steps of 1 (6 order(s) per 1 second(s))	COP row -1: 		
ACS	5	93	Ingress	2025 MAY 10 22:29:04	2025 MAY 10 22:33:17	2025 MAY 10 22:34:11	307.00	-179.61	174.83	173.60	15.01	5.73	3.58	18.18	3	-	-	-		
ACS	5	93	Egress	2025 MAY 10 23:07:51	2025 MAY 10 23:08:47	2025 MAY 10 23:13:13	322.00	21.99	18.99	7.93	-52.81	-51.02	-42.51	8.37	3	-	-	-		
ACS	6	93	Ingress	2025 MAY 11 00:27:06	2025 MAY 11 00:31:19	2025 MAY 11 00:32:14	308.00	151.50	145.93	144.68	14.67	5.37	3.18	18.17	14	-	-	-		
ACS	6	93	Egress	2025 MAY 11 01:05:51	2025 MAY 11 01:06:47	2025 MAY 11 01:11:14	323.00	-6.90	-9.89	-20.96	-52.70	-50.90	-42.32	8.36	14	-	-	-		
N/A	7	93	Ingress	2025 MAY 11 02:25:08	2025 MAY 11 02:29:22	2025 MAY 11 02:30:17	309.00	122.62	117.04	115.78	14.37	5.01	2.81	18.16	1	-	-	-	&daysideMatch:EASTERN COPRATES; &daysideMatch:COPRATES RISE; 	
NOMAD	7	93	Egress	2025 MAY 11 03:03:50	2025 MAY 11 03:04:47	2025 MAY 11 03:09:14	324.00	-35.82	-38.84	-49.87	-52.57	-50.73	-42.12	8.34	1	6SUBD Nominal #53	Science: orders #121, #136, #169, #129, #148, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:EASTERN COPRATES; &daysideMatch:COPRATES RISE; 	
ACS	8	93	Ingress	2025 MAY 11 04:23:09	2025 MAY 11 04:27:24	2025 MAY 11 04:28:19	310.00	93.78	88.16	86.90	14.11	4.67	2.48	18.15	14	-	-	-		
ACS	8	93	Egress	2025 MAY 11 05:01:48	2025 MAY 11 05:02:45	2025 MAY 11 05:07:14	326.00	-64.70	-67.72	-78.79	-52.46	-50.61	-41.89	8.33	14	-	-	-		
N/A	9	93	Ingress	2025 MAY 11 06:21:05	2025 MAY 11 06:25:22	2025 MAY 11 06:26:17	312.00	64.96	59.30	58.04	13.88	4.35	2.14	18.14	1	-	-	-	&daysideMatch:PAVONIS MONS; 	
NOMAD	9	93	Egress	2025 MAY 11 06:59:42	2025 MAY 11 07:00:39	2025 MAY 11 07:05:09	327.00	-93.51	-96.53	-107.63	-52.38	-50.52	-41.74	8.32	1	6SUBD CO2 CO #25	Science: orders #156, #123, #118, #148, #186, #132, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:PAVONIS MONS; 	
ACS	10	93	Ingress	2025 MAY 11 08:19:01	2025 MAY 11 08:23:19	2025 MAY 11 08:24:14	313.00	36.11	30.42	29.16	13.57	3.99	1.78	18.13	14	-	-	-		
ACS	10	93	Egress	2025 MAY 11 08:57:36	2025 MAY 11 08:58:33	2025 MAY 11 09:03:03	327.00	-122.34	-125.35	-136.43	-52.29	-50.43	-41.62	8.31	14	-	-	-		
NOMAD	11	93	Ingress	2025 MAY 11 10:17:03	2025 MAY 11 10:21:20	2025 MAY 11 10:22:16	313.00	7.19	1.53	0.25	13.18	3.62	1.37	18.11	1	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	11	93	Egress	2025 MAY 11 10:55:36	2025 MAY 11 10:56:33	2025 MAY 11 11:01:03	327.00	-151.35	-154.34	-165.35	-52.10	-50.22	-41.39	8.29	1	6SUBD Nominal #12	Science: orders #121, #134, #127, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	12	93	Ingress	2025 MAY 11 12:15:09	2025 MAY 11 12:19:26	2025 MAY 11 12:20:22	313.00	-21.74	-27.40	-28.69	12.78	3.20	0.95	18.10	14	-	-	-		
ACS	12	93	Egress	2025 MAY 11 12:53:38	2025 MAY 11 12:54:35	2025 MAY 11 12:59:06	328.00	179.64	176.67	165.68	-51.91	-50.03	-41.12	8.28	14	-	-	-		
