MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2022 FEB 19 23:06:00,60.9265,-47.3796,309.1093,15.5075,71.9897,5.0988e-14,71.9897,2022 FEB 19 23:09:00,59.7469,-48.8084,429.2897,15.4608,71.0569,0.014596,71.0437
2022 FEB 20 00:57:00,57.1062,-73.8212,306.9066,15.5453,70.2066,7.9593e-14,70.2066,2022 FEB 20 01:09:00,54.1815,-73.0569,425.7017,15.7908,70.5663,0.046668,70.5684
2022 FEB 20 06:33:00,55.4477,-155.277,306.3048,15.5653,69.5385,2.7909e-14,69.5385,2022 FEB 20 07:03:00,53.1936,-159.0935,424.7032,15.7975,70.2182,0.050844,70.2204
2022 FEB 21 10:36:00,54.9088,155.3595,307.5015,15.5753,69.579,6.3611e-15,69.579,2022 FEB 21 10:33:00,55.203,154.5272,425.6816,15.4711,68.9755,1.2122,67.8062
2022 FEB 21 12:27:00,50.9744,128.8291,304.1045,15.6072,67.8869,3.3206e-14,67.8869,2022 FEB 21 12:33:00,49.4979,128.9006,422.2189,15.7094,68.0525,0.16283,68.2118
2022 FEB 21 18:03:00,49.2897,47.1997,302.6908,15.6158,67.1971,5.9418e-14,67.1971,2022 FEB 21 18:27:00,48.586,42.7471,419.9581,15.7081,67.677,0.06179,67.6749
2022 FEB 22 18:21:00,46.791,52.7298,301.304,15.6353,66.401,4.3143e-14,66.401,2022 FEB 22 18:03:00,45.5459,56.9618,418.314,15.6256,65.741,0.064323,65.7373
2022 FEB 22 20:12:00,43.0156,26.1362,299.8089,15.6631,65.0007,6.5569e-14,65.0007,2022 FEB 22 20:00:00,47.976,26.8554,419.8562,15.5164,65.918,0.05688,65.9012
2022 FEB 22 20:12:00,43.0156,26.1362,299.8089,15.6631,65.0007,6.5569e-14,65.0007,2022 FEB 22 20:03:00,39.4345,30.3993,414.2491,15.8011,64.9706,0.1012,64.872
2022 FEB 22 23:57:00,44.5482,-28.6932,299.6447,15.6575,65.6432,2.6988e-14,65.6432,2022 FEB 22 23:57:00,44.7134,-29.7653,420.6248,15.5861,65.0393,0.97646,66.0092
2022 FEB 23 01:48:00,40.6319,-55.4201,296.8599,15.6764,64.1734,2.5642e-14,64.1734,2022 FEB 23 01:57:00,38.8744,-56.3119,416.6915,15.7628,64.3877,0.072405,64.4106
2022 FEB 24 03:57:00,34.3108,-76.7644,291.7716,15.7047,62.2111,2.0365e-14,62.2111,2022 FEB 24 03:30:00,38.3239,-72.2828,415.7144,15.5656,62.2364,0.063299,62.2478
2022 FEB 24 05:48:00,30.5951,-103.5492,288.5863,15.7197,61.1104,1.5581e-14,61.1104,2022 FEB 24 05:30:00,32.2377,-99.3564,410.7803,15.7072,61.5143,0.066861,61.5581
2022 FEB 24 07:39:00,26.8852,-130.3057,285.8714,15.7364,60.1701,5.2551e-14,60.1701,2022 FEB 24 07:30:00,26.0383,-126.7227,406.5793,15.8294,61.1226,0.079149,61.1989
2022 FEB 24 09:33:00,32.5978,-158.3726,291.3212,15.7147,61.7516,2.2264e-14,61.7516,2022 FEB 24 09:24:00,37.303,-158.7044,414.8646,15.5464,61.6465,0.061744,61.6602
2022 FEB 24 09:33:00,32.5978,-158.3726,291.3212,15.7147,61.7516,2.2264e-14,61.7516,2022 FEB 24 09:27:00,28.6142,-156.2833,408.9134,15.7567,60.9543,0.071068,61.0162
2022 FEB 24 11:24:00,28.6816,174.8738,288.9231,15.7317,60.6743,3.4486e-14,60.6743,2022 FEB 24 11:24:00,31.2982,174.0518,410.5291,15.6769,60.8627,0.065205,60.9087
2022 FEB 24 13:15:00,24.7128,148.0909,285.7471,15.7467,59.712,3.1964e-14,59.712,2022 FEB 24 13:24:00,25.3262,146.5504,406.2653,15.79,60.4458,0.079277,60.5234
2022 FEB 24 15:09:00,30.2922,120.0169,289.1859,15.7244,61.1214,3.4841e-14,61.1214,2022 FEB 24 15:21:00,28.083,116.9743,407.7106,15.7161,60.3158,0.069706,60.3779
2022 FEB 24 17:00:00,26.4848,93.2216,285.2672,15.7386,60.1274,2.5719e-14,60.1274,2022 FEB 24 17:21:00,21.9575,89.4501,402.9717,15.8278,60.1048,0.093529,60.198
2022 FEB 25 17:15:00,14.6967,99.8421,276.4085,15.7819,58.0612,9.5417e-15,58.0612,2022 FEB 25 16:57:00,18.6753,102.9628,400.8403,15.6981,57.6696,0.73374,57.016
2022 FEB 25 17:15:00,14.6967,99.8421,276.4085,15.7819,58.0612,9.5417e-15,58.0612,2022 FEB 25 17:00:00,9.8416,104.5578,395.2353,15.8531,58.392,0.40161,58.0782
2022 FEB 25 19:06:00,11.0171,73.0126,273.7216,15.7939,57.6765,1.1901e-14,57.6765,2022 FEB 25 18:57:00,12.4196,75.1508,396.0409,15.7906,57.8226,0.15864,57.95
2022 FEB 25 21:00:00,16.9399,44.9879,279.1009,15.7747,58.389,3.9213e-14,58.389,2022 FEB 25 20:54:00,14.9641,46.125,397.446,15.7533,57.7107,3.113,54.601
2022 FEB 25 22:51:00,13.0487,18.2023,276.9191,15.7897,57.9173,3.4293e-14,57.9173,2022 FEB 25 22:51:00,17.5843,16.3093,400.2249,15.6636,56.9706,0.11543,57.077
2022 FEB 25 22:51:00,13.0487,18.2023,276.9191,15.7897,57.9173,3.4293e-14,57.9173,2022 FEB 25 22:54:00,8.7434,17.9306,394.8854,15.8203,57.7998,0.19209,57.9373
2022 FEB 26 00:42:00,9.0406,-8.6063,273.7204,15.8031,57.5817,3.4293e-14,57.5817,2022 FEB 26 00:51:00,11.5578,-11.528,397.7939,15.7542,57.1866,0.16599,57.3161
2022 FEB 26 02:33:00,5.0532,-35.4388,270.5559,15.8147,57.4066,8.1524e-14,57.4066,2022 FEB 26 02:51:00,5.504,-39.4842,394.9527,15.8369,57.7696,0.76638,58.5143
