UTC Time,Longitude,Latitude,Local Solar Time,Emission Angle,Phase Angle,Solar Angle,Distance (km)
2016 NOV 26 15:17:00,-164.7,55.5,02:21:07,62.6,139.8,140.1,42869.5
2016 NOV 26 15:17:10,-164.7,55.4,02:21:07,62.6,139.8,140.1,42859.4
2016 NOV 26 15:17:20,-164.8,55.4,02:21:07,62.5,139.8,140.2,42849.3
2016 NOV 26 15:17:30,-164.8,55.4,02:21:07,62.5,139.8,140.2,42839.2
2016 NOV 26 15:17:40,-164.8,55.4,02:21:07,62.5,139.8,140.2,42829.0
2016 NOV 26 15:17:50,-164.9,55.3,02:21:07,62.5,139.8,140.2,42818.9
2016 NOV 26 15:18:00,-164.9,55.3,02:21:07,62.4,139.8,140.2,42808.8
2016 NOV 26 15:18:10,-165.0,55.3,02:21:07,62.4,139.8,140.2,42798.7
2016 NOV 26 15:18:20,-165.0,55.2,02:21:07,62.4,139.8,140.2,42788.5
2016 NOV 26 15:18:30,-165.0,55.2,02:21:07,62.4,139.8,140.3,42778.4
2016 NOV 26 15:18:40,-165.1,55.2,02:21:07,62.3,139.8,140.3,42768.3
2016 NOV 26 15:18:50,-165.1,55.2,02:21:07,62.3,139.8,140.3,42758.2
2016 NOV 26 15:19:00,-165.2,55.1,02:21:07,62.3,139.8,140.3,42748.0
2016 NOV 26 15:19:10,-165.2,55.1,02:21:07,62.3,139.8,140.3,42737.9
2016 NOV 26 15:19:20,-165.2,55.1,02:21:07,62.2,139.8,140.3,42727.7
2016 NOV 26 15:19:30,-165.3,55.1,02:21:07,62.2,139.8,140.4,42717.6
2016 NOV 26 15:19:40,-165.3,55.0,02:21:07,62.2,139.8,140.4,42707.5
2016 NOV 26 15:19:50,-165.4,55.0,02:21:07,62.2,139.8,140.4,42697.3
2016 NOV 26 15:20:00,-165.4,55.0,02:21:07,62.1,139.8,140.4,42687.2
2016 NOV 26 15:20:10,-165.4,55.0,02:21:07,62.1,139.8,140.4,42677.0
2016 NOV 26 15:20:20,-165.5,54.9,02:21:07,62.1,139.8,140.4,42666.9
2016 NOV 26 15:20:30,-165.5,54.9,02:21:07,62.1,139.8,140.4,42656.7
2016 NOV 26 15:20:40,-165.6,54.9,02:21:07,62.0,139.8,140.5,42646.6
2016 NOV 26 15:20:50,-165.6,54.8,02:21:07,62.0,139.8,140.5,42636.4
2016 NOV 26 15:21:00,-165.6,54.8,02:21:07,62.0,139.8,140.5,42626.3
2016 NOV 26 15:21:10,-165.7,54.8,02:21:08,62.0,139.8,140.5,42616.1
2016 NOV 26 15:21:20,-165.7,54.8,02:21:08,61.9,139.8,140.5,42605.9
2016 NOV 26 15:21:30,-165.8,54.7,02:21:08,61.9,139.7,140.5,42595.8
2016 NOV 26 15:21:40,-165.8,54.7,02:21:08,61.9,139.7,140.5,42585.6
2016 NOV 26 15:21:50,-165.8,54.7,02:21:08,61.9,139.7,140.6,42575.4
2016 NOV 26 15:22:00,-165.9,54.7,02:21:08,61.8,139.7,140.6,42565.3
2016 NOV 26 15:22:10,-165.9,54.6,02:21:08,61.8,139.7,140.6,42555.1
2016 NOV 26 15:22:20,-166.0,54.6,02:21:08,61.8,139.7,140.6,42544.9
2016 NOV 26 15:22:30,-166.0,54.6,02:21:08,61.8,139.7,140.6,42534.8
2016 NOV 26 15:22:40,-166.0,54.6,02:21:08,61.7,139.7,140.6,42524.6
2016 NOV 26 15:22:50,-166.1,54.5,02:21:08,61.7,139.7,140.6,42514.4
2016 NOV 26 15:23:00,-166.1,54.5,02:21:09,61.7,139.7,140.7,42504.2
2016 NOV 26 15:23:10,-166.2,54.5,02:21:09,61.6,139.7,140.7,42494.0
2016 NOV 26 15:23:20,-166.2,54.5,02:21:09,61.6,139.7,140.7,42483.8
2016 NOV 26 15:23:30,-166.2,54.4,02:21:09,61.6,139.7,140.7,42473.7
2016 NOV 26 15:23:40,-166.3,54.4,02:21:09,61.6,139.7,140.7,42463.5
2016 NOV 26 15:23:50,-166.3,54.4,02:21:09,61.5,139.7,140.7,42453.3
2016 NOV 26 15:24:00,-166.4,54.4,02:21:09,61.5,139.7,140.7,42443.1
2016 NOV 26 15:24:10,-166.4,54.3,02:21:09,61.5,139.7,140.8,42432.9
2016 NOV 26 15:24:20,-166.4,54.3,02:21:10,61.5,139.7,140.8,42422.7
2016 NOV 26 15:24:30,-166.5,54.3,02:21:10,61.4,139.7,140.8,42412.5
2016 NOV 26 15:24:40,-166.5,54.2,02:21:10,61.4,139.7,140.8,42402.3
2016 NOV 26 15:24:50,-166.6,54.2,02:21:10,61.4,139.7,140.8,42392.1
2016 NOV 26 15:25:00,-166.6,54.2,02:21:10,61.4,139.7,140.8,42381.9
2016 NOV 26 15:25:10,-166.6,54.2,02:21:10,61.3,139.7,140.8,42371.7
2016 NOV 26 15:25:20,-166.7,54.1,02:21:11,61.3,139.7,140.9,42361.5
