UTC Time,Longitude,Latitude,Local Solar Time,Emission Angle,Phase Angle,Solar Angle,Distance (km)
2016 NOV 22 09:04:43,-110.6,55.4,02:32:05,62.6,138.2,138.8,42862.2
2016 NOV 22 09:04:53,-110.7,55.4,02:32:05,62.5,138.2,138.8,42852.1
2016 NOV 22 09:05:03,-110.7,55.4,02:32:05,62.5,138.2,138.8,42842.0
2016 NOV 22 09:05:13,-110.7,55.4,02:32:05,62.5,138.2,138.8,42831.9
2016 NOV 22 09:05:23,-110.8,55.3,02:32:05,62.5,138.2,138.9,42821.8
2016 NOV 22 09:05:33,-110.8,55.3,02:32:05,62.4,138.2,138.9,42811.6
2016 NOV 22 09:05:43,-110.9,55.3,02:32:05,62.4,138.2,138.9,42801.5
2016 NOV 22 09:05:53,-110.9,55.3,02:32:05,62.4,138.2,138.9,42791.4
2016 NOV 22 09:06:03,-110.9,55.2,02:32:05,62.4,138.2,138.9,42781.3
2016 NOV 22 09:06:13,-111.0,55.2,02:32:05,62.3,138.2,138.9,42771.1
2016 NOV 22 09:06:23,-111.0,55.2,02:32:05,62.3,138.2,138.9,42761.0
2016 NOV 22 09:06:33,-111.1,55.2,02:32:05,62.3,138.2,139.0,42750.9
2016 NOV 22 09:06:43,-111.1,55.1,02:32:05,62.2,138.2,139.0,42740.7
2016 NOV 22 09:06:53,-111.1,55.1,02:32:05,62.2,138.2,139.0,42730.6
2016 NOV 22 09:07:03,-111.2,55.1,02:32:05,62.2,138.2,139.0,42720.5
2016 NOV 22 09:07:13,-111.2,55.0,02:32:05,62.2,138.2,139.0,42710.3
2016 NOV 22 09:07:23,-111.3,55.0,02:32:05,62.1,138.2,139.0,42700.2
2016 NOV 22 09:07:33,-111.3,55.0,02:32:05,62.1,138.2,139.0,42690.0
2016 NOV 22 09:07:43,-111.3,55.0,02:32:05,62.1,138.1,139.1,42679.9
2016 NOV 22 09:07:53,-111.4,54.9,02:32:05,62.1,138.1,139.1,42669.7
2016 NOV 22 09:08:03,-111.4,54.9,02:32:05,62.0,138.1,139.1,42659.6
2016 NOV 22 09:08:13,-111.5,54.9,02:32:06,62.0,138.1,139.1,42649.4
2016 NOV 22 09:08:23,-111.5,54.9,02:32:06,62.0,138.1,139.1,42639.3
2016 NOV 22 09:08:33,-111.5,54.8,02:32:06,62.0,138.1,139.1,42629.1
2016 NOV 22 09:08:43,-111.6,54.8,02:32:06,61.9,138.1,139.1,42619.0
2016 NOV 22 09:08:53,-111.6,54.8,02:32:06,61.9,138.1,139.2,42608.8
2016 NOV 22 09:09:03,-111.7,54.8,02:32:06,61.9,138.1,139.2,42598.7
2016 NOV 22 09:09:13,-111.7,54.7,02:32:06,61.9,138.1,139.2,42588.5
2016 NOV 22 09:09:23,-111.7,54.7,02:32:06,61.8,138.1,139.2,42578.3
2016 NOV 22 09:09:33,-111.8,54.7,02:32:06,61.8,138.1,139.2,42568.2
2016 NOV 22 09:09:43,-111.8,54.7,02:32:06,61.8,138.1,139.2,42558.0
2016 NOV 22 09:09:53,-111.9,54.6,02:32:06,61.8,138.1,139.2,42547.8
2016 NOV 22 09:10:03,-111.9,54.6,02:32:06,61.7,138.1,139.2,42537.6
2016 NOV 22 09:10:13,-111.9,54.6,02:32:07,61.7,138.1,139.3,42527.5
2016 NOV 22 09:10:23,-112.0,54.5,02:32:07,61.7,138.1,139.3,42517.3
2016 NOV 22 09:10:33,-112.0,54.5,02:32:07,61.7,138.1,139.3,42507.1
2016 NOV 22 09:10:43,-112.1,54.5,02:32:07,61.6,138.1,139.3,42496.9
2016 NOV 22 09:10:53,-112.1,54.5,02:32:07,61.6,138.1,139.3,42486.7
2016 NOV 22 09:11:03,-112.1,54.4,02:32:07,61.6,138.1,139.3,42476.5
2016 NOV 22 09:11:13,-112.2,54.4,02:32:07,61.6,138.1,139.3,42466.4
2016 NOV 22 09:11:23,-112.2,54.4,02:32:07,61.5,138.1,139.4,42456.2
2016 NOV 22 09:11:33,-112.3,54.4,02:32:07,61.5,138.1,139.4,42446.0
2016 NOV 22 09:11:43,-112.3,54.3,02:32:08,61.5,138.1,139.4,42435.8
2016 NOV 22 09:11:53,-112.3,54.3,02:32:08,61.5,138.0,139.4,42425.6
2016 NOV 22 09:12:03,-112.4,54.3,02:32:08,61.4,138.0,139.4,42415.4
2016 NOV 22 09:12:13,-112.4,54.3,02:32:08,61.4,138.0,139.4,42405.2
2016 NOV 22 09:12:23,-112.5,54.2,02:32:08,61.4,138.0,139.4,42395.0
2016 NOV 22 09:12:33,-112.5,54.2,02:32:08,61.4,138.0,139.4,42384.8
2016 NOV 22 09:12:43,-112.5,54.2,02:32:08,61.3,138.0,139.5,42374.6
2016 NOV 22 09:12:53,-112.6,54.2,02:32:09,61.3,138.0,139.5,42364.4
2016 NOV 22 09:13:03,-112.6,54.1,02:32:09,61.3,138.0,139.5,42354.2
2016 NOV 22 09:13:13,-112.7,54.1,02:32:09,61.3,138.0,139.5,42344.0
2016 NOV 22 09:13:23,-112.7,54.1,02:32:09,61.2,138.0,139.5,42333.7
2016 NOV 22 09:13:33,-112.7,54.1,02:32:09,61.2,138.0,139.5,42323.5
2016 NOV 22 09:13:43,-112.8,54.0,02:32:09,61.2,138.0,139.5,42313.3
2016 NOV 22 09:13:53,-112.8,54.0,02:32:10,61.2,138.0,139.5,42303.1
2016 NOV 22 09:14:03,-112.9,54.0,02:32:10,61.1,138.0,139.6,42292.9
2016 NOV 22 09:14:13,-112.9,53.9,02:32:10,61.1,138.0,139.6,42282.6
2016 NOV 22 09:14:23,-112.9,53.9,02:32:10,61.1,138.0,139.6,42272.4
2016 NOV 22 09:14:33,-113.0,53.9,02:32:10,61.1,138.0,139.6,42262.2
2016 NOV 22 09:14:43,-113.0,53.9,02:32:11,61.0,138.0,139.6,42252.0
2016 NOV 22 09:14:53,-113.1,53.8,02:32:11,61.0,138.0,139.6,42241.7
2016 NOV 22 09:15:03,-113.1,53.8,02:32:11,61.0,138.0,139.6,42231.5
2016 NOV 22 09:15:13,-113.1,53.8,02:32:11,61.0,138.0,139.6,42221.3
