UTC Time,Longitude,Latitude,Local Solar Time,Emission Angle,Phase Angle,Solar Angle,Distance (km)
2016 NOV 26 16:25:00,179.7,45.5,02:24:41,53.1,138.1,144.5,38571.5
2016 NOV 26 16:25:10,179.6,45.5,02:24:42,53.0,138.1,144.5,38560.6
2016 NOV 26 16:25:20,179.6,45.5,02:24:43,53.0,138.1,144.5,38549.6
2016 NOV 26 16:25:30,179.6,45.5,02:24:44,53.0,138.1,144.5,38538.6
2016 NOV 26 16:25:40,179.5,45.5,02:24:45,53.0,138.1,144.5,38527.6
2016 NOV 26 16:25:50,179.5,45.4,02:24:46,52.9,138.1,144.5,38516.6
2016 NOV 26 16:26:00,179.5,45.4,02:24:47,52.9,138.1,144.5,38505.6
2016 NOV 26 16:26:10,179.4,45.4,02:24:48,52.9,138.1,144.5,38494.6
2016 NOV 26 16:26:20,179.4,45.4,02:24:49,52.9,138.1,144.5,38483.6
2016 NOV 26 16:26:30,179.4,45.3,02:24:50,52.9,138.1,144.6,38472.6
2016 NOV 26 16:26:40,179.3,45.3,02:24:51,52.8,138.1,144.6,38461.6
2016 NOV 26 16:26:50,179.3,45.3,02:24:52,52.8,138.1,144.6,38450.6
2016 NOV 26 16:27:00,179.2,45.3,02:24:53,52.8,138.1,144.6,38439.6
2016 NOV 26 16:27:10,179.2,45.3,02:24:54,52.8,138.1,144.6,38428.5
2016 NOV 26 16:27:20,179.2,45.2,02:24:55,52.8,138.1,144.6,38417.5
2016 NOV 26 16:27:30,179.1,45.2,02:24:56,52.7,138.1,144.6,38406.5
2016 NOV 26 16:27:40,179.1,45.2,02:24:57,52.7,138.1,144.6,38395.5
2016 NOV 26 16:27:50,179.1,45.2,02:24:58,52.7,138.1,144.6,38384.5
2016 NOV 26 16:28:00,179.0,45.1,02:24:59,52.7,138.1,144.6,38373.4
2016 NOV 26 16:28:10,179.0,45.1,02:24:59,52.6,138.1,144.6,38362.4
2016 NOV 26 16:28:20,179.0,45.1,02:25:00,52.6,138.0,144.6,38351.4
2016 NOV 26 16:28:30,178.9,45.1,02:25:01,52.6,138.0,144.6,38340.3
2016 NOV 26 16:28:40,178.9,45.1,02:25:02,52.6,138.0,144.6,38329.3
2016 NOV 26 16:28:50,178.8,45.0,02:25:03,52.6,138.0,144.6,38318.3
2016 NOV 26 16:29:00,178.8,45.0,02:25:04,52.5,138.0,144.6,38307.2
2016 NOV 26 16:29:10,178.8,45.0,02:25:05,52.5,138.0,144.6,38296.2
2016 NOV 26 16:29:20,178.7,45.0,02:25:06,52.5,138.0,144.7,38285.1
2016 NOV 26 16:29:30,178.7,44.9,02:25:07,52.5,138.0,144.7,38274.1
2016 NOV 26 16:29:40,178.7,44.9,02:25:08,52.5,138.0,144.7,38263.0
2016 NOV 26 16:29:50,178.6,44.9,02:25:09,52.4,138.0,144.7,38252.0
2016 NOV 26 16:30:00,178.6,44.9,02:25:10,52.4,138.0,144.7,38240.9
2016 NOV 26 16:30:10,178.6,44.8,02:25:11,52.4,138.0,144.7,38229.9
2016 NOV 26 16:30:20,178.5,44.8,02:25:12,52.4,138.0,144.7,38218.8
2016 NOV 26 16:30:30,178.5,44.8,02:25:13,52.3,138.0,144.7,38207.8
2016 NOV 26 16:30:40,178.4,44.8,02:25:14,52.3,138.0,144.7,38196.7
2016 NOV 26 16:30:50,178.4,44.8,02:25:15,52.3,138.0,144.7,38185.6
2016 NOV 26 16:31:00,178.4,44.7,02:25:16,52.3,138.0,144.7,38174.6
2016 NOV 26 16:31:10,178.3,44.7,02:25:17,52.3,138.0,144.7,38163.5
2016 NOV 26 16:31:20,178.3,44.7,02:25:18,52.2,138.0,144.7,38152.4
2016 NOV 26 16:31:30,178.3,44.7,02:25:19,52.2,138.0,144.7,38141.3
2016 NOV 26 16:31:40,178.2,44.6,02:25:20,52.2,138.0,144.7,38130.3
2016 NOV 26 16:31:50,178.2,44.6,02:25:21,52.2,137.9,144.7,38119.2
