UTC Time,Longitude,Latitude,Local Solar Time,Emission Angle,Phase Angle,Solar Angle,Distance (km)
2016 NOV 26 15:53:00,-173.1,50.0,02:22:14,57.3,139.0,142.9,40638.5
2016 NOV 26 15:53:10,-173.2,50.0,02:22:15,57.3,139.0,142.9,40627.9
2016 NOV 26 15:53:20,-173.2,50.0,02:22:15,57.3,139.0,142.9,40617.4
2016 NOV 26 15:53:30,-173.3,49.9,02:22:16,57.3,139.0,142.9,40606.8
2016 NOV 26 15:53:40,-173.3,49.9,02:22:16,57.2,139.0,142.9,40596.3
2016 NOV 26 15:53:50,-173.3,49.9,02:22:17,57.2,139.0,142.9,40585.7
2016 NOV 26 15:54:00,-173.4,49.9,02:22:18,57.2,139.0,143.0,40575.1
2016 NOV 26 15:54:10,-173.4,49.8,02:22:18,57.2,139.0,143.0,40564.6
2016 NOV 26 15:54:20,-173.5,49.8,02:22:19,57.2,139.0,143.0,40554.0
2016 NOV 26 15:54:30,-173.5,49.8,02:22:19,57.1,139.0,143.0,40543.4
2016 NOV 26 15:54:40,-173.5,49.8,02:22:20,57.1,139.0,143.0,40532.9
2016 NOV 26 15:54:50,-173.6,49.7,02:22:21,57.1,139.0,143.0,40522.3
2016 NOV 26 15:55:00,-173.6,49.7,02:22:21,57.1,138.9,143.0,40511.7
2016 NOV 26 15:55:10,-173.6,49.7,02:22:22,57.0,138.9,143.0,40501.1
2016 NOV 26 15:55:20,-173.7,49.7,02:22:22,57.0,138.9,143.0,40490.5
2016 NOV 26 15:55:30,-173.7,49.7,02:22:23,57.0,138.9,143.0,40480.0
2016 NOV 26 15:55:40,-173.8,49.6,02:22:24,57.0,138.9,143.1,40469.4
2016 NOV 26 15:55:50,-173.8,49.6,02:22:24,56.9,138.9,143.1,40458.8
2016 NOV 26 15:56:00,-173.8,49.6,02:22:25,56.9,138.9,143.1,40448.2
2016 NOV 26 15:56:10,-173.9,49.6,02:22:26,56.9,138.9,143.1,40437.6
2016 NOV 26 15:56:20,-173.9,49.5,02:22:26,56.9,138.9,143.1,40427.0
2016 NOV 26 15:56:30,-173.9,49.5,02:22:27,56.9,138.9,143.1,40416.4
2016 NOV 26 15:56:40,-174.0,49.5,02:22:27,56.8,138.9,143.1,40405.8
2016 NOV 26 15:56:50,-174.0,49.5,02:22:28,56.8,138.9,143.1,40395.2
2016 NOV 26 15:57:00,-174.1,49.4,02:22:29,56.8,138.9,143.1,40384.6
2016 NOV 26 15:57:10,-174.1,49.4,02:22:29,56.8,138.9,143.1,40374.0
2016 NOV 26 15:57:20,-174.1,49.4,02:22:30,56.7,138.9,143.2,40363.4
2016 NOV 26 15:57:30,-174.2,49.4,02:22:31,56.7,138.9,143.2,40352.8
2016 NOV 26 15:57:40,-174.2,49.3,02:22:31,56.7,138.9,143.2,40342.2
2016 NOV 26 15:57:50,-174.2,49.3,02:22:32,56.7,138.9,143.2,40331.5
2016 NOV 26 15:58:00,-174.3,49.3,02:22:32,56.6,138.9,143.2,40320.9
2016 NOV 26 15:58:10,-174.3,49.3,02:22:33,56.6,138.9,143.2,40310.3
2016 NOV 26 15:58:20,-174.4,49.2,02:22:34,56.6,138.9,143.2,40299.7
2016 NOV 26 15:58:30,-174.4,49.2,02:22:34,56.6,138.9,143.2,40289.1
2016 NOV 26 15:58:40,-174.4,49.2,02:22:35,56.6,138.9,143.2,40278.4
2016 NOV 26 15:58:50,-174.5,49.2,02:22:36,56.5,138.8,143.2,40267.8
2016 NOV 26 15:59:00,-174.5,49.2,02:22:36,56.5,138.8,143.3,40257.2
2016 NOV 26 15:59:10,-174.5,49.1,02:22:37,56.5,138.8,143.3,40246.6
2016 NOV 26 15:59:20,-174.6,49.1,02:22:38,56.5,138.8,143.3,40235.9
2016 NOV 26 15:59:30,-174.6,49.1,02:22:38,56.4,138.8,143.3,40225.3
2016 NOV 26 15:59:40,-174.7,49.1,02:22:39,56.4,138.8,143.3,40214.6
2016 NOV 26 15:59:50,-174.7,49.0,02:22:40,56.4,138.8,143.3,40204.0
2016 NOV 26 16:00:00,-174.7,49.0,02:22:40,56.4,138.8,143.3,40193.4
2016 NOV 26 16:00:10,-174.8,49.0,02:22:41,56.4,138.8,143.3,40182.7
2016 NOV 26 16:00:20,-174.8,49.0,02:22:42,56.3,138.8,143.3,40172.1
2016 NOV 26 16:00:30,-174.9,48.9,02:22:42,56.3,138.8,143.3,40161.4
2016 NOV 26 16:00:40,-174.9,48.9,02:22:43,56.3,138.8,143.3,40150.8
2016 NOV 26 16:00:50,-174.9,48.9,02:22:44,56.3,138.8,143.4,40140.1
2016 NOV 26 16:01:00,-175.0,48.9,02:22:44,56.2,138.8,143.4,40129.5
2016 NOV 26 16:01:10,-175.0,48.8,02:22:45,56.2,138.8,143.4,40118.8
2016 NOV 26 16:01:20,-175.0,48.8,02:22:46,56.2,138.8,143.4,40108.1
2016 NOV 26 16:01:30,-175.1,48.8,02:22:46,56.2,138.8,143.4,40097.5
2016 NOV 26 16:01:40,-175.1,48.8,02:22:47,56.1,138.8,143.4,40086.8
2016 NOV 26 16:01:50,-175.2,48.8,02:22:48,56.1,138.8,143.4,40076.1
2016 NOV 26 16:02:00,-175.2,48.7,02:22:48,56.1,138.8,143.4,40065.5
2016 NOV 26 16:02:10,-175.2,48.7,02:22:49,56.1,138.8,143.4,40054.8
2016 NOV 26 16:02:20,-175.3,48.7,02:22:50,56.1,138.8,143.4,40044.1
2016 NOV 26 16:02:30,-175.3,48.7,02:22:51,56.0,138.8,143.4,40033.5
2016 NOV 26 16:02:40,-175.3,48.6,02:22:51,56.0,138.8,143.5,40022.8
2016 NOV 26 16:02:50,-175.4,48.6,02:22:52,56.0,138.7,143.5,40012.1
