UTC Time,Longitude,Latitude,Local Solar Time,Emission Angle,Phase Angle,Solar Angle,Distance (km)
2016 NOV 22 17:49:43,26.3,6.5,20:10:22,2.5,123.7,122.2,13117.5
2016 NOV 22 17:49:53,26.3,6.5,20:10:36,2.5,123.7,122.3,13137.4
2016 NOV 22 17:50:03,26.3,6.5,20:10:50,2.5,123.8,122.3,13157.3
2016 NOV 22 17:50:13,26.3,6.5,20:11:03,2.5,123.8,122.4,13177.2
2016 NOV 22 17:50:23,26.4,6.5,20:11:17,2.5,123.9,122.4,13197.1
2016 NOV 22 17:50:33,26.4,6.5,20:11:31,2.5,123.9,122.5,13216.9
2016 NOV 22 17:50:43,26.4,6.5,20:11:44,2.5,124.0,122.5,13236.8
2016 NOV 22 17:50:53,26.4,6.5,20:11:58,2.5,124.0,122.6,13256.6
2016 NOV 22 17:51:03,26.4,6.5,20:12:12,2.5,124.1,122.6,13276.5
2016 NOV 22 17:51:13,26.4,6.4,20:12:25,2.5,124.1,122.6,13296.3
2016 NOV 22 17:51:23,26.4,6.4,20:12:39,2.5,124.2,122.7,13316.1
2016 NOV 22 17:51:33,26.5,6.4,20:12:52,2.6,124.2,122.7,13335.9
2016 NOV 22 17:51:43,26.5,6.4,20:13:05,2.6,124.3,122.8,13355.7
2016 NOV 22 17:51:53,26.5,6.4,20:13:19,2.6,124.3,122.8,13375.5
2016 NOV 22 17:52:03,26.5,6.4,20:13:32,2.6,124.4,122.9,13395.3
2016 NOV 22 17:52:13,26.5,6.4,20:13:45,2.6,124.4,122.9,13415.0
2016 NOV 22 17:52:23,26.5,6.4,20:13:59,2.6,124.5,123.0,13434.8
2016 NOV 22 17:52:33,26.6,6.4,20:14:12,2.6,124.5,123.0,13454.5
2016 NOV 22 17:52:43,26.6,6.4,20:14:25,2.6,124.6,123.1,13474.2
2016 NOV 22 17:52:53,26.6,6.4,20:14:38,2.6,124.6,123.1,13493.9
2016 NOV 22 17:53:03,26.6,6.4,20:14:51,2.6,124.7,123.2,13513.6
2016 NOV 22 17:53:13,26.6,6.4,20:15:04,2.6,124.7,123.2,13533.3
2016 NOV 22 17:53:23,26.6,6.4,20:15:17,2.6,124.8,123.2,13553.0
2016 NOV 22 17:53:33,26.6,6.4,20:15:30,2.6,124.8,123.3,13572.7
2016 NOV 22 17:53:43,26.7,6.3,20:15:43,2.6,124.9,123.3,13592.3
2016 NOV 22 17:53:53,26.7,6.3,20:15:56,2.6,124.9,123.4,13612.0
2016 NOV 22 17:54:03,26.7,6.3,20:16:09,2.6,125.0,123.4,13631.6
2016 NOV 22 17:54:13,26.7,6.3,20:16:22,2.6,125.0,123.5,13651.2
2016 NOV 22 17:54:23,26.7,6.3,20:16:34,2.6,125.1,123.5,13670.8
2016 NOV 22 17:54:33,26.7,6.3,20:16:47,2.6,125.1,123.6,13690.4
2016 NOV 22 17:54:43,26.7,6.3,20:17:00,2.6,125.2,123.6,13710.0
2016 NOV 22 17:54:53,26.7,6.3,20:17:13,2.6,125.2,123.6,13729.6
2016 NOV 22 17:55:03,26.8,6.3,20:17:25,2.6,125.3,123.7,13749.2
2016 NOV 22 17:55:13,26.8,6.3,20:17:38,2.6,125.3,123.7,13768.7
2016 NOV 22 17:55:23,26.8,6.3,20:17:50,2.6,125.3,123.8,13788.3
2016 NOV 22 17:55:33,26.8,6.3,20:18:03,2.6,125.4,123.8,13807.8
2016 NOV 22 17:55:43,26.8,6.3,20:18:15,2.6,125.4,123.9,13827.3
2016 NOV 22 17:55:53,26.8,6.3,20:18:28,2.7,125.5,123.9,13846.8
2016 NOV 22 17:56:03,26.8,6.2,20:18:40,2.7,125.5,124.0,13866.3
2016 NOV 22 17:56:13,26.8,6.2,20:18:53,2.7,125.6,124.0,13885.8
2016 NOV 22 17:56:23,26.8,6.2,20:19:05,2.7,125.6,124.0,13905.3
2016 NOV 22 17:56:33,26.9,6.2,20:19:17,2.7,125.7,124.1,13924.8
2016 NOV 22 17:56:43,26.9,6.2,20:19:30,2.7,125.7,124.1,13944.2
2016 NOV 22 17:56:53,26.9,6.2,20:19:42,2.7,125.8,124.2,13963.7
2016 NOV 22 17:57:03,26.9,6.2,20:19:54,2.7,125.8,124.2,13983.1
2016 NOV 22 17:57:13,26.9,6.2,20:20:06,2.7,125.8,124.3,14002.5
2016 NOV 22 17:57:23,26.9,6.2,20:20:18,2.7,125.9,124.3,14021.9
2016 NOV 22 17:57:33,26.9,6.2,20:20:30,2.7,125.9,124.3,14041.3
2016 NOV 22 17:57:43,26.9,6.2,20:20:43,2.7,126.0,124.4,14060.7
2016 NOV 22 17:57:53,26.9,6.2,20:20:55,2.7,126.0,124.4,14080.1
2016 NOV 22 17:58:03,26.9,6.2,20:21:07,2.7,126.1,124.5,14099.5
2016 NOV 22 17:58:13,27.0,6.2,20:21:19,2.7,126.1,124.5,14118.9
2016 NOV 22 17:58:23,27.0,6.2,20:21:30,2.7,126.1,124.5,14138.2
2016 NOV 22 17:58:33,27.0,6.1,20:21:42,2.7,126.2,124.6,14157.5
2016 NOV 22 17:58:43,27.0,6.1,20:21:54,2.7,126.2,124.6,14176.9
2016 NOV 22 17:58:53,27.0,6.1,20:22:06,2.7,126.3,124.7,14196.2
2016 NOV 22 17:59:03,27.0,6.1,20:22:18,2.7,126.3,124.7,14215.5
2016 NOV 22 17:59:13,27.0,6.1,20:22:30,2.7,126.4,124.7,14234.8
2016 NOV 22 17:59:23,27.0,6.1,20:22:41,2.7,126.4,124.8,14254.1
2016 NOV 22 17:59:33,27.0,6.1,20:22:53,2.7,126.5,124.8,14273.3
2016 NOV 22 17:59:43,27.0,6.1,20:23:05,2.7,126.5,124.9,14292.6
2016 NOV 22 17:59:53,27.0,6.1,20:23:17,2.7,126.5,124.9,14311.8
2016 NOV 22 18:00:03,27.0,6.1,20:23:28,2.8,126.6,125.0,14331.1
2016 NOV 22 18:00:13,27.1,6.1,20:23:40,2.8,126.6,125.0,14350.3
2016 NOV 22 18:00:23,27.1,6.1,20:23:51,2.8,126.7,125.0,14369.5
2016 NOV 22 18:00:33,27.1,6.1,20:24:03,2.8,126.7,125.1,14388.7
2016 NOV 22 18:00:43,27.1,6.1,20:24:14,2.8,126.7,125.1,14407.9
