UTC Time,Longitude,Latitude,Local Solar Time,Emission Angle,Phase Angle,Solar Angle,Distance (km)
2016 NOV 22 10:12:43,-126.3,45.5,02:35:40,53.0,136.4,142.7,38563.9
2016 NOV 22 10:12:53,-126.3,45.5,02:35:40,53.0,136.4,142.7,38552.9
2016 NOV 22 10:13:03,-126.3,45.5,02:35:41,53.0,136.4,142.7,38541.9
2016 NOV 22 10:13:13,-126.4,45.5,02:35:42,53.0,136.4,142.7,38530.9
2016 NOV 22 10:13:23,-126.4,45.4,02:35:43,52.9,136.4,142.7,38520.0
2016 NOV 22 10:13:33,-126.4,45.4,02:35:44,52.9,136.4,142.7,38509.0
2016 NOV 22 10:13:43,-126.5,45.4,02:35:45,52.9,136.4,142.7,38498.0
2016 NOV 22 10:13:53,-126.5,45.4,02:35:46,52.9,136.4,142.7,38487.0
2016 NOV 22 10:14:03,-126.5,45.4,02:35:47,52.9,136.4,142.7,38476.0
2016 NOV 22 10:14:13,-126.6,45.3,02:35:48,52.8,136.4,142.7,38464.9
2016 NOV 22 10:14:23,-126.6,45.3,02:35:49,52.8,136.4,142.7,38453.9
2016 NOV 22 10:14:33,-126.7,45.3,02:35:50,52.8,136.4,142.7,38442.9
2016 NOV 22 10:14:43,-126.7,45.3,02:35:51,52.8,136.4,142.8,38431.9
2016 NOV 22 10:14:53,-126.7,45.2,02:35:52,52.7,136.4,142.8,38420.9
2016 NOV 22 10:15:03,-126.8,45.2,02:35:53,52.7,136.4,142.8,38409.9
2016 NOV 22 10:15:13,-126.8,45.2,02:35:54,52.7,136.4,142.8,38398.9
2016 NOV 22 10:15:23,-126.8,45.2,02:35:55,52.7,136.4,142.8,38387.8
2016 NOV 22 10:15:33,-126.9,45.2,02:35:56,52.7,136.4,142.8,38376.8
2016 NOV 22 10:15:43,-126.9,45.1,02:35:57,52.6,136.3,142.8,38365.8
2016 NOV 22 10:15:53,-126.9,45.1,02:35:58,52.6,136.3,142.8,38354.8
2016 NOV 22 10:16:03,-127.0,45.1,02:35:59,52.6,136.3,142.8,38343.7
2016 NOV 22 10:16:13,-127.0,45.1,02:36:00,52.6,136.3,142.8,38332.7
2016 NOV 22 10:16:23,-127.1,45.0,02:36:01,52.6,136.3,142.8,38321.7
2016 NOV 22 10:16:33,-127.1,45.0,02:36:02,52.5,136.3,142.8,38310.6
2016 NOV 22 10:16:43,-127.1,45.0,02:36:03,52.5,136.3,142.8,38299.6
2016 NOV 22 10:16:53,-127.2,45.0,02:36:04,52.5,136.3,142.8,38288.5
2016 NOV 22 10:17:03,-127.2,45.0,02:36:04,52.5,136.3,142.8,38277.5
2016 NOV 22 10:17:13,-127.2,44.9,02:36:05,52.4,136.3,142.8,38266.4
2016 NOV 22 10:17:23,-127.3,44.9,02:36:06,52.4,136.3,142.8,38255.4
2016 NOV 22 10:17:33,-127.3,44.9,02:36:07,52.4,136.3,142.8,38244.3
2016 NOV 22 10:17:43,-127.3,44.9,02:36:08,52.4,136.3,142.8,38233.3
2016 NOV 22 10:17:53,-127.4,44.8,02:36:09,52.4,136.3,142.8,38222.2
2016 NOV 22 10:18:03,-127.4,44.8,02:36:10,52.3,136.3,142.8,38211.2
2016 NOV 22 10:18:13,-127.5,44.8,02:36:11,52.3,136.3,142.9,38200.1
2016 NOV 22 10:18:23,-127.5,44.8,02:36:12,52.3,136.3,142.9,38189.0
2016 NOV 22 10:18:33,-127.5,44.7,02:36:13,52.3,136.3,142.9,38178.0
2016 NOV 22 10:18:43,-127.6,44.7,02:36:14,52.3,136.3,142.9,38166.9
2016 NOV 22 10:18:53,-127.6,44.7,02:36:15,52.2,136.3,142.9,38155.8
2016 NOV 22 10:19:03,-127.6,44.7,02:36:16,52.2,136.2,142.9,38144.8
2016 NOV 22 10:19:13,-127.7,44.7,02:36:17,52.2,136.2,142.9,38133.7
2016 NOV 22 10:19:23,-127.7,44.6,02:36:18,52.2,136.2,142.9,38122.6
2016 NOV 22 10:19:33,-127.7,44.6,02:36:19,52.1,136.2,142.9,38111.5
