UTC Time,Longitude,Latitude,Local Solar Time,Emission Angle,Phase Angle,Solar Angle,Distance (km)
2016 NOV 22 15:49:16,-161.7,-8.0,05:41:21,1.6,91.8,90.8,8058.5
2016 NOV 22 15:49:26,-161.6,-8.0,05:41:57,1.6,91.6,90.6,8035.7
2016 NOV 22 15:49:36,-161.5,-8.0,05:42:34,1.6,91.5,90.5,8012.9
2016 NOV 22 15:49:46,-161.3,-8.0,05:43:10,1.6,91.3,90.3,7990.2
2016 NOV 22 15:49:56,-161.2,-8.0,05:43:47,1.5,91.2,90.2,7967.4
2016 NOV 22 15:50:06,-161.1,-8.0,05:44:24,1.5,91.0,90.1,7944.6
2016 NOV 22 15:50:16,-161.0,-8.0,05:45:01,1.5,90.9,89.9,7921.7
2016 NOV 22 15:50:26,-160.9,-8.0,05:45:39,1.5,90.8,89.8,7898.9
2016 NOV 22 15:50:36,-160.8,-8.0,05:46:17,1.5,90.6,89.6,7876.1
2016 NOV 22 15:50:46,-160.7,-8.1,05:46:55,1.5,90.5,89.5,7853.2
2016 NOV 22 15:50:56,-160.5,-8.1,05:47:33,1.5,90.3,89.3,7830.4
2016 NOV 22 15:51:06,-160.4,-8.1,05:48:11,1.5,90.2,89.2,7807.5
2016 NOV 22 15:51:16,-160.3,-8.1,05:48:50,1.5,90.0,89.0,7784.7
2016 NOV 22 15:51:26,-160.2,-8.1,05:49:29,1.5,89.9,88.9,7761.8
2016 NOV 22 15:51:36,-160.0,-8.1,05:50:08,1.5,89.7,88.7,7738.9
2016 NOV 22 15:51:46,-159.9,-8.1,05:50:47,1.5,89.6,88.6,7716.1
2016 NOV 22 15:51:56,-159.8,-8.1,05:51:27,1.5,89.4,88.4,7693.2
2016 NOV 22 15:52:06,-159.7,-8.1,05:52:06,1.5,89.2,88.3,7670.3
2016 NOV 22 15:52:16,-159.6,-8.1,05:52:46,1.5,89.1,88.1,7647.4
2016 NOV 22 15:52:26,-159.4,-8.1,05:53:27,1.5,88.9,88.0,7624.5
2016 NOV 22 15:52:36,-159.3,-8.2,05:54:07,1.5,88.8,87.8,7601.6
2016 NOV 22 15:52:46,-159.2,-8.2,05:54:48,1.5,88.6,87.7,7578.7
2016 NOV 22 15:52:56,-159.0,-8.2,05:55:29,1.5,88.5,87.5,7555.7
2016 NOV 22 15:53:06,-158.9,-8.2,05:56:11,1.5,88.3,87.4,7532.8
2016 NOV 22 15:53:16,-158.8,-8.2,05:56:52,1.5,88.1,87.2,7509.9
2016 NOV 22 15:53:26,-158.6,-8.2,05:57:34,1.5,88.0,87.0,7486.9
2016 NOV 22 15:53:36,-158.5,-8.2,05:58:16,1.4,87.8,86.9,7464.0
2016 NOV 22 15:53:46,-158.4,-8.2,05:58:59,1.4,87.6,86.7,7441.0
2016 NOV 22 15:53:56,-158.2,-8.2,05:59:41,1.4,87.5,86.5,7418.1
2016 NOV 22 15:54:06,-158.1,-8.2,06:00:24,1.4,87.3,86.4,7395.1
2016 NOV 22 15:54:16,-157.9,-8.2,06:01:07,1.4,87.1,86.2,7372.2
2016 NOV 22 15:54:26,-157.8,-8.3,06:01:51,1.4,87.0,86.1,7349.2
