MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2023 MAR 19 19:42:00,75.2752,23.0896,316.417,3.6675,82.9688,1.8833e-14,82.9688,2023 MAR 19 19:39:00,75.8381,22.3562,433.9415,3.5697,82.9103,0.44056,83.1597
2023 MAR 21 09:06:00,76.5991,-161.8286,314.7775,3.7478,81.7196,1.321e-14,81.7196,2023 MAR 21 09:00:00,75.3619,-158.4051,432.6656,3.8786,82.0429,0.44597,82.2854
2023 MAR 23 06:00:00,74.1707,-98.6782,312.9814,3.6669,83.1263,3.9757e-15,83.1263,2023 MAR 23 06:12:00,75.1848,-102.5914,434.8546,3.6006,82.7114,0.44739,82.9644
2023 MAR 24 19:24:00,75.4682,76.1565,314.465,3.7306,81.9268,6.5569e-15,81.9268,2023 MAR 24 19:33:00,74.3775,75.4321,433.254,3.8283,82.2547,0.45593,82.5052
2023 MAR 28 05:42:00,74.5729,-46.1187,314.226,3.6958,82.0736,8.996e-15,82.0736,2023 MAR 28 06:06:00,73.0663,-50.3716,433.8856,3.8017,82.6102,2.3604,84.7648
2023 MAR 29 07:54:00,71.5277,-70.231,312.4661,3.5933,84.1331,2.642e-14,84.1331,2023 MAR 29 07:39:00,72.5825,-65.6036,434.6024,3.6583,83.2505,0.47328,83.5186
2023 MAR 29 13:30:00,73.3082,-151.2268,314.8324,3.645,82.8186,3.1806e-15,82.8186,2023 MAR 29 13:33:00,72.1761,-150.1252,431.7753,3.7669,83.072,0.47725,83.3384
2023 APR 01 18:12:00,70.4166,167.5772,312.2415,3.5636,84.4715,3.8767e-14,84.4715,2023 APR 01 18:12:00,70.8911,165.8538,433.1979,3.4486,84.5961,0.48827,84.883
2023 APR 03 02:00:00,69.0975,63.1073,310.6033,3.5553,85.164,3.2435e-14,85.164,2023 APR 03 01:39:00,70.0698,65.4232,432.1633,3.3689,85.2573,0.49524,85.5524
2023 APR 03 11:21:00,69.5887,-73.2296,311.3327,3.5681,84.7488,2.0381e-14,84.7488,2023 APR 03 11:30:00,66.6771,-71.6048,432.1102,3.8222,85.4226,0.52599,85.7177
2023 APR 05 12:00:00,65.6285,-64.8389,310.6081,3.4864,87.3829,2.3801e-14,87.3829,2023 APR 05 12:39:00,63.3985,-69.7727,430.7736,3.7903,87.2707,0.55068,87.5831
2023 APR 06 06:42:00,65.9683,22.1891,312.0814,3.4922,87.0351,7.9514e-15,87.0351,2023 APR 06 06:18:00,68.5097,21.0577,430.3573,3.0272,87.1948,0.50641,87.5131
2023 APR 06 10:27:00,64.4234,-32.9549,311.6868,3.4664,88.1478,3.6818e-14,88.1478,2023 APR 06 10:15:00,65.6769,-31.5262,431.3018,3.3669,87.7759,0.53194,88.0972
2023 APR 06 19:48:00,64.4399,-169.4802,309.8806,3.4664,88.0865,2.7093e-14,88.0865,2023 APR 06 20:06:00,61.9909,-170.815,429.4413,3.6694,88.6156,0.55979,88.9404
2023 APR 06 19:48:00,64.4399,-169.4802,309.8806,3.4664,88.0865,2.7093e-14,88.0865,2023 APR 07 19:39:00,66.7223,-165.0231,431.229,2.9808,88.4819,0.52084,88.8133
2023 APR 06 23:33:00,62.8842,135.4613,309.5488,3.4464,89.1926,2.9495e-14,89.1926,2023 APR 07 00:03:00,59.0204,134.3082,427.18,3.8564,89.3183,0.57833,89.6446
2023 APR 07 18:15:00,62.9525,-137.4183,309.4258,3.4581,88.9904,2.809e-14,88.9904,2023 APR 07 17:42:00,64.6317,-132.5818,429.2538,3.2453,88.8742,0.53892,89.2065
2023 APR 08 04:33:00,-59.4928,-108.4289,251.848,15.4175,88.548,1.153e-13,88.548,2023 APR 08 04:33:00,-57.4459,-103.7054,378.725,15.7322,89.1052,0.47767,89.0635
2023 APR 09 21:42:00,-58.5502,10.496,253.3585,15.4036,88.0462,5.5003e-14,88.0462,2023 APR 09 21:48:00,-60.144,6.0778,379.1556,15.2064,88.065,0.44458,88.0059
2023 APR 10 01:27:00,-56.9905,-44.4914,252.308,15.3883,86.9252,1.9606e-14,86.9252,2023 APR 10 01:45:00,-57.089,-49.0274,380.8885,15.3781,86.9316,0.4653,86.8699
2023 APR 10 05:12:00,-54.9953,-99.4153,250.5626,15.3772,85.5288,4.9993e-14,85.5288,2023 APR 10 05:42:00,-53.7943,-104.3134,378.7314,15.5372,85.7729,0.48352,85.7107
2023 APR 10 23:54:00,-55.7333,-12.447,253.7517,15.3786,86.1287,4.5878e-14,86.1287,2023 APR 10 23:21:00,-59.6515,-9.632,379.9884,15.0311,86.937,0.43952,86.8676
2023 APR 11 07:24:00,-51.9052,-122.3195,251.9836,15.3547,83.4181,7.336e-14,83.4181,2023 APR 11 07:15:00,-53.165,-120.0183,378.173,15.3622,84.3205,0.47837,84.2475
2023 APR 11 11:09:00,-50.1059,-177.4175,252.6662,15.3319,82.0577,2.3183e-14,82.0577,2023 APR 11 11:12:00,-49.5899,-175.8147,380.4501,15.4875,82.8239,0.49233,82.7526
2023 APR 11 14:54:00,-48.5282,127.7294,252.9862,15.3256,80.9569,3.2591e-14,80.9569,2023 APR 11 15:09:00,-46.4203,127.8235,379.2595,15.5753,81.4609,0.50009,81.3931
2023 APR 11 18:39:00,-46.4588,72.8637,252.2853,15.3183,79.5157,7.635e-14,79.5157,2023 APR 11 19:06:00,-42.9889,71.5477,378.3514,15.6686,80.0962,0.50456,80.0354
2023 APR 12 15:12:00,-51.0746,133.2673,252.8244,15.3497,82.9705,7.1119e-15,82.9705,2023 APR 12 14:42:00,-51.7332,137.752,379.5622,15.1622,82.1737,0.47409,82.0875
2023 APR 12 17:06:00,-45.2692,104.9868,253.3332,15.3142,78.7773,1.8062e-14,78.7773,2023 APR 11 17:09:00,-40.427,101.3871,379.0373,15.7597,79.3357,0.50601,79.2835
2023 APR 12 18:57:00,-49.0195,78.4045,252.2741,15.3428,81.5433,6.3611e-15,81.5433,2023 APR 12 18:39:00,-48.5068,81.7909,378.6638,15.2764,80.717,0.4763,80.6855
2023 APR 13 00:36:00,-41.375,-4.9177,255.2791,15.2881,75.9674,1.3535e-13,75.9674,2023 APR 13 00:36:00,-38.7412,-0.98299,380.4794,15.5503,76.5254,0.49653,76.4656
2023 APR 13 04:21:00,-39.7017,-59.7755,253.4361,15.2811,74.7996,4.4071e-14,74.7996,2023 APR 13 04:33:00,-35.4381,-57.8279,380.8136,15.6058,75.0098,0.49148,74.962
2023 APR 14 10:15:00,-43.812,-135.8938,253.6296,15.3131,77.9634,7.6598e-14,77.9634,2023 APR 14 09:57:00,-48.6114,-136.9101,379.3196,14.9531,78.7454,0.47166,78.6447
2023 APR 14 14:00:00,-42.1141,169.1138,253.1825,15.2972,76.704,2.0674e-14,76.704,2023 APR 14 13:54:00,-45.0972,166.4466,380.2223,15.0222,76.6708,2.244,78.4331
2023 APR 14 14:03:00,-32.4015,167.6788,254.7382,15.2503,69.7975,1.6295e-14,69.7975,2023 APR 14 14:00:00,-27.4732,171.9104,382.1819,15.4836,69.0397,4.4871,73.0512
