S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2020 NOV 01 14:03:00,-75.1896,7.0024,251.642,1.9333,83.0158,4.1857e-14,83.0158
TGO,2020 NOV 01 14:30:00,-74.6396,2.6723,381.0241,2.0825,83.224,0.33333,83.5213

MRO,2020 NOV 05 15:15:00,-74.6257,28.2758,251.5676,1.9308,84.1719,8.5639e-15,84.1719
TGO,2020 NOV 05 14:48:00,-74.5432,30.1278,381.5479,1.6164,84.7692,0.34973,85.0759

MRO,2020 NOV 07 15:51:00,-74.7049,38.7155,250.9508,1.9175,84.4647,1.4662e-14,84.4647
TGO,2020 NOV 07 15:57:00,-73.6824,40.5221,381.4628,2.1353,84.9298,0.33658,85.2341

MRO,2020 NOV 07 21:27:00,-72.8927,-41.5534,250.5856,2.0153,85.9006,2.0735e-14,85.9006
TGO,2020 NOV 07 21:51:00,-73.2481,-42.7412,381.7632,2.3253,84.9169,0.3319,85.2204

MRO,2020 NOV 11 22:39:00,-72.8495,-20.4631,250.6372,2.0044,86.6562,3.8431e-14,86.6562
TGO,2020 NOV 11 22:09:00,-72.5783,-16.4455,379.7823,1.7856,87.3286,0.35564,87.6497

MRO,2020 NOV 12 04:15:00,-71.339,-101.8323,250.5613,2.0292,87.956,2.642e-14,87.956
TGO,2020 NOV 12 04:03:00,-72.1832,-101.6352,381.7593,1.8475,87.6027,0.35408,87.3688

MRO,2020 NOV 14 04:51:00,-71.1735,-91.0869,250.3878,2.0378,88.4357,3.1806e-14,88.4357
TGO,2020 NOV 14 05:12:00,-69.8914,-95.1977,381.354,2.1044,89.3829,0.35909,89.7188

MRO,2020 NOV 15 04:12:00,68.8231,109.125,311.375,14.1072,89.5389,1.8149e-14,89.5389
TGO,2020 NOV 15 03:48:00,69.8783,111.5659,430.8955,13.8808,89.8981,0.1474,89.8533

MRO,2020 NOV 15 19:09:00,68.2809,-109.1117,310.0767,14.1061,88.9592,1.6295e-14,88.9592
TGO,2020 NOV 15 19:33:00,66.3281,-110.3518,429.8898,14.4128,88.2518,0.1132,88.1964

MRO,2020 NOV 16 21:18:00,64.991,-129.7551,307.7238,14.1769,86.1652,4.5204e-14,86.1652
TGO,2020 NOV 16 21:06:00,65.8767,-125.7885,429.0777,14.2467,87.1411,0.12282,87.0774

MRO,2020 NOV 17 12:15:00,64.4654,12.3281,309.6901,14.1972,85.6746,2.249e-14,85.6746
TGO,2020 NOV 17 12:51:00,61.538,9.5412,426.9709,14.5953,84.7806,0.10197,84.7045

MRO,2020 NOV 18 06:57:00,65.6996,98.9062,309.037,14.1664,86.4825,4.5878e-14,86.4825
TGO,2020 NOV 18 06:30:00,67.1552,100.8574,430.1379,13.8586,86.8702,4.8066,82.5736

MRO,2020 NOV 18 12:33:00,64.5914,17.5675,310.6326,14.1933,85.5866,1.5581e-14,85.5866
