MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2023 JUL 09 00:27:00,74.5718,-57.0592,313.9052,4.1211,72.6612,2.163e-14,72.6612,2023 JUL 09 00:15:00,75.5133,-53.6755,432.7627,4.1519,72.0547,0.4445,72.2922
2023 JUL 09 06:03:00,76.1342,-137.6465,314.9039,4.1994,71.58,2.3155e-14,71.58,2023 JUL 09 06:09:00,75.5968,-137.919,434.9005,4.2786,71.6116,0.44379,71.8445
2023 JUL 09 11:39:00,78.2971,142.6085,315.2357,4.3339,70.1111,8.5639e-15,70.1111,2023 JUL 09 12:03:00,75.9168,139.1844,433.7229,4.495,70.7669,1.0225,71.2282
2023 JUL 15 15:24:00,74.599,142.424,314.0413,4.1333,72.5996,1.7565e-14,72.5996,2023 JUL 15 15:27:00,75.9231,140.66,434.2598,4.0644,72.0944,0.44034,72.3323
2023 JUL 23 14:09:00,71.9134,-123.5778,313.5419,4.0647,74.4095,2.9495e-14,74.4095,2023 JUL 23 14:06:00,74.4034,-124.8396,433.5779,3.9319,73.4495,0.45561,73.7014
2023 JUL 23 19:45:00,74.0271,155.5099,314.5435,4.1211,73.0371,2.1097e-14,73.0371,2023 JUL 23 20:00:00,73.9206,151.9026,434.2151,4.1242,73.0856,0.46072,73.334
2023 JUL 25 03:33:00,72.0438,50.3919,312.7084,4.0656,74.3604,1.7128e-14,74.3604,2023 JUL 25 03:27:00,73.3202,52.5429,433.3113,4.1117,73.4815,0.46658,73.7339
2023 JUL 25 09:09:00,74.2026,-30.284,315.5512,4.1378,72.9137,8.1089e-15,72.9137,2023 JUL 25 09:21:00,72.6614,-31.2263,432.98,4.2697,73.2617,0.47303,73.5121
2023 JUL 26 16:57:00,71.822,-135.6459,313.1216,4.0658,74.5154,2.9495e-14,74.5154,2023 JUL 26 16:48:00,71.9172,-130.7886,432.0429,4.2436,73.7784,0.4801,74.0341
2023 JUL 31 16:39:00,67.7699,-84.6508,309.787,3.9739,77.3668,6.4106e-15,77.3668,2023 JUL 31 16:42:00,68.4917,-85.845,432.6749,3.9431,77.0748,0.51077,77.3626
2023 JUL 31 22:15:00,69.4245,-166.0573,311.7306,3.9975,76.2975,2.4222e-14,76.2975,2023 JUL 31 22:36:00,67.707,-170.6784,431.6009,4.03,77.1564,0.51754,77.4448
2023 AUG 02 00:27:00,65.4106,170.1735,309.787,3.9142,79.1035,1.8271e-14,79.1035,2023 AUG 02 00:09:00,67.2135,174.0362,431.8136,3.8797,78.1657,0.52126,78.4634
2023 AUG 02 06:03:00,67.2672,89.2509,310.4048,3.97,77.7289,1.7992e-14,77.7289,2023 AUG 02 06:03:00,66.7892,87.9787,431.0863,3.8853,78.4073,0.52469,78.7071
2023 AUG 03 13:51:00,65.1684,-15.8795,312.5572,3.9133,79.3039,1.1577e-14,79.3039,2023 AUG 03 13:30:00,65.2722,-12.645,430.1114,3.7883,79.8468,0.74131,79.298
2023 AUG 03 17:36:00,63.3565,-70.9302,308.9603,3.8933,80.5216,3.3396e-14,80.5216,2023 AUG 03 17:27:00,62.5247,-66.3698,430.213,4.0514,80.1753,0.55683,80.4889
2023 AUG 05 10:45:00,61.1355,47.8513,307.4186,3.865,82.1124,2.642e-14,82.1124,2023 AUG 05 10:45:00,57.3402,51.5075,425.1581,4.1086,82.9513,0.58706,83.2824
