Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	62	Ingress	2022 DEC 24 15:59:10	2022 DEC 24 16:02:11	2022 DEC 24 16:02:49	219.00	-162.25	-168.71	-175.04	82.99	87.53	88.54	17.41	3	-	-	-	&mroOverlap; 	
N/A	1	62	Egress	2022 DEC 24 16:42:11	2022 DEC 24 16:42:51	2022 DEC 24 16:46:10	239.00	9.70	9.51	8.54	-60.67	-61.74	-66.72	5.95	3	-	-	-	&mroOverlap; 	
NOMAD	2	62	Ingress	2022 DEC 24 17:57:05	2022 DEC 24 18:00:06	2022 DEC 24 18:00:44	219.00	169.22	163.25	157.66	82.95	87.46	88.47	17.46	1	6SUBD CO2 H2O #12	Science: orders #121, #132, #148, #156, #189, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
NOMAD	2	62	Egress	2022 DEC 24 18:40:09	2022 DEC 24 18:40:49	2022 DEC 24 18:44:08	239.00	-18.98	-19.17	-20.14	-60.91	-61.98	-66.91	5.96	1	6SUBD CO2 #22	Science: orders #142, #148, #155, #156, #160, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mroOverlap; 	
ACS	3	62	Ingress	2022 DEC 24 19:54:58	2022 DEC 24 19:57:59	2022 DEC 24 19:58:37	219.00	140.68	135.15	130.20	82.92	87.40	88.40	17.50	3	-	-	-	&mroOverlap; 	
ACS	3	62	Egress	2022 DEC 24 20:38:03	2022 DEC 24 20:38:43	2022 DEC 24 20:42:02	239.00	-47.65	-47.83	-48.80	-61.11	-62.17	-67.06	5.96	3	-	-	-	&mroOverlap; 	
NOMAD	4	62	Ingress	2022 DEC 24 21:52:52	2022 DEC 24 21:55:52	2022 DEC 24 21:56:30	218.00	112.14	107.08	102.81	82.90	87.31	88.31	17.54	1	6SUBD Nom CO #7	Science: orders #121, #135, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	4	62	Egress	2022 DEC 24 22:35:58	2022 DEC 24 22:36:38	2022 DEC 24 22:39:56	238.00	-76.31	-76.50	-77.45	-61.22	-62.27	-67.10	5.96	1	6SUBD CO #3	Science: orders #132, #132, #185, #185, #186, #186, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	5	62	Ingress	2022 DEC 24 23:50:47	2022 DEC 24 23:53:46	2022 DEC 24 23:54:24	217.00	83.63	79.16	75.75	82.79	87.14	88.13	17.59	14	-	-	-		
ACS	5	62	Egress	2022 DEC 25 00:33:55	2022 DEC 25 00:34:35	2022 DEC 25 00:37:51	236.00	-104.98	-105.17	-106.10	-61.34	-62.38	-67.11	5.96	14	-	-	-		
N/A	6	62	Ingress	2022 DEC 25 01:48:43	2022 DEC 25 01:51:42	2022 DEC 25 01:52:20	217.00	55.10	51.11	48.27	82.67	86.99	87.97	17.63	14	-	-	-	&nomadPhobos; 	
N/A	6	62	Egress	2022 DEC 25 02:31:54	2022 DEC 25 02:32:34	2022 DEC 25 02:35:50	236.00	-133.67	-133.85	-134.78	-61.51	-62.54	-67.24	5.96	14	-	-	-	&nomadPhobos; 	
NOMAD	7	62	Ingress	2022 DEC 25 03:46:42	2022 DEC 25 03:49:40	2022 DEC 25 03:50:18	216.00	26.53	22.89	20.44	82.65	86.90	87.88	17.66	1	HCL #11	Science: orders #121, #136, #126, #127, #129, #130, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:EASTERN COPRATES; &daysideMatch:COPRATES RISE; 	
N/A	7	62	Egress	2022 DEC 25 04:29:54	2022 DEC 25 04:30:34	2022 DEC 25 04:33:50	236.00	-162.36	-162.54	-163.46	-61.73	-62.76	-67.41	5.97	1	-	-	-	&daysideMatch:EASTERN COPRATES; &daysideMatch:COPRATES RISE; 	
NOMAD	8	62	Ingress	2022 DEC 25 05:44:39	2022 DEC 25 05:47:37	2022 DEC 25 05:48:15	216.00	-2.03	-5.43	-7.64	82.64	86.86	87.83	17.69	1	6SUBD Nom CO #5	Science: orders #168, #136, #169, #121, #189, #193, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	8	62	Egress	2022 DEC 25 06:27:53	2022 DEC 25 06:28:33	2022 DEC 25 06:31:49	236.00	168.96	168.78	167.87	-61.97	-62.99	-67.60	5.97	1	6SUBD CO2 H2O #14	Science: orders #121, #134, #148, #132, #165, #169, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
N/A	9	62	Ingress	2022 DEC 25 07:42:33	2022 DEC 25 07:45:30	2022 DEC 25 07:46:08	215.00	-30.59	-33.73	-35.72	82.65	86.81	87.77	17.72	14	-	-	-	&daysideMatch:PAVONIS MONS; 	
ACS	9	62	Egress	2022 DEC 25 08:25:48	2022 DEC 25 08:26:28	2022 DEC 25 08:29:43	235.00	140.29	140.11	139.22	-62.18	-63.19	-67.73	5.97	14	-	-	-	&daysideMatch:PAVONIS MONS; 	
NOMAD	10	62	Ingress	2022 DEC 25 09:40:24	2022 DEC 25 09:43:21	2022 DEC 25 09:43:59	215.00	-59.11	-61.93	-63.59	82.56	86.68	87.63	17.75	1	CO2 100km #1	Science: orders #167, #155, #159, #164, #148, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	10	62	Egress	2022 DEC 25 10:23:41	2022 DEC 25 10:24:20	2022 DEC 25 10:27:35	234.00	111.64	111.46	110.57	-62.30	-63.27	-67.78	5.97	1	6SUBD CO2 #23	Science: orders #186, #190, #132, #148, #156, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	11	62	Ingress	2022 DEC 25 11:38:19	2022 DEC 25 11:41:17	2022 DEC 25 11:41:54	215.00	-87.65	-90.19	-91.56	82.44	86.55	87.47	17.78	14	-	-	-		
ACS	11	62	Egress	2022 DEC 25 12:21:37	2022 DEC 25 12:22:16	2022 DEC 25 12:25:31	234.00	82.96	82.79	81.91	-62.40	-63.36	-67.82	5.97	14	-	-	-		
N/A	12	62	Ingress	2022 DEC 25 13:36:17	2022 DEC 25 13:39:14	2022 DEC 25 13:39:51	214.00	-116.22	-118.51	-119.66	82.39	86.44	87.35	17.80	14	-	-	-		
N/A	12	62	Egress	2022 DEC 25 14:19:37	2022 DEC 25 14:20:16	2022 DEC 25 14:23:30	233.00	54.28	54.11	53.24	-62.54	-63.50	-67.90	5.98	14	-	-	-		
NOMAD	13	62	Ingress	2022 DEC 25 15:34:16	2022 DEC 25 15:37:12	2022 DEC 25 15:37:49	213.00	-144.79	-146.87	-147.88	82.36	86.35	87.25	17.83	1	6SUBD CO2 #16	Science: orders #121, #148, #149, #155, #164, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	13	62	Egress	2022 DEC 25 16:17:38	2022 DEC 25 16:18:17	2022 DEC 25 16:21:31	233.00	25.59	25.42	24.56	-62.74	-63.68	-68.04	5.98	1	6SUBD CO2 CO #27	Science: orders #156, #123, #118, #148, #186, #132, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	14	62	Ingress	2022 DEC 25 17:32:12	2022 DEC 25 17:35:08	2022 DEC 25 17:35:45	213.00	-173.35	-175.24	-176.09	82.32	86.27	87.16	17.85	3	-	-	-	&mroOverlap; 	
ACS	14	62	Egress	2022 DEC 25 18:15:36	2022 DEC 25 18:16:15	2022 DEC 25 18:19:28	232.00	-3.09	-3.25	-4.10	-62.96	-63.89	-68.19	5.98	3	-	-	-	&mroOverlap; 	
NOMAD	15	62	Ingress	2022 DEC 25 19:30:06	2022 DEC 25 19:33:02	2022 DEC 25 19:33:39	213.00	158.09	156.37	155.62	82.29	86.20	87.09	17.87	1	6SUBD Nom CO #6	Science: orders #167, #186, #187, #188, #190, #148, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	15	62	Egress	2022 DEC 25 20:13:32	2022 DEC 25 20:14:11	2022 DEC 25 20:17:24	232.00	-31.75	-31.92	-32.76	-63.18	-64.10	-68.36	5.98	1	6SUBD Nominal #12	Science: orders #121, #134, #127, #129, #169, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	16	62	Ingress	2022 DEC 25 21:27:59	2022 DEC 25 21:30:55	2022 DEC 25 21:31:32	213.00	129.53	127.98	127.35	82.26	86.14	87.01	17.89	1	6SUBD Nom CH4 #2	Science: orders #134, #136, #164, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	16	62	Egress	2022 DEC 25 22:11:27	2022 DEC 25 22:12:06	2022 DEC 25 22:15:19	232.00	-60.41	-60.58	-61.41	-63.32	-64.23	-68.45	5.99	1	6SUBD CO2 CO #27	Science: orders #156, #123, #118, #148, #186, #132, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
ACS	17	62	Ingress	2022 DEC 25 23:25:54	2022 DEC 25 23:28:49	2022 DEC 25 23:29:26	212.00	100.98	99.59	99.06	82.19	86.00	86.87	17.91	14	-	-	-		
ACS	17	62	Egress	2022 DEC 26 00:09:22	2022 DEC 26 00:10:01	2022 DEC 26 00:13:13	231.00	-89.08	-89.24	-90.06	-63.41	-64.32	-68.46	5.99	14	-	-	-		
N/A	18	62	Ingress	2022 DEC 26 01:23:49	2022 DEC 26 01:26:44	2022 DEC 26 01:27:21	212.00	72.41	71.19	70.77	82.05	85.83	86.69	17.93	14	-	-	-		
N/A	18	62	Egress	2022 DEC 26 02:07:20	2022 DEC 26 02:07:59	2022 DEC 26 02:11:10	230.00	-117.75	-117.91	-118.72	-63.55	-64.44	-68.53	5.99	14	-	-	-		
