S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2022 FEB 19 23:06:00,60.9265,-47.3796,309.1093,15.5075,71.9897,5.0988e-14,71.9897
TGO,2022 FEB 19 23:09:00,59.7469,-48.8084,429.2897,15.4608,71.0569,0.014596,71.0437

MRO,2022 FEB 21 10:36:00,54.9088,155.3595,307.5015,15.5753,69.579,6.3611e-15,69.579
TGO,2022 FEB 21 10:33:00,55.203,154.5272,425.6816,15.4711,68.9755,1.2122,67.8062

MRO,2022 FEB 21 12:27:00,50.9744,128.8291,304.1045,15.6072,67.8869,3.3206e-14,67.8869
TGO,2022 FEB 21 12:33:00,49.4979,128.9006,422.2189,15.7094,68.0525,0.16283,68.2118

MRO,2022 FEB 22 23:57:00,44.5482,-28.6932,299.6447,15.6575,65.6432,2.6988e-14,65.6432
TGO,2022 FEB 22 23:57:00,44.7134,-29.7653,420.6248,15.5861,65.0393,0.97646,66.0092

MRO,2022 FEB 23 01:48:00,40.6319,-55.4201,296.8599,15.6764,64.1734,2.5642e-14,64.1734
TGO,2022 FEB 23 01:57:00,38.8744,-56.3119,416.6915,15.7628,64.3877,0.072405,64.4106

MRO,2022 FEB 24 13:15:00,24.7128,148.0909,285.7471,15.7467,59.712,3.1964e-14,59.712
TGO,2022 FEB 24 13:24:00,25.3262,146.5504,406.2653,15.79,60.4458,0.079277,60.5234

MRO,2022 FEB 25 21:00:00,16.9399,44.9879,279.1009,15.7747,58.389,3.9213e-14,58.389
TGO,2022 FEB 25 20:54:00,14.9641,46.125,397.446,15.7533,57.7107,3.113,54.601

MRO,2022 FEB 27 08:21:00,-18.2601,-109.3593,257.9986,15.8906,59.9137,5.6628e-14,59.9137
TGO,2022 FEB 27 08:27:00,-16.5882,-109.5889,383.9923,15.9725,60.7878,0.4358,60.9069

MRO,2022 FEB 27 08:24:00,-8.6048,-110.5747,262.2714,15.8581,58.1668,3.5166e-14,58.1668
TGO,2022 FEB 27 08:24:00,-7.6847,-111.1925,387.2787,15.8169,57.4854,0.35478,57.6267

MRO,2022 FEB 27 10:15:00,-12.3782,-137.4032,261.3745,15.87,58.7241,1.5581e-14,58.7241
TGO,2022 FEB 27 10:24:00,-13.9797,-138.9822,385.2911,15.9108,59.5193,0.4133,59.6459

MRO,2022 FEB 28 21:39:00,-38.4566,67.3712,252.7343,15.9756,66.0848,2.3801e-14,66.0848
TGO,2022 FEB 28 21:54:00,-36.7195,65.4551,378.7465,16.0911,66.8336,0.54772,66.8846

MRO,2022 MAR 02 05:24:00,-47.0582,-35.4647,253.7769,16.0214,69.3532,4.8549e-14,69.3532
TGO,2022 MAR 02 05:24:00,-46.5773,-33.7479,380.4448,16.1358,70.27,0.55305,70.3008

MRO,2022 MAR 03 16:54:00,-53.1061,166.9129,252.187,16.0642,71.749,3.6542e-14,71.749
TGO,2022 MAR 03 16:48:00,-51.4365,167.9961,380.6787,16.0389,70.89,0.53932,70.9099

MRO,2022 MAR 03 18:48:00,-47.4208,138.5785,252.9419,16.0244,69.2226,4.0731e-14,69.2226
TGO,2022 MAR 03 18:45:00,-48.7946,137.5434,379.0101,15.9067,68.6715,0.53312,68.6755

MRO,2022 MAR 05 08:09:00,-57.6258,-45.3863,252.1541,16.1114,73.5562,6.1096e-14,73.5562
TGO,2022 MAR 05 08:09:00,-59.2723,-44.8759,380.0626,16.1456,74.4514,0.50809,74.4811

MRO,2022 MAR 06 19:39:00,-64.1133,157.5542,251.6374,16.1914,76.3529,5.4651e-14,76.3529
TGO,2022 MAR 06 19:33:00,-63.7505,159.551,379.6709,16.2272,76.4245,0.48292,76.4667

MRO,2022 MAR 08 09:03:00,-64.614,-28.2338,254.0063,16.2053,76.2857,3.8332e-14,76.2857
TGO,2022 MAR 08 08:54:00,-65.6852,-27.4377,379.9139,16.1125,76.1967,0.79592,76.4565

MRO,2022 MAR 13 10:33:00,-75.6015,2.7346,254.8817,16.5192,80.6877,7.957e-15,80.6877
TGO,2022 MAR 13 10:48:00,-73.6222,2.6865,379.9161,16.7592,80.9512,0.42042,81.0459

