Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	23	Nightside	2019 DEC 28 15:48:46	2019 DEC 28 16:18:03	2019 DEC 28 16:47:20	3513.83	93.93	-123.83	-100.39	-34.45	-50.85	34.59	132.90	3.00	3	-	-	-		
1	23	Dayside	2019 DEC 28 16:47:20	2019 DEC 28 17:17:01	2019 DEC 28 17:46:42	3562.08	-100.39	41.13	65.10	34.59	51.61	-34.71	47.05	14.96	3	Nominal 6SUBD 01	Science: orders #149, #134, #168, #119, #190, #196, with 220000us integration time (6 orders per 15 second(s) for detector lines 80 to 224)	COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
2	23	Nightside	2019 DEC 28 17:46:42	2019 DEC 28 18:16:00	2019 DEC 28 18:45:18	3515.66	65.10	-152.62	-129.21	-34.71	-50.60	34.83	133.04	3.00	1	-	-	-		
2	23	Dayside	2019 DEC 28 18:45:18	2019 DEC 28 19:14:59	2019 DEC 28 19:44:40	3562.64	-129.21	12.28	36.27	34.83	51.35	-34.95	46.86	14.95	1	-		COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
3	23	Nightside	2019 DEC 28 19:44:40	2019 DEC 28 20:13:59	2019 DEC 28 20:43:18	3517.57	36.27	178.51	-158.06	-34.95	-50.34	35.08	133.23	2.99	7	Limb 2SUBD 07	Science: orders #164, #164, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row 17: NADIR: Full Frame (47:240;0:1047),Tint = 15000 ms,16 bit,Rhythm = 17070 ms, Binning=0		
3	23	Dayside	2019 DEC 28 20:43:18	2019 DEC 28 21:13:01	2019 DEC 28 21:42:43	3565.07	-158.06	-16.57	7.41	35.08	51.09	-35.21	46.68	14.94	7	-		COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
4	23	Nightside	2019 DEC 28 21:42:43	2019 DEC 28 22:12:02	2019 DEC 28 22:41:20	3517.11	7.41	149.66	173.07	-35.21	-50.06	35.36	133.41	2.98	1	-	-	-		
4	23	Dayside	2019 DEC 28 22:41:20	2019 DEC 28 23:11:04	2019 DEC 28 23:40:47	3566.51	173.07	-45.35	-21.47	35.36	50.80	-35.51	46.53	14.94	1	-		COP row 88: NADIR: Horizontal Bin (57:240;0:1047), Tint = 10000 ms,20 bit,Rhythm = 11964 ms, Binning=3		
5	23	Nightside	2019 DEC 28 23:40:47	2019 DEC 29 00:10:05	2019 DEC 29 00:39:23	3516.23	-21.47	120.86	144.19	-35.51	-49.81	35.66	133.55	2.97	14	-	-	-		
5	23	Dayside	2019 DEC 29 00:39:23	2019 DEC 29 01:09:06	2019 DEC 29 01:38:49	3565.78	144.19	-74.09	-50.36	35.66	50.50	-35.83	46.41	14.93	14	-		COP row 84: NADIR: Horizontal Bin (57:240;0:1047), Tint = 7000 ms,20 bit,Rhythm = 8964 ms, Binning=3		
