NOM_02, OCCEG, 100, 125, 156
NOM_02, OCCIN, 35
NOM_03, OCCEG, 35, 38, 42, 53, 77, 83, 90, 95, 102, 119, 145, 150, 151, 162, 164, 173, 175, 181, 202
NOM_03, OCCIN, 25, 28, 40, 42, 49, 53, 56, 75, 79, 103, 106, 108, 111, 112, 118, 127, 148, 150, 157, 167, 176, 183, 185, 189, 205, 207, 209, 220, 234, 242
CO_001, OCCEG, 111, 210
CO_001, OCCIN, 145, 187, 215
CO_002, OCCEG, 25, 28, 30, 69, 79, 81, 108, 118, 122, 170, 179, 226
CO_002, OCCIN, 23, 30, 77, 87, 125, 130, 168, 217, 223
CO2_01, OCCEG, 23, 26, 40, 65, 87, 112, 132, 140, 144, 167, 189
CO2_01, OCCIN, 26, 62, 65, 116, 138, 154
CO2_02, OCCEG, 31, 51, 62, 75, 103, 114, 127, 129, 130, 138, 142, 148, 168, 183, 193, 198, 200, 237, 239
CO2_02, OCCIN, 31, 37, 38, 60, 63, 68, 90, 97, 102, 124, 129, 137, 140, 170, 173, 191
HCL_01, OCCEG, 37, 46, 124, 176, 191, 228
HCL_01, OCCIN, 45, 46, 81, 122
FUL_01, OCCEG, 45, 56, 63, 89, 97, 116, 185, 204, 212
FUL_01, OCCIN, 89, 93, 100, 114, 134, 164, 175, 193, 232
