S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2025 NOV 22 06:24:00,-35.9615,98.0879,252.4951,15.9367,66.636,2.5642e-14,66.636
TGO,2025 NOV 22 06:06:00,-37.2943,101.6371,379.5057,15.8814,66.5114,2.2171,68.6748

MRO,2025 NOV 22 10:09:00,-33.6254,43.1668,253.0503,15.9253,65.6571,7.4996e-14,65.6571
TGO,2025 NOV 22 10:03:00,-33.4507,44.5412,379.322,15.9194,65.5307,5.9436,71.4074

MRO,2025 NOV 22 13:54:00,-31.8818,-11.7289,254.5601,15.9153,64.926,7.8955e-14,64.926
TGO,2025 NOV 22 14:00:00,-30.2292,-11.7968,382.2974,16.0081,65.5228,0.51982,65.5807

MRO,2025 NOV 22 17:39:00,-30.0102,-66.578,252.7698,15.9086,64.2101,3.1163e-14,64.2101
TGO,2025 NOV 22 17:57:00,-26.8331,-68.7172,382.139,16.0581,65.1424,0.99891,64.1512

MRO,2025 NOV 23 19:51:00,-25.5233,-89.3131,253.4549,15.8933,62.5222,2.6259e-14,62.5222
TGO,2025 NOV 23 19:30:00,-26.1563,-84.8316,381.7274,15.8514,62.1661,0.49725,62.2355

MRO,2025 NOV 23 23:36:00,-23.2518,-144.1963,255.4751,15.8842,61.7643,1.8271e-14,61.7643
TGO,2025 NOV 23 23:27:00,-22.4066,-141.8185,383.4165,15.8969,61.7127,0.47523,61.8

MRO,2025 NOV 24 03:21:00,-21.4124,160.9181,255.6083,15.875,61.1534,5.5909e-14,61.1534
TGO,2025 NOV 24 03:24:00,-18.8726,160.4687,384.1578,15.8939,60.8114,4.7034,65.5023

MRO,2025 NOV 24 07:06:00,-19.549,106.1284,255.8418,15.8722,60.6539,2.3801e-14,60.6539
TGO,2025 NOV 24 07:21:00,-15.6724,103.7269,383.3106,15.9556,61.0109,0.42521,61.1263

MRO,2025 NOV 25 11:12:00,-8.9662,55.3847,259.5476,15.8389,58.2212,2.1336e-14,58.2212
TGO,2025 NOV 25 10:54:00,-8.6345,59.9817,385.3545,15.8533,58.3956,0.46433,58.2057

MRO,2025 NOV 25 14:57:00,-7.0719,0.54841,261.9674,15.8331,57.9195,6.4106e-15,57.9195
TGO,2025 NOV 25 14:51:00,-5.0371,2.0121,388.7806,15.8333,57.7448,6.5905,64.3322

MRO,2025 NOV 25 16:48:00,-11.0568,-26.2782,259.5566,15.8453,58.5742,2.5839e-14,58.5742
TGO,2025 NOV 25 16:48:00,-8.0043,-26.529,387.8321,15.8286,57.946,2.3584,55.6596

MRO,2025 NOV 25 18:42:00,-5.3093,-54.2928,261.5074,15.8269,57.6648,1.4939e-14,57.6648
TGO,2025 NOV 25 18:48:00,-1.7922,-54.6729,390.3153,15.8989,58.5356,0.29605,58.6827

MRO,2025 NOV 25 20:33:00,-9.0792,-81.1247,259.0799,15.8386,58.2115,2.9323e-14,58.2115
TGO,2025 NOV 25 20:45:00,-4.4205,-84.0463,388.8466,15.8386,57.7713,0.32194,57.9157

MRO,2025 NOV 25 20:36:00,0.56236,-82.3107,264.2799,15.8083,57.1176,7.9818e-15,57.1176
TGO,2025 NOV 25 20:45:00,-4.4205,-84.0463,388.8466,15.8386,57.7713,0.32194,57.9157

MRO,2025 NOV 25 22:27:00,-3.1216,-109.138,262.4226,15.8203,57.4191,2.4841e-14,57.4191
TGO,2025 NOV 25 22:42:00,-6.991,-113.3907,387.7588,15.78,57.1154,0.34678,57.2552

MRO,2025 NOV 27 02:33:00,6.8668,-159.8326,270.136,15.79,57.044,1.4224e-14,57.044
TGO,2025 NOV 27 02:18:00,8.7345,-155.8071,396.3041,15.8153,57.5599,0.19348,57.6993

MRO,2025 NOV 27 08:09:00,4.6558,118.5212,268.1822,15.7975,57.0372,1.6218e-14,57.0372
TGO,2025 NOV 27 08:12:00,9.1975,117.7582,394.156,15.7953,57.3192,3.102,54.464

MRO,2025 NOV 27 10:06:00,20.058,89.2914,278.047,15.7467,58.3434,4.556e-14,58.3434
TGO,2025 NOV 27 10:12:00,15.5286,89.6335,397.3675,15.8669,59.1727,0.13611,59.2935

MRO,2025 NOV 27 11:57:00,16.4605,62.4683,275.8347,15.7592,57.8056,1.5581e-14,57.8056
TGO,2025 NOV 27 12:09:00,13.0441,60.2677,396.6642,15.8069,57.9498,0.15511,58.0777

MRO,2025 NOV 27 13:48:00,12.7541,35.6621,274.2952,15.7725,57.4153,3.8824e-14,57.4153
TGO,2025 NOV 27 14:06:00,10.3928,30.8823,396.193,15.7458,56.7305,0.17777,56.8653

MRO,2025 NOV 27 15:42:00,18.4131,7.6664,278.3825,15.7556,58.14,1.778e-14,58.14
TGO,2025 NOV 27 16:06:00,16.4211,3.0519,400.0845,15.8372,58.917,0.12912,59.034

MRO,2025 NOV 28 15:54:00,-2.2144,15.347,265.1745,15.8211,57.352,4.2062e-14,57.352
TGO,2025 NOV 28 15:36:00,-6.9956,19.2414,391.6333,15.7886,57.1441,65.5131,45.5328

MRO,2025 NOV 28 15:57:00,7.393,14.1751,270.9015,15.7917,57.1589,5.7338e-15,57.1589
TGO,2025 NOV 28 15:39:00,5.428,17.8335,396.4269,15.7436,56.3039,47.7378,50.6042

MRO,2025 NOV 28 19:45:00,18.6886,-41.8573,277.4842,15.7544,58.2892,4.498e-14,58.2892
TGO,2025 NOV 28 19:39:00,22.9649,-40.784,404.2505,15.7289,58.9362,0.086644,59.0228

MRO,2025 NOV 28 21:42:00,33.9905,-71.2599,288.8932,15.6922,61.9215,1.1018e-14,61.9215
TGO,2025 NOV 28 21:39:00,29.1207,-68.3283,408.5517,15.8392,62.0819,0.074737,62.1457

MRO,2025 NOV 28 23:33:00,30.3308,-98.0576,285.9041,15.7064,60.8338,3.5355e-14,60.8338
TGO,2025 NOV 28 23:36:00,26.5978,-97.8571,406.4579,15.7683,60.4611,0.075579,60.5328

MRO,2025 NOV 29 03:18:00,32.5241,-152.8991,288.3922,15.7,61.5256,8.2019e-14,61.5256
TGO,2025 NOV 29 03:33:00,30.165,-154.7971,409.9545,15.8169,62.1572,0.072657,62.2153

MRO,2025 NOV 29 05:09:00,28.693,-179.6546,286.1849,15.7169,60.4693,5.139e-14,60.4693
TGO,2025 NOV 29 05:30:00,27.448,175.588,408.0225,15.7406,60.3846,0.072313,60.451

MRO,2025 NOV 30 05:27:00,27.3866,-174.3239,285.0188,15.7231,60.2747,3.8726e-14,60.2747
TGO,2025 NOV 30 05:06:00,30.7444,-170.8035,410.2487,15.6172,60.0679,0.061607,60.1126

MRO,2025 NOV 30 11:09:00,44.3687,101.2073,296.4385,15.6394,65.8612,9.0184e-14,65.8612
TGO,2025 NOV 30 11:03:00,40.0454,105.1231,413.672,15.8033,65.6847,0.072706,65.7038

MRO,2025 NOV 30 13:00:00,40.7464,74.4835,293.5011,15.6586,64.4807,1.4224e-14,64.4807
TGO,2025 NOV 30 13:00:00,37.5989,75.3705,412.6934,15.7178,63.8254,0.063262,63.842

MRO,2025 NOV 30 16:45:00,42.9283,19.6472,297.349,15.6525,65.3899,3.2161e-14,65.3899
TGO,2025 NOV 30 16:57:00,40.9845,18.7587,416.1546,15.7881,65.9396,0.071745,65.9548

MRO,2025 NOV 30 18:36:00,39.0267,-7.0112,293.6758,15.6758,63.9866,3.4265e-14,63.9866
TGO,2025 NOV 30 18:54:00,38.2511,-11.1548,414.2432,15.6917,63.8429,0.067322,63.8605

MRO,2025 DEC 01 18:54:00,37.4952,-1.6386,293.4339,15.6847,63.6328,7.6599e-14,63.6328
TGO,2025 DEC 01 18:30:00,41.5644,2.7309,416.1811,15.5867,64.3281,0.59192,64.7478

MRO,2025 DEC 02 02:27:00,50.8513,-113.219,302.254,15.5944,68.857,6.1673e-14,68.857
TGO,2025 DEC 02 02:24:00,48.4232,-110.0156,420.6251,15.7592,69.101,0.061725,69.0983

MRO,2025 DEC 02 04:18:00,47.1892,-139.7679,299.9229,15.625,67.3544,4.8025e-14,67.3544
TGO,2025 DEC 02 04:21:00,45.8803,-140.109,419.9718,15.6508,66.9785,0.062884,66.9721

MRO,2025 DEC 03 14:00:00,54.9182,87.277,304.4108,15.5606,70.9878,3.4276e-14,70.9878
TGO,2025 DEC 03 13:48:00,53.0433,91.7424,422.5407,15.6636,70.8008,0.045324,70.7884

MRO,2025 DEC 03 15:51:00,51.3575,60.7137,302.7588,15.5903,69.395,2.1097e-14,69.395
TGO,2025 DEC 03 15:45:00,50.6408,61.4154,422.3016,15.5397,68.6223,0.05113,68.6019

MRO,2025 DEC 03 19:36:00,53.3438,5.8744,304.8488,15.5842,70.3918,2.9434e-14,70.3918
TGO,2025 DEC 03 19:42:00,53.7008,5.5363,423.7034,15.6589,71.1433,0.042639,71.1307

MRO,2025 DEC 03 21:27:00,49.4536,-20.6574,301.4763,15.6158,68.705,2.6658e-14,68.705
TGO,2025 DEC 03 21:39:00,51.109,-25.1008,422.5899,15.5144,68.7091,0.04964,68.6866

MRO,2025 DEC 05 03:24:00,55.8467,-98.8991,305.2118,15.5492,71.7298,5.4028e-14,71.7298
TGO,2025 DEC 05 03:09:00,55.1611,-96.5509,424.5841,15.4625,70.7426,0.036376,70.7173

MRO,2025 DEC 05 07:09:00,58.0368,-153.8769,307.1896,15.5339,72.8427,3.7633e-14,72.8427
TGO,2025 DEC 05 07:06:00,58.3398,-151.6738,427.8609,15.6319,73.653,0.020326,73.6427

MRO,2025 DEC 05 09:00:00,54.2366,179.7247,306.1481,15.5744,71.1092,3.4256e-14,71.1092
TGO,2025 DEC 05 09:03:00,55.7997,177.2482,426.4481,15.4581,71.1163,0.033893,71.0913

MRO,2025 DEC 06 14:57:00,60.3158,101.4628,308.29,15.5064,74.2225,2.6658e-14,74.2225
TGO,2025 DEC 06 14:33:00,59.5426,106.2977,425.867,15.4394,73.3705,0.020578,73.3502

MRO,2025 DEC 06 20:33:00,58.8568,20.0536,309.555,15.5294,73.6045,3.8693e-14,73.6045
TGO,2025 DEC 06 20:27:00,60.2532,20.4533,427.6204,15.4586,73.9492,0.017548,73.9317

MRO,2025 DEC 08 04:21:00,60.8142,-84.6694,310.2264,15.4975,74.7971,1.3453e-14,74.7971
TGO,2025 DEC 08 03:54:00,61.5487,-81.3497,427.9443,15.2808,73.9775,0.029296,73.9528

MRO,2025 DEC 08 09:57:00,59.277,-166.0182,309.9128,15.5247,74.1499,1.3886e-14,74.1499
TGO,2025 DEC 08 09:48:00,62.2359,-167.1273,430.1313,15.3047,74.5841,0.028437,74.5629

MRO,2025 DEC 10 01:15:00,65.6358,-21.0525,311.4496,15.4381,77.6983,2.0116e-14,77.6983
TGO,2025 DEC 10 01:03:00,65.0491,-16.9537,424.5617,15.5167,77.7461,71.3581,11.5651

MRO,2025 DEC 10 08:45:00,69.7089,-132.1566,311.9507,15.3306,79.7731,2.2264e-14,79.7731
TGO,2025 DEC 10 09:00:00,67.6051,-132.9891,432.1015,15.5183,79.3121,2.3005,81.5136

MRO,2025 DEC 11 22:09:00,70.6971,41.4678,314.4905,15.305,80.6607,5.0289e-15,80.6607
TGO,2025 DEC 11 22:21:00,69.3413,41.3792,432.0151,15.4939,80.586,1.6986,82.2451

MRO,2025 DEC 13 05:57:00,72.7393,-63.5428,315.9061,15.2536,82.0953,7.1119e-15,82.0953
TGO,2025 DEC 13 05:48:00,70.5264,-58.6823,431.7088,15.4317,81.3521,0.07392,81.3718

MRO,2025 DEC 13 11:33:00,71.2622,-144.6583,314.2101,15.2961,81.353,2.3426e-14,81.353
TGO,2025 DEC 13 11:42:00,70.8117,-144.1427,434.0017,15.4764,81.7566,2.9983,84.7349

MRO,2025 DEC 15 00:57:00,72.0466,28.932,315.2771,15.2681,82.1234,3.4986e-14,82.1234
TGO,2025 DEC 15 01:03:00,72.0644,30.7017,432.5879,15.4833,82.9013,4.5664,87.4672

MRO,2025 DEC 16 10:36:00,70.8962,-101.9354,313.1934,15.2931,81.808,7.5013e-15,81.808
TGO,2025 DEC 16 10:27:00,71.5528,-103.3578,432.6751,15.0522,81.3844,2.7528,84.1338

MRO,2025 DEC 18 00:00:00,71.757,71.7619,313.3455,15.2717,82.6516,9.5747e-15,82.6516
TGO,2025 DEC 17 23:48:00,73.0997,73.7572,433.2887,15.2103,83.3157,0.10172,83.3409

