Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2022 MAY 14 15:17:08,2022 MAY 14 17:15:01,7073,2022 MAY 14 15:15:09,2022 MAY 14 16:14:16,3547,2022 MAY 14 16:14:17,2022 MAY 14 17:13:01,3524,3.0295,2022 MAY 14 16:43:25
1,1,2,2022 MAY 14 17:15:02,2022 MAY 14 19:12:53,7071,2022 MAY 14 17:13:02,2022 MAY 14 18:12:07,3545,2022 MAY 14 18:12:08,2022 MAY 14 19:10:53,3525,3.2616,2022 MAY 14 18:41:16
3,3,3,2022 MAY 14 19:12:54,2022 MAY 14 21:10:48,7074,2022 MAY 14 19:10:54,2022 MAY 14 20:10:01,3547,2022 MAY 14 20:10:02,2022 MAY 14 21:08:48,3526,3.5133,2022 MAY 14 20:39:10
1,1,4,2022 MAY 14 21:10:49,2022 MAY 14 23:08:46,7077,2022 MAY 14 21:08:49,2022 MAY 14 22:07:57,3548,2022 MAY 14 22:07:58,2022 MAY 14 23:06:46,3528,3.7652,2022 MAY 14 22:37:08
3,3,5,2022 MAY 14 23:08:47,2022 MAY 15 01:06:44,7077,2022 MAY 14 23:06:47,2022 MAY 15 00:05:55,3548,2022 MAY 15 00:05:56,2022 MAY 15 01:04:44,3528,4.0179,2022 MAY 15 00:35:06
1,1,6,2022 MAY 15 01:06:45,2022 MAY 15 03:04:40,7075,2022 MAY 15 01:04:45,2022 MAY 15 02:03:52,3547,2022 MAY 15 02:03:53,2022 MAY 15 03:02:40,3527,4.261,2022 MAY 15 02:33:02
1,1,7,2022 MAY 15 03:04:41,2022 MAY 15 05:02:33,7072,2022 MAY 15 03:02:41,2022 MAY 15 04:01:46,3545,2022 MAY 15 04:01:47,2022 MAY 15 05:00:33,3526,4.4864,2022 MAY 15 04:30:55
3,3,8,2022 MAY 15 05:02:34,2022 MAY 15 07:00:26,7072,2022 MAY 15 05:00:34,2022 MAY 15 05:59:39,3545,2022 MAY 15 05:59:40,2022 MAY 15 06:58:26,3526,4.7027,2022 MAY 15 06:28:48
1,1,9,2022 MAY 15 07:00:27,2022 MAY 15 08:58:20,7073,2022 MAY 15 06:58:27,2022 MAY 15 07:57:31,3544,2022 MAY 15 07:57:32,2022 MAY 15 08:56:20,3528,4.9464,2022 MAY 15 08:26:42
3,3,10,2022 MAY 15 08:58:21,2022 MAY 15 10:56:17,7076,2022 MAY 15 08:56:21,2022 MAY 15 09:55:27,3546,2022 MAY 15 09:55:28,2022 MAY 15 10:54:17,3529,5.2191,2022 MAY 15 10:24:38
1,1,11,2022 MAY 15 10:56:18,2022 MAY 15 12:54:14,7076,2022 MAY 15 10:54:18,2022 MAY 15 11:53:26,3548,2022 MAY 15 11:53:27,2022 MAY 15 12:52:14,3527,5.4765,2022 MAY 15 12:22:36
3,3,12,2022 MAY 15 12:54:15,2022 MAY 15 14:52:11,7076,2022 MAY 15 12:52:15,2022 MAY 15 13:51:24,3549,2022 MAY 15 13:51:25,2022 MAY 15 14:50:11,3526,5.7092,2022 MAY 15 14:20:34
1,1,13,2022 MAY 15 14:52:12,2022 MAY 15 16:50:05,7073,2022 MAY 15 14:50:12,2022 MAY 15 15:49:20,3548,2022 MAY 15 15:49:21,2022 MAY 15 16:48:05,3524,5.9263,2022 MAY 15 16:18:29
