TC20 FIXED,TC20 PRECOOLING,TC20 SCI1,TC20 SCI2,LNO_OBSERVING (1=YES;0=NO),OBSERVATION NUMBER,OBSERVATION TYPE,APPROX TC START TIME,COMMENTS
1,1,1446,1446,0,14,ingress,2019 OCT 06 17:25:23,SO ON
1,1,3921,3921,0,16,ingress,2019 OCT 06 21:21:16,SO ON
1,1,3951,3951,0,17,ingress,2019 OCT 06 23:19:15,SO ON
1,1,1410,1410,0,21,ingress,2019 OCT 07 07:10:50,SO ON
1,1,3954,3954,0,23,ingress,2019 OCT 07 11:06:47,SO ON
1,1,1215,1215,0,26,ingress,2019 OCT 07 17:00:33,SO ON
1,1,1272,1272,0,28,ingress,2019 OCT 07 20:56:24,SO ON
1,1,3921,3921,0,30,ingress,2019 OCT 08 00:52:21,SO ON
1,1,3951,3951,0,33,ingress,2019 OCT 08 06:46:00,SO ON
1,1,1467,1467,0,34,ingress,2019 OCT 08 08:43:56,SO ON
1,1,3921,3921,0,38,ingress,2019 OCT 08 16:35:44,SO ON
1,1,3929,3929,0,40,ingress,2019 OCT 08 20:31:30,SO ON
1,1,254,254,0,41,ingress,2019 OCT 08 22:29:30,SO ON
1,1,3951,3951,0,44,ingress,2019 OCT 09 04:23:16,SO ON
1,1,3954,3954,0,46,ingress,2019 OCT 09 08:19:04,SO ON
1,1,3921,3921,0,48,ingress,2019 OCT 09 12:15:02,SO ON
1,1,1468,1468,0,50,ingress,2019 OCT 09 16:10:56,SO ON
1,1,3951,3951,0,54,ingress,2019 OCT 10 00:02:39,SO ON
1,1,3954,3954,0,56,ingress,2019 OCT 10 03:58:28,SO ON
1,1,1215,1215,0,57,ingress,2019 OCT 10 05:56:20,SO ON
1,1,1283,1283,0,60,ingress,2019 OCT 10 11:50:09,SO ON
1,1,3929,3929,0,63,ingress,2019 OCT 10 17:43:57,SO ON
1,1,3921,3921,0,66,ingress,2019 OCT 10 23:37:47,SO ON
1,1,1177,1177,0,67,ingress,2019 OCT 11 01:35:44,SO ON
1,1,1469,1469,0,69,ingress,2019 OCT 11 05:31:31,SO ON
1,1,3951,3951,0,72,ingress,2019 OCT 11 11:25:19,SO ON
1,1,3954,3954,0,73,ingress,2019 OCT 11 13:23:18,SO ON
1,1,1215,1215,0,76,ingress,2019 OCT 11 19:17:01,SO ON
1,1,3929,3929,0,79,ingress,2019 OCT 12 01:10:55,SO ON
1,1,1466,1466,0,81,ingress,2019 OCT 12 05:06:44,SO ON
1,1,1283,1283,0,82,ingress,2019 OCT 12 07:04:35,SO ON
1,1,1427,1427,0,88,ingress,2019 OCT 12 18:52:14,SO ON
1,1,1175,1175,0,92,ingress,2019 OCT 13 02:44:04,SO ON
1,1,1283,1283,0,93,ingress,2019 OCT 13 04:41:57,SO ON
1,1,3929,3929,0,95,ingress,2019 OCT 13 08:37:43,SO ON
1,1,3954,3954,0,99,ingress,2019 OCT 13 16:29:36,SO ON
1,1,1177,1177,0,101,ingress,2019 OCT 13 20:25:21,SO ON
1,1,1215,1215,0,103,ingress,2019 OCT 14 00:21:18,SO ON
1,1,1175,1175,0,105,ingress,2019 OCT 14 04:17:13,SO ON
1,1,1176,1176,0,107,ingress,2019 OCT 14 08:12:57,SO ON
1,1,1446,1446,0,109,ingress,2019 OCT 14 12:08:53,SO ON
1,1,1272,1272,0,112,ingress,2019 OCT 14 18:02:47,SO ON
1,1,3921,3921,0,115,ingress,2019 OCT 14 23:56:34,SO ON
1,1,1468,1468,0,117,ingress,2019 OCT 15 03:52:34,SO ON
1,1,3951,3951,0,118,ingress,2019 OCT 15 05:50:26,SO ON
1,1,3954,3954,0,121,ingress,2019 OCT 15 11:44:11,SO ON
1,1,1215,1215,0,126,ingress,2019 OCT 15 21:33:51,SO ON
1,1,1175,1175,0,127,ingress,2019 OCT 15 23:31:50,SO ON
1,1,239,239,0,129,ingress,2019 OCT 16 03:27:54,SO ON
1,1,1272,1272,0,132,ingress,2019 OCT 16 09:21:33,SO ON
1,1,3929,3929,0,134,ingress,2019 OCT 16 13:17:34,SO ON
1,1,1177,1177,0,135,ingress,2019 OCT 16 15:15:34,SO ON
0,1,93,93,1,139,ingress,2019 OCT 16 23:07:14,LNO ON
1,1,1465,1465,0,141,ingress,2019 OCT 17 03:03:22,SO ON
1,1,1176,1176,0,142,ingress,2019 OCT 17 05:01:19,SO ON
1,1,1446,1446,0,144,ingress,2019 OCT 17 08:57:03,SO ON
1,1,1283,1283,0,145,merged,2019 OCT 17 10:55:00,SO ON
1,1,3921,3921,0,146,merged,2019 OCT 17 12:53:01,SO ON
1,1,1176,1176,0,147,merged,2019 OCT 17 14:51:02,SO ON
1,1,3951,3951,0,150,merged,2019 OCT 17 20:44:53,SO ON
1,1,3951,3951,0,151,merged,2019 OCT 17 22:42:44,SO ON
