S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2025 SEP 02 19:18:00,74.7819,-162.1441,312.3717,14.9697,61.8734,2.2335e-14,61.8734
TGO,2025 SEP 02 19:06:00,75.8426,-159.5566,433.3975,14.9475,62.5003,0.12683,62.5442

MRO,2025 SEP 09 10:15:00,74.1298,37.6398,312.4524,15.0028,62.5648,1.0183e-14,62.5648
TGO,2025 SEP 09 10:18:00,74.8548,34.0261,434.1448,14.8106,62.4767,0.12007,62.5095

MRO,2025 SEP 10 23:39:00,73.8315,-147.9798,312.1456,15.0317,62.7113,1.778e-14,62.7113
TGO,2025 SEP 10 23:39:00,73.8695,-148.103,432.5763,15.0233,62.7093,0.10629,62.7439

MRO,2025 SEP 12 13:03:00,73.5399,26.1391,312.9234,15.0428,62.8126,1.0058e-14,62.8126
TGO,2025 SEP 12 13:00:00,72.6691,28.8909,432.664,15.1778,62.7346,0.11313,62.646

MRO,2025 SEP 12 18:39:00,71.3491,-54.3648,311.1221,15.1267,61.7964,2.7221e-14,61.7964
TGO,2025 SEP 12 18:54:00,72.021,-55.7584,434.1555,15.2772,62.7572,0.084893,62.7931

MRO,2025 SEP 14 02:27:00,73.6104,-159.842,312.1023,15.0475,63.1242,1.3329e-14,63.1242
TGO,2025 SEP 14 02:21:00,71.1508,-154.9559,431.8906,15.2758,62.4672,0.076472,62.4991

MRO,2025 SEP 14 08:03:00,71.4518,119.5329,311.7371,15.1233,62.0955,1.9606e-14,62.0955
TGO,2025 SEP 14 08:15:00,70.02,118.3995,432.0879,15.2425,61.7291,6.0879,67.6431

MRO,2025 SEP 15 21:27:00,71.3784,-66.3955,312.4179,15.1314,62.3355,4.41e-14,62.3355
TGO,2025 SEP 15 21:36:00,68.9054,-65.4395,433.3719,15.3411,61.7879,0.055515,61.8145

MRO,2025 SEP 16 03:03:00,69.7722,-147.4781,311.143,15.1767,61.6018,3.556e-15,61.6018
TGO,2025 SEP 16 03:30:00,68.2909,-150.453,431.0848,15.4164,61.8461,0.049947,61.8745

MRO,2025 SEP 17 08:57:00,65.4555,137.4705,311.272,15.2767,59.8583,3.4256e-14,59.8583
TGO,2025 SEP 17 09:00:00,64.4571,139.9486,430.5324,15.4903,60.511,7.1956,67.6336

MRO,2025 SEP 17 16:27:00,69.4442,26.6164,312.0932,15.1864,61.7066,1.8546e-14,61.7066
TGO,2025 SEP 17 16:51:00,66.4843,23.406,429.6069,15.3617,60.8904,0.034812,60.9105

MRO,2025 SEP 18 22:21:00,65.4348,-48.525,309.0957,15.2803,60.1175,8.996e-15,60.1175
TGO,2025 SEP 18 22:21:00,63.1329,-45.669,431.2993,15.4706,60.0136,0.020187,60.0338

MRO,2025 SEP 19 03:57:00,63.8118,-130.0441,307.0563,15.2964,59.3871,3.8824e-14,59.3871
TGO,2025 SEP 19 04:15:00,62.2643,-132.0316,428.5282,15.4558,59.5538,3.2392,62.787

MRO,2025 SEP 20 06:06:00,58.3319,-150.5914,305.4933,15.3797,57.3974,1.3114e-14,57.3974
TGO,2025 SEP 20 05:48:00,61.6526,-147.7452,428.7188,15.2775,58.3387,4.3261,62.6644

MRO,2025 SEP 20 09:51:00,60.0438,154.4222,308.3705,15.3642,58.1167,2.0674e-14,58.1167
TGO,2025 SEP 20 09:45:00,58.677,158.1123,427.6058,15.5128,58.4985,1.4361,59.9342

MRO,2025 SEP 20 13:36:00,61.8049,99.2236,306.9501,15.3342,58.8116,1.2944e-14,58.8116
TGO,2025 SEP 20 13:39:00,63.674,94.94,429.973,15.0975,58.4437,0.018004,58.441

MRO,2025 SEP 21 19:30:00,58.192,23.4881,307.7647,15.3886,57.6351,1.9149e-14,57.6351
TGO,2025 SEP 21 19:09:00,59.648,25.0074,426.2591,15.1492,56.751,3.1016,59.851

MRO,2025 SEP 21 21:21:00,54.2785,-2.8623,304.6474,15.4325,56.27,2.2949e-14,56.27
TGO,2025 SEP 21 21:09:00,54.1463,1.2579,424.4755,15.5125,56.8524,0.25499,57.102

MRO,2025 SEP 22 01:06:00,55.9224,-57.9117,305.4256,15.4125,56.835,6.0431e-14,56.835
TGO,2025 SEP 22 01:03:00,59.2354,-60.7886,428.9177,15.1722,56.7236,0.015971,56.7195
TGO,2025 SEP 22 01:06:00,51.0792,-54.6581,424.3979,15.6294,56.7415,0.082802,56.7799

MRO,2025 SEP 22 06:42:00,54.2961,-139.4845,303.7071,15.4253,56.2776,3.1325e-14,56.2776
TGO,2025 SEP 22 07:00:00,50.2464,-140.4316,422.555,15.6542,56.7199,2.1934,54.5279

MRO,2025 SEP 23 08:51:00,48.4825,-160.5233,300.8489,15.4758,54.649,4.1009e-14,54.649
TGO,2025 SEP 23 08:33:00,49.4165,-156.8414,422.4752,15.4292,54.556,1.5016,56.0563

MRO,2025 SEP 23 12:36:00,50.1703,144.5646,302.8175,15.465,55.1773,7.7712e-14,55.1773
TGO,2025 SEP 23 12:30:00,46.2746,147.0599,419.8691,15.5342,54.4984,0.41926,54.0869

MRO,2025 SEP 23 14:27:00,46.2906,117.9302,298.8444,15.4903,54.0847,7.1119e-15,54.0847
TGO,2025 SEP 23 14:27:00,48.9352,116.757,421.5321,15.4119,54.2568,0.078724,54.2835

MRO,2025 SEP 23 18:12:00,48.4248,62.8964,299.5667,15.4714,54.6411,2.7727e-14,54.6411
TGO,2025 SEP 23 18:24:00,45.5097,60.6812,418.2564,15.5183,54.1389,0.11198,54.0531

MRO,2025 SEP 24 20:18:00,33.5045,43.1622,289.4118,15.5603,51.96,4.8025e-14,51.96
TGO,2025 SEP 24 20:00:00,36.153,47.7342,411.6413,15.5731,52.5587,1.4415,53.9935
